response_id,jobs_displaced,jobs_created
96408,9,26
96409,35,33
96410,31,26
96411,43,28
96412,16,33
96413,28,41
96414,45,36
96415,47,33
96416,56,56
96417,1,2
96418,3,2
96419,3,1
96420,3,2
96421,1,1
96422,3,4
96423,3,3
96424,3,2
96425,4,3
96426,1,0
96428,1,3
96429,3,2
96430,3,2
96431,4,1
96432,4,3
96433,1108,1422
96435,1301,1083
96436,1475,1242
96437,688,810
96438,580,622
96439,862,872
96440,686,796
96441,109,727
96442,1268,1588
96443,613,1077
96446,1179,1448
96447,1478,1478
96448,550,1267
96449,4,3
96450,1,1
96451,1,1
96452,1,3
96454,2,3
96455,4,2
96456,2,1
96457,3,2
96458,4,2
96459,4,3
96460,3,2
96461,2,3
96462,3,3
96464,2,2
96465,4,3
96466,1,2
96467,3,3
96468,1,2
96470,1,2
96471,0,3
96472,1,2
96473,1,2
96474,4,3
96475,3,3
96476,2,2
96477,3,3
96478,3,3
96479,3,3
96480,3,3
96481,952,646
96482,483,603
96483,612,517
96484,374,699
96485,787,526
96486,128,400
96487,569,502
96488,265,471
96489,682,632
96490,405,473
96491,646,551
96492,642,538
96493,947,573
96494,598,537
96496,175,557
96498,3,5
96500,3,5
96501,0,3
96502,4,2
96504,4,4
96505,2,2
96506,2,3
96507,1,4
96508,5,4
96509,3,5
96510,2,3
96511,4,7
96512,4,6
96513,3,3
96514,2,4
96515,3,2
96516,2,4
96518,3,4
96519,2,1
96520,3,2
96521,3,3
96522,2,3
96523,3,3
96524,3,4
96525,3,4
96526,3,5
96527,0,3
96528,4,3
96529,20,18
96530,9,5
96531,25,21
96532,5,15
96533,9,26
96534,15,13
96535,16,17
96536,33,11
96537,17,26
96538,0,23
96539,0,21
96540,25,17
96541,3,7
96542,23,15
96543,7,2
96544,24,14
96545,0,2
96546,3,1
96548,3,3
96549,2,1
96550,3,3
96551,3,3
96552,2,1
96553,0,2
96554,2,2
96555,3,2
96556,2,1
96557,2,1
96558,2,2
96559,3,2
96560,1,2
96561,25,42
96562,33,48
96563,39,52
96564,28,31
96565,42,24
96566,39,27
96568,40,34
96569,36,45
96570,59,53
96571,39,49
96572,38,38
96573,41,51
96574,36,32
96575,42,42
96576,40,40
96577,98,127
96578,454,284
96579,381,353
96580,199,57
96581,539,599
96582,119,104
96583,190,332
96584,308,274
96585,102,197
96586,292,313
96587,313,294
96588,338,254
96589,366,395
96590,363,307
96591,452,316
96592,237,139
96593,80,34
96594,24,27
96595,68,29
96596,48,57
96597,70,56
96598,72,58
96599,49,44
96600,50,48
96601,23,69
96603,76,63
96604,19,53
96605,19,44
96606,30,48
96607,56,50
96608,66,49
96609,272,208
96610,284,337
96611,184,167
96612,190,228
96613,146,334
96614,283,173
96615,219,226
96616,288,230
96617,230,210
96618,201,250
96619,280,192
96620,388,345
96621,301,341
96622,221,271
96624,131,246
96625,11,9
96626,25,15
96627,11,14
96628,19,19
96629,26,11
96630,23,21
96631,23,22
96632,13,14
96633,3,13
96634,25,20
96635,49,23
96636,26,19
96638,27,21
96639,28,23
96640,32,19
96641,17,13
96642,10,18
96643,10,13
96644,1,15
96645,2,4
96646,16,4
96648,11,6
96649,9,7
96650,18,14
96651,15,6
96654,17,7
96655,19,22
96656,8,12
96657,678,530
96658,714,521
96659,464,668
96660,527,522
96661,595,535
96662,393,605
96663,348,642
96664,335,424
96666,414,516
96667,607,755
96668,418,437
96669,660,683
96670,660,425
96671,653,553
96672,490,505
96673,32,37
96674,0,19
96675,22,43
96676,64,45
96677,51,54
96678,39,46
96679,44,38
96680,57,41
96681,34,22
96682,8,26
96683,31,48
96684,46,26
96685,34,47
96686,49,22
96687,44,65
96688,32,27
96689,30,33
96690,25,46
96691,25,46
96692,3,42
96693,45,36
96694,38,30
96695,22,23
96696,42,45
96697,59,42
96698,38,41
96699,36,48
96700,14,34
96701,54,37
96702,30,34
96703,69,43
96704,16,43
96705,0,9
96706,16,13
96707,9,11
96708,3,2
96709,5,8
96710,17,13
96711,8,12
96712,7,7
96713,15,7
96714,6,5
96715,13,11
96716,15,10
96717,13,10
96718,18,20
96719,16,16
96720,11,19
96721,531,633
96722,714,532
96724,658,430
96725,273,749
96726,360,341
96727,283,203
96728,526,423
96729,662,626
96730,323,451
96731,980,717
96733,517,418
96734,835,495
96735,883,815
96736,0,400
96737,9,5
96738,15,2
96739,8,14
96740,9,5
96741,12,11
96743,13,8
96744,15,17
96745,3,0
96746,8,14
96747,1,0
96748,13,14
96750,11,14
96751,19,11
96752,14,16
96754,894,729
96755,974,794
96756,640,607
96757,1093,1113
96758,913,926
96760,1108,737
96761,925,979
96762,865,806
96764,1098,1032
96765,1130,862
96766,817,912
96767,537,520
96768,1096,749
96769,30,24
96770,46,38
96771,5,16
96772,0,14
96773,40,28
96774,31,25
96776,17,20
96777,31,22
96778,42,20
96779,55,30
96780,18,20
96781,15,26
96782,10,14
96783,27,28
96784,32,30
96785,1,1
96786,1,1
96787,0,1
96788,0,0
96789,1,1
96790,1,1
96791,0,0
96792,1,1
96793,0,1
96794,1,1
96795,0,1
96796,1,1
96797,1,1
96798,1,1
96799,1,1
96800,1,1
96801,10,11
96802,4,10
96803,3,3
96804,6,5
96805,11,4
96806,7,7
96807,3,8
96808,2,8
96809,7,4
96810,6,12
96811,4,6
96812,11,9
96813,4,7
96814,12,6
96815,9,3
96816,5,6
96817,0,0
96818,0,0
96819,0,0
96820,1,0
96821,0,0
96822,0,0
96823,0,0
96824,1,0
96825,0,0
96826,0,0
96827,0,0
96828,0,0
96829,0,0
96830,0,1
96831,0,0
96832,0,0
96833,0,1
96834,0,0
96835,1,1
96836,1,1
96837,1,1
96838,1,1
96839,0,1
96840,1,1
96841,1,1
96842,1,1
96843,1,1
96844,1,1
96845,1,1
96846,1,1
96847,1,1
96848,1,1
96849,2,1
96850,1,2
96851,2,3
96852,0,1
96853,0,2
96854,1,2
96855,0,2
96856,2,2
96858,2,3
96859,1,2
96860,2,2
96861,1,1
96862,1,2
96863,2,3
96864,0,2
96865,5,0
96866,7,5
96867,15,6
96868,0,6
96869,7,6
96870,6,7
96872,7,3
96873,5,6
96874,9,11
96875,3,0
96876,2,5
96877,8,7
96878,23,14
96879,18,8
96880,12,9
96881,3,10
96883,19,9
96884,12,5
96885,0,7
96886,7,9
96887,13,16
96888,31,13
96889,0,9
96890,8,16
96891,11,4
96892,0,1
96893,11,7
96894,1,8
96895,1,11
96896,0,16
96897,2,2
96898,0,0
96899,1,1
96900,0,2
96901,3,1
96902,2,2
96903,2,3
96904,0,0
96905,1,2
96906,3,2
96907,1,2
96909,0,2
96910,4,1
96911,3,2
96912,1,0
96913,1,1
96914,2,2
96915,0,2
96916,3,2
96917,2,1
96918,3,2
96919,1,3
96920,1,2
96921,3,1
96922,1,2
96923,1,2
96924,1,2
96925,3,1
96926,0,1
96927,1,1
96928,1,3
96929,29,29
96930,42,47
96931,38,40
96932,14,18
96933,26,20
96934,28,24
96935,31,36
96936,32,29
96937,30,37
96938,28,35
96939,35,32
96940,24,40
96941,26,29
96942,20,27
96943,18,33
96944,49,37
96945,0,1
96946,1,0
96947,1,1
96948,0,1
96949,1,1
96950,1,2
96952,1,1
96954,1,2
96955,1,1
96956,1,1
96957,1,1
96958,1,1
96959,1,1
96960,1,1
96961,17,0
96962,0,1
96963,17,14
96964,0,8
96965,16,8
96966,12,14
96967,7,11
96968,12,8
96969,9,11
96970,14,8
96971,11,7
96972,15,0
96973,19,10
96974,6,0
96975,11,10
96976,15,12
96977,3,1
96978,2,3
96979,3,3
96980,0,3
96981,1,2
96982,2,1
96983,2,2
96984,3,1
96985,2,2
96986,2,2
96987,4,4
96988,2,1
96989,3,3
96990,3,3
96991,2,3
96992,2,3
96993,1,1
96994,1,1
96995,1,1
96996,1,1
96997,1,1
96998,1,1
96999,1,1
97000,0,1
97001,1,1
97002,2,2
97003,1,1
97005,1,1
97006,1,2
97007,2,2
97009,0,0
97010,0,0
97011,0,1
97012,1,0
97013,0,0
97014,1,0
97015,1,0
97016,0,1
97017,0,0
97018,0,0
97019,0,1
97020,0,1
97021,0,0
97022,0,0
97023,1,0
97024,1,1
97025,397,534
97026,348,383
97027,388,417
97028,517,391
97029,302,349
97030,122,357
97031,191,241
97032,245,378
97033,352,448
97035,278,333
97036,456,580
97037,323,319
97039,419,529
97040,175,344
97041,889,1133
97042,1223,842
97043,104,596
97044,973,831
97045,717,1110
97046,909,767
97047,532,1101
97048,1190,1481
97049,1034,1107
97050,1175,1518
97051,501,821
97052,985,1121
97053,700,1051
97054,680,651
97055,604,895
97056,1291,1732
97057,4,5
97058,8,6
97059,10,7
97060,0,5
97061,11,9
97062,11,8
97063,11,14
97064,1,12
97066,3,9
97067,7,11
97068,4,6
97069,6,2
97070,9,6
97071,15,12
97072,6,11
97073,556,439
97074,266,498
97075,236,499
97076,283,582
97077,513,304
97078,557,305
97079,271,326
97080,392,300
97081,245,340
97082,888,682
97083,334,634
97084,206,492
97085,755,548
97086,615,540
97087,643,538
97088,559,591
97090,4,2
97091,3,4
97093,0,2
97094,1,2
97095,3,4
97096,4,3
97097,5,2
97098,4,4
97099,1,2
97100,4,2
97101,3,3
97102,4,1
97103,2,2
97104,4,2
97105,4,5
97106,4,3
97107,5,2
97108,2,4
97109,6,2
97110,4,6
97111,3,1
97112,4,3
97113,1,3
97114,1,6
97115,3,1
97116,4,5
97117,3,4
97118,4,3
97119,2,3
97120,3,5
97121,39,30
97122,0,13
97123,37,37
97125,14,29
97126,20,19
97127,32,30
97128,19,12
97129,0,17
97130,66,40
97131,26,25
97132,51,33
97133,13,42
97134,0,49
97135,28,16
97136,33,50
97139,882,524
97140,515,454
97141,597,286
97142,737,549
97143,472,651
97144,892,779
97145,719,874
97146,355,251
97147,669,632
97148,863,595
97149,926,698
97150,1127,535
97151,251,536
97153,1094,1016
97154,704,1071
97155,1016,861
97156,1112,1069
97157,1326,1482
97158,568,489
97159,1121,795
97160,230,547
97161,686,822
97162,1529,731
97163,514,790
97164,629,1014
97165,1044,1285
97166,422,733
97167,1364,1306
97168,754,796
97169,32,31
97170,28,13
97172,46,28
97173,19,38
97174,25,16
97175,43,37
97176,25,15
97177,14,14
97178,34,29
97179,7,23
97180,50,46
97181,46,29
97182,42,27
97183,18,27
97184,50,40
97185,4,4
97186,4,5
97187,3,4
97188,6,5
97189,3,3
97190,5,6
97191,5,5
97192,4,5
97193,5,5
97194,6,4
97195,4,4
97196,3,5
97197,5,5
97198,3,4
97199,4,3
97200,4,4
97201,3,2
97202,3,2
97203,2,2
97204,2,3
97205,1,3
97206,0,2
97208,2,2
97209,2,3
97210,2,2
97211,1,1
97212,3,3
97213,1,1
97214,3,3
97215,2,3
97216,1,2
97217,435,251
97218,365,204
97219,301,441
97220,182,256
97221,28,108
97222,400,169
97223,689,613
97224,458,311
97225,569,449
97226,512,499
97227,574,336
97228,353,493
97229,439,455
97230,291,139
97231,586,449
97232,425,261
97233,19,14
97234,38,25
97235,12,23
97236,37,29
97237,27,29
97238,39,28
97239,21,30
97241,28,23
97242,44,30
97243,12,19
97245,49,39
97246,34,30
97247,28,23
97249,22,15
97250,7,21
97251,9,14
97252,13,17
97253,4,15
97254,9,6
97255,18,16
97256,15,19
97257,23,20
97258,26,15
97259,9,25
97260,26,16
97261,14,15
97262,23,22
97263,36,21
97264,21,23
97265,18,19
97266,31,27
97267,14,16
97268,12,13
97269,18,39
97270,34,32
97271,17,30
97272,29,28
97273,11,12
97274,28,21
97276,0,19
97277,20,24
97278,0,13
97279,30,27
97280,38,20
97281,1,1
97282,2,1
97283,1,1
97284,1,0
97285,1,1
97286,1,0
97287,1,1
97288,0,1
97289,2,2
97290,2,2
97291,2,2
97292,1,2
97293,1,1
97294,3,1
97295,2,1
97297,17,19
97298,0,24
97299,21,21
97300,9,13
97301,39,19
97302,15,17
97303,1,30
97304,5,20
97305,22,20
97306,14,19
97307,30,31
97308,28,15
97309,13,20
97310,8,7
97311,15,23
97312,24,27
97313,3,2
97314,4,4
97315,1,1
97316,2,2
97317,5,0
97318,3,1
97319,3,2
97320,2,3
97321,2,2
97322,2,3
97323,1,2
97324,2,3
97325,1,1
97326,4,3
97327,3,2
97328,3,2
97329,44,38
97330,28,39
97331,16,22
97332,22,41
97333,48,38
97334,39,37
97335,40,41
97336,27,41
97337,31,37
97338,35,32
97339,30,26
97340,42,20
97341,41,15
97342,49,51
97343,21,22
97344,30,28
97345,0,0
97346,2,9
97347,2,0
97348,22,10
97349,7,21
97350,0,6
97351,27,12
97352,0,0
97354,20,23
97355,31,19
97356,20,30
97357,8,3
97358,20,9
97359,2,15
97361,1123,890
97362,908,1305
97363,806,660
97364,630,656
97365,1693,1360
97366,1064,830
97367,752,756
97369,832,521
97370,629,1188
97371,748,811
97372,705,830
97373,1173,895
97374,137,673
97375,802,374
97376,1180,1030
97377,12,12
97378,31,16
97379,5,10
97381,20,19
97382,13,15
97384,12,21
97385,28,16
97386,11,14
97387,15,15
97388,16,10
97389,35,28
97390,19,15
97391,13,16
97392,9,12
97393,55,82
97394,84,55
97395,94,76
97396,78,110
97397,86,81
97398,57,96
97399,55,87
97400,49,84
97401,60,70
97402,61,107
97403,66,87
97404,81,123
97405,91,98
97406,33,60
97408,144,96
97409,1,3
97410,1,2
97411,0,2
97412,4,4
97413,1,2
97414,6,3
97415,4,4
97416,4,2
97417,3,3
97418,4,4
97419,3,4
97420,5,4
97421,3,4
97422,2,2
97423,4,4
97424,4,4
97425,3,1
97426,0,1
97427,0,1
97428,1,0
97429,4,1
97430,0,1
97431,2,3
97432,3,2
97433,2,1
97434,2,2
97435,1,1
97436,3,2
97437,0,2
97438,2,2
97439,1,0
97440,3,2
97441,3,4
97442,2,4
97443,4,2
97444,2,2
97445,1,2
97446,3,3
97447,7,4
97448,1,3
97449,3,3
97450,1,2
97451,4,4
97452,5,4
97453,5,3
97454,5,3
97455,5,3
97456,1,3
97457,197,196
97458,151,94
97459,65,166
97461,107,146
97462,27,153
97464,203,200
97465,179,146
97466,118,173
97467,86,106
97468,156,140
97469,58,53
97471,188,182
97472,132,108
97473,10,16
97474,12,16
97475,5,15
97476,11,14
97477,30,18
97478,17,20
97479,13,11
97480,15,18
97481,12,19
97482,19,18
97483,6,14
97484,23,21
97485,19,21
97486,10,14
97487,28,26
97488,17,17
97489,7,6
97490,6,6
97491,7,5
97492,9,5
97493,4,4
97495,3,4
97496,6,6
97497,5,5
97498,5,6
97499,6,6
97500,4,2
97501,5,5
97502,6,5
97503,5,3
97504,6,5
97505,907,681
97506,567,386
97507,919,261
97508,751,487
97509,540,628
97510,1127,999
97511,356,689
97512,672,496
97513,542,724
97514,810,565
97515,1023,813
97516,371,432
97517,883,823
97518,919,502
97519,547,324
97520,638,860
97521,32,16
97522,18,13
97523,26,28
97524,41,42
97525,29,20
97526,33,16
97527,28,31
97528,37,55
97529,26,19
97530,36,27
97531,39,35
97532,15,22
97534,49,46
97535,16,28
97536,0,40
97537,1,0
97539,2,1
97541,3,3
97542,1,2
97543,2,2
97545,0,1
97546,4,2
97547,0,0
97548,5,4
97549,5,3
97550,6,2
97551,1,0
97553,740,1268
97554,810,410
97556,916,774
97557,785,941
97559,1068,1026
97560,838,1119
97561,1338,1061
97562,1058,964
97563,1036,659
97564,1200,700
97565,1184,1145
97566,595,351
97567,682,701
97568,602,249
97569,1115,685
97570,1156,602
97571,985,1223
97572,577,481
97573,910,841
97574,773,872
97575,849,572
97576,1457,1211
97577,1592,625
97578,1002,1147
97579,1179,1054
97581,1298,1043
97582,985,1059
97583,933,1001
97584,1527,1118
97585,20,27
97586,12,25
97587,0,0
97588,13,37
97589,28,14
97590,40,21
97591,14,23
97592,13,27
97593,0,51
97594,0,6
97595,21,23
97596,35,27
97597,9,10
97598,3,20
97599,22,2
97600,37,30
97601,1,1
97602,0,1
97603,0,1
97604,2,2
97605,2,1
97606,2,2
97607,2,2
97608,0,1
97609,2,1
97610,2,0
97611,0,1
97612,0,0
97613,4,3
97614,0,1
97615,2,2
97616,1,1
97617,888,741
97618,406,449
97619,382,335
97620,423,605
97621,860,597
97622,715,651
97623,559,426
97624,379,319
97626,553,468
97627,767,367
97628,1029,620
97630,731,478
97631,762,461
97632,1168,653
97633,3,2
97634,13,13
97635,0,0
97636,46,38
97637,24,34
97638,42,42
97639,15,0
97640,44,20
97641,48,37
97642,5,2
97643,27,41
97644,36,35
97645,4,12
97646,22,30
97647,64,28
97648,15,0
97650,2,9
97651,13,15
97652,2,12
97653,12,11
97654,0,4
97655,13,14
97656,15,15
97657,10,9
97658,4,8
97659,6,9
97660,3,4
97661,8,15
97663,9,13
97664,6,14
97665,2,2
97666,3,2
97667,1,3
97668,1,2
97669,4,3
97670,1,3
97671,3,3
97672,3,3
97673,1,2
97674,4,5
97675,6,2
97676,5,3
97677,5,3
97678,3,3
97679,1,6
97680,3,4
97681,74,106
97682,65,68
97683,168,146
97684,126,121
97685,162,141
97686,73,126
97687,154,106
97688,50,84
97689,180,101
97690,64,122
97691,139,142
97692,87,19
97693,226,145
97694,40,106
97695,61,68
97696,109,157
97697,43,21
97698,21,21
97699,26,21
97700,23,30
97701,28,14
97702,38,29
97703,30,29
97704,26,25
97705,6,10
97706,33,25
97707,31,33
97708,17,29
97709,10,24
97710,32,42
97711,62,35
97712,12,33
97713,4,3
97714,3,3
97715,3,4
97716,5,2
97717,3,4
97718,5,5
97720,6,7
97722,0,3
97723,6,4
97724,3,2
97725,5,5
97726,4,3
97727,8,5
97728,3,6
97729,211,293
97730,347,249
97731,258,289
97732,534,385
97733,454,292
97734,343,364
97735,143,129
97736,261,445
97737,332,366
97738,155,234
97739,467,377
97740,249,319
97741,453,337
97742,296,428
97743,647,445
97744,347,407
97745,1,1
97746,1,1
97747,2,2
97748,2,1
97749,2,1
97750,4,1
97751,2,1
97752,1,1
97753,0,1
97754,3,1
97755,2,1
97756,1,1
97758,2,1
97759,1,2
97760,2,1
97761,0,1
97762,21,7
97763,13,9
97764,13,13
97765,5,6
97766,16,14
97767,1,4
97768,16,8
97770,4,1
97771,15,10
97772,14,5
97773,15,6
97774,0,2
97775,11,6
97776,14,13
97777,3,4
97778,5,4
97779,4,5
97780,5,4
97782,1,3
97783,3,6
97784,5,4
97785,0,4
97786,5,4
97787,5,3
97788,1,4
97789,5,4
97790,3,3
97791,8,7
97792,5,4
97793,344,200
97794,0,295
97795,613,588
97796,199,378
97797,684,552
97798,80,380
97799,604,656
97801,203,434
97802,308,424
97803,441,408
97804,393,233
97805,356,471
97806,230,277
97807,545,646
97808,743,439
97809,5,4
97810,1,1
97811,3,1
97812,6,4
97813,2,3
97814,2,2
97815,5,2
97816,3,0
97817,5,3
97818,4,2
97819,3,2
97820,2,2
97821,3,3
97822,5,2
97823,5,5
97824,4,4
97825,947,1056
97826,1147,1012
97827,1202,1055
97828,210,446
97829,660,1246
97831,507,1051
97832,728,496
97833,295,785
97834,808,718
97835,591,977
97836,585,541
97837,1319,828
97838,921,1247
97839,931,1038
97840,983,1005
97841,1,1
97842,0,1
97843,3,1
97844,1,1
97845,2,3
97846,1,2
97847,3,2
97848,2,0
97849,1,1
97850,4,3
97851,4,3
97852,1,2
97854,2,3
97855,1,2
97856,3,3
97857,0,0
97858,0,1
97859,1,0
97860,1,0
97861,1,0
97862,1,0
97863,1,0
97864,1,0
97865,1,1
97866,1,1
97867,1,1
97868,1,1
97869,0,0
97870,1,1
97871,0,0
97872,0,1
97873,10,13
97874,9,9
97875,23,20
97876,5,13
97877,7,11
97878,19,15
97879,6,9
97880,2,12
97881,9,8
97882,10,20
97883,11,20
97885,16,14
97887,25,15
97888,5,16
97890,11,16
97891,10,32
97892,64,25
97893,13,6
97894,15,33
97895,20,33
97896,22,0
97897,33,31
97898,42,37
97899,18,22
97900,35,12
97901,14,28
97902,5,8
97903,22,39
97904,21,27
97905,536,1010
97906,387,1206
97907,6,1144
97908,609,807
97909,1073,886
97910,925,1084
97911,687,1550
97913,1056,859
97914,1017,1088
97915,754,1005
97916,1680,1695
97917,397,1051
97918,1148,925
97919,636,925
97921,23,34
97922,51,39
97923,64,50
97924,44,61
97925,40,50
97926,74,57
97927,26,45
97929,70,53
97930,41,56
97931,56,54
97932,48,66
97933,60,54
97934,53,65
97935,49,40
97936,50,48
97937,281,381
97938,362,270
97939,242,286
97940,321,263
97941,504,483
97942,328,296
97943,167,264
97944,523,364
97945,143,461
97947,407,359
97948,463,427
97949,342,470
97950,359,411
97951,391,400
97952,372,476
97953,0,1
97954,0,1
97955,3,4
97956,2,0
97957,5,4
97958,2,1
97959,0,1
97960,4,3
97961,2,1
97962,3,1
97963,3,1
97964,2,0
97965,1,1
97966,1,2
97967,0,1
97968,0,1
97969,14,14
97970,10,11
97971,9,10
97972,14,12
97973,8,12
97974,10,16
97975,11,10
97976,18,17
97977,15,16
97978,8,11
97979,15,14
97980,18,14
97981,7,12
97982,18,11
97983,6,9
97984,8,22
97985,2,4
97986,1,2
97987,3,3
97988,2,3
97989,2,3
97990,3,3
97991,2,3
97992,1,1
97993,3,3
97994,2,2
97995,0,2
97996,1,2
97997,1,2
97998,0,2
97999,2,1
98000,4,4
98002,668,667
98003,886,604
98004,790,1022
98005,959,952
98006,855,991
98007,431,957
98008,1391,1080
98009,716,622
98010,867,823
98011,1017,789
98012,1331,1053
98013,418,816
98014,1077,1031
98015,1421,1539
98016,1179,1196
98017,1,1
98018,0,1
98019,0,1
98020,0,1
98021,1,1
98022,1,1
98023,1,1
98024,1,1
98025,1,1
98026,0,0
98027,1,0
98028,1,1
98029,0,1
98030,1,0
98031,1,1
98032,1,0
98033,3,3
98034,3,2
98035,6,4
98036,4,2
98037,3,1
98038,1,2
98039,2,3
98040,5,1
98041,6,3
98042,3,3
98043,6,3
98044,2,4
98045,3,4
98046,6,3
98048,3,2
98049,11,8
98050,11,9
98051,11,11
98052,0,8
98053,2,14
98054,0,5
98055,13,7
98056,1,8
98057,11,7
98058,11,13
98059,8,7
98060,19,18
98061,12,10
98062,15,14
98063,7,7
98064,8,12
98066,3,15
98068,7,10
98069,13,15
98070,11,11
98071,16,24
98073,27,21
98074,14,16
98075,17,13
98076,22,19
98077,17,21
98078,17,25
98079,18,16
98080,26,18
98081,12,22
98082,27,27
98083,0,0
98084,29,33
98085,24,26
98086,28,32
98087,22,14
98088,27,31
98089,32,25
98090,12,22
98091,49,41
98092,22,33
98093,20,34
98094,57,30
98095,36,23
98096,27,16
98097,537,770
98098,547,578
98099,265,923
98100,590,1038
98101,974,785
98102,465,951
98103,859,845
98104,573,460
98105,561,670
98106,624,990
98107,335,748
98108,620,617
98109,106,542
98110,488,971
98111,680,836
98112,884,985
98113,2,3
98114,3,3
98115,9,7
98116,2,3
98118,4,4
98119,7,5
98120,2,3
98121,5,2
98122,7,6
98123,2,5
98124,5,4
98125,8,7
98126,1,5
98127,8,8
98128,5,4
98129,7,20
98130,40,35
98131,31,26
98132,19,26
98133,31,32
98134,24,24
98135,14,30
98136,15,10
98137,32,24
98138,16,37
98139,22,27
98140,24,33
98141,52,38
98142,51,26
98144,36,30
98145,27,28
98146,4,21
98147,0,15
98148,6,33
98149,40,42
98150,31,46
98151,27,24
98152,47,48
98153,47,29
98154,26,42
98155,27,49
98156,55,46
98157,50,44
98158,30,36
98159,13,26
98160,36,39
98161,17,12
98162,16,12
98164,12,8
98165,7,11
98166,6,11
98167,5,10
98168,7,11
98169,16,0
98170,12,3
98171,14,14
98172,12,9
98173,7,10
98174,16,8
98175,16,14
98176,3,14
98177,43,38
98178,50,54
98179,55,58
98180,14,29
98181,30,32
98182,51,31
98183,30,22
98184,23,31
98185,37,30
98187,54,48
98188,41,27
98189,16,15
98190,34,32
98191,11,43
98192,38,33
98193,1,1
98194,0,1
98195,2,2
98196,0,2
98197,0,1
98198,2,3
98199,0,1
98200,3,2
98201,2,2
98202,0,2
98203,1,0
98204,2,2
98205,3,0
98206,1,2
98207,0,1
98208,3,3
98209,123,785
98210,1868,880
98211,1176,485
98212,745,778
98213,394,826
98214,1286,1667
98215,1246,1285
98216,1272,1229
98217,1921,1499
98218,310,681
98219,1113,1277
98220,1385,1295
98221,738,707
98222,600,697
98223,1410,1023
98224,688,949
98225,708,439
98226,697,708
98227,999,682
98228,1118,825
98229,1158,1055
98230,417,1263
98231,0,1256
98232,680,1246
98233,964,939
98234,1517,1296
98236,415,1132
98237,975,669
98238,910,832
98239,606,621
98241,648,656
98242,572,965
98243,460,830
98244,383,736
98245,838,925
98246,1004,916
98247,554,617
98248,834,916
98249,911,724
98250,599,626
98251,632,520
98252,616,544
98253,757,1160
98254,503,536
98255,853,924
98256,630,762
98258,218,217
98259,48,45
98260,166,142
98261,35,76
98262,50,93
98263,106,143
98264,236,209
98265,109,184
98266,140,142
98267,166,190
98268,32,111
98269,67,61
98270,4,130
98271,152,140
98272,138,110
98273,803,656
98275,745,673
98276,1045,815
98277,950,669
98278,1374,766
98279,525,736
98280,1260,833
98281,512,630
98282,553,703
98283,962,768
98284,868,1014
98285,1433,1052
98286,889,868
98287,670,1101
98288,1196,1060
98289,58,94
98290,114,106
98291,49,103
98292,107,101
98293,67,67
98294,112,118
98295,86,101
98296,63,94
98297,61,90
98298,142,124
98299,62,122
98300,97,73
98302,119,92
98303,51,121
98305,4,4
98306,2,7
98307,3,4
98308,3,5
98309,6,5
98310,3,3
98311,6,4
98312,4,4
98313,2,4
98314,3,3
98315,3,3
98317,1,4
98319,3,4
98320,3,5
98321,9,2
98322,4,17
98324,7,14
98325,32,17
98326,16,11
98327,13,17
98328,10,12
98329,17,12
98330,17,20
98331,17,10
98332,26,21
98333,28,19
98334,29,13
98335,7,20
98336,0,9
98337,3,2
98338,4,5
98339,4,2
98340,3,3
98341,3,4
98342,4,4
98343,2,5
98344,2,4
98345,6,5
98346,4,4
98347,2,4
98348,4,5
98349,4,3
98350,4,4
98351,3,3
98352,4,5
98353,21,44
98354,34,15
98355,37,26
98356,43,25
98357,24,20
98358,17,26
98359,10,21
98360,44,19
98361,27,29
98362,34,44
98363,42,29
98364,38,43
98365,16,31
98366,39,35
98367,39,24
98368,35,29
98369,1,1
98370,1,1
98371,0,1
98372,1,1
98373,1,1
98374,1,2
98375,1,2
98377,2,2
98378,1,1
98379,1,1
98380,2,2
98381,1,1
98382,2,2
98383,2,1
98384,2,2
98386,4,4
98387,6,5
98388,7,6
98389,2,5
98390,3,5
98391,8,7
98392,4,4
98393,4,4
98394,5,5
98395,1,6
98396,7,7
98397,4,5
98398,5,4
98399,10,7
98400,4,5
98401,2,1
98402,8,4
98403,5,3
98404,0,5
98405,6,9
98406,6,6
98407,0,2
98408,4,2
98410,4,2
98411,2,4
98412,7,6
98413,3,7
98414,6,3
98415,1,6
98416,7,4
98417,4,23
98418,17,13
98419,21,17
98420,10,12
98421,18,17
98423,23,19
98424,16,16
98425,14,23
98426,22,31
98427,18,14
98428,14,24
98429,20,23
98430,22,13
98431,15,5
98432,24,19
98433,230,337
98434,185,515
98435,517,646
98436,705,533
98437,519,356
98438,476,448
98439,291,397
98440,522,357
98441,530,450
98442,329,497
98443,421,475
98444,270,413
98445,453,475
98446,177,445
98447,493,478
98448,540,660
98449,1,2
98450,2,2
98451,1,2
98452,1,1
98454,2,1
98455,1,1
98456,1,2
98457,1,1
98458,3,2
98459,1,1
98460,2,1
98461,2,1
98462,2,1
98463,3,2
98464,1,1
98465,5,3
98466,5,4
98467,3,2
98468,6,6
98469,4,4
98470,6,4
98471,4,3
98472,2,1
98473,8,6
98474,3,6
98475,5,4
98476,3,3
98477,2,4
98478,5,3
98479,3,3
98480,5,4
98481,292,356
98482,236,318
98483,254,309
98484,338,222
98485,358,379
98486,224,405
98487,430,463
98488,257,395
98489,283,416
98490,559,429
98491,398,397
98492,174,272
98493,271,435
