response_id,ai_projects_active,ai_training_hours,time_saved_per_week,task_automation_rate
82965,0,22.62,5.47,14.39
82966,0,4.5,0.92,0.0
82967,10,39.56,10.49,29.99
82968,6,0.0,7.79,15.09
82969,0,8.16,2.44,6.12
82970,5,32.78,4.0,9.98
82972,5,0.0,2.41,17.41
82973,0,22.46,4.48,9.72
82974,6,18.63,3.89,8.98
82975,7,4.57,0.78,6.91
82976,4,14.8,5.47,27.48
82977,12,24.83,4.63,15.84
82978,10,33.56,7.92,21.59
82979,8,19.28,3.72,20.07
82980,5,37.04,4.84,21.44
82981,4,10.4,4.65,23.08
82982,7,17.34,9.62,28.31
82983,10,31.91,6.98,26.24
82984,8,19.59,4.95,17.89
82985,7,46.71,7.52,18.83
82986,5,36.36,7.0,25.51
82989,8,52.58,4.77,22.59
82991,7,33.39,6.03,20.12
82992,5,29.35,5.22,20.53
82993,2,22.66,7.07,23.81
82994,4,11.45,3.78,24.28
82995,1,14.99,4.82,16.61
82996,5,15.42,4.97,16.3
82997,2,16.97,4.44,19.13
82998,10,25.53,12.45,32.0
82999,3,34.07,3.87,19.66
83000,6,28.68,7.15,20.31
83001,6,41.8,9.26,33.79
83002,3,30.33,2.33,14.62
83003,2,17.3,4.71,14.36
83004,0,2.04,3.88,25.57
83005,3,43.0,3.47,13.48
83006,2,39.88,9.01,22.92
83007,4,41.61,9.16,24.28
83008,8,25.65,1.86,15.67
83009,6,26.58,3.09,17.55
83010,8,40.56,5.51,29.84
83011,6,44.97,6.68,16.24
83012,11,41.71,8.18,31.31
83013,7,44.11,10.9,33.86
83014,8,17.76,7.04,20.87
83016,13,28.96,7.99,22.44
83017,11,55.58,7.34,31.78
83018,10,55.74,12.16,32.23
83019,8,5.19,6.17,10.2
83020,7,34.44,9.91,32.03
83021,8,32.91,4.06,13.02
83023,11,50.79,9.99,30.03
83024,8,24.06,8.35,30.81
83025,7,17.48,8.13,24.68
83026,9,31.29,6.74,22.57
83027,1,18.43,4.33,9.79
83028,4,16.81,3.25,0.0
83032,4,9.22,4.4,17.38
83033,8,7.55,3.94,16.91
83034,9,13.65,6.65,7.78
83035,6,33.1,4.25,8.93
83036,7,40.27,5.1,13.61
83037,2,8.17,3.82,15.02
83038,6,29.34,0.0,0.0
83040,4,22.11,8.81,9.32
83041,1,24.44,1.44,9.15
83042,9,27.19,5.8,14.4
83044,7,51.95,7.48,32.77
83045,10,34.32,6.07,22.38
83046,9,27.53,4.96,22.66
83047,4,21.79,5.42,8.4
83048,9,15.37,9.66,28.26
83049,4,10.71,5.31,18.01
83051,10,36.53,8.0,31.91
83052,12,19.1,4.87,21.88
83053,9,40.2,12.13,38.56
83055,9,25.91,4.96,16.99
83056,12,42.32,8.62,19.39
83057,7,43.14,5.31,20.1
83058,2,10.49,0.0,0.0
83059,0,11.94,2.38,2.24
83060,14,24.25,4.31,14.24
83061,15,26.5,6.98,20.24
83062,4,0.0,2.39,6.69
83063,0,3.28,7.22,22.63
83064,8,22.04,5.64,18.48
83065,8,29.63,8.04,24.6
83066,1,14.59,4.16,6.73
83067,7,10.42,0.93,3.68
83068,5,29.08,11.09,33.08
83069,14,34.86,7.05,28.26
83070,8,26.75,6.85,18.25
83071,3,13.91,3.95,11.4
83073,6,19.49,2.68,22.34
83074,0,13.92,6.18,14.54
83075,5,28.48,5.13,22.44
83076,1,28.05,3.07,11.8
83077,6,32.95,5.49,17.74
83078,6,17.22,5.08,14.14
83079,7,23.39,7.88,36.58
83080,9,22.91,10.42,26.18
83081,7,25.53,8.05,17.33
83082,7,22.84,4.01,12.79
83083,4,30.99,5.35,14.44
83084,4,27.92,12.28,34.48
83085,9,36.9,9.47,14.95
83086,11,25.17,6.75,25.67
83087,0,22.22,1.75,16.39
83088,3,34.17,3.33,15.55
83089,12,35.34,14.47,30.81
83090,11,26.92,5.64,16.76
83091,6,14.7,5.91,24.79
83092,4,14.97,2.65,2.28
83093,8,31.93,0.98,9.25
83094,5,20.69,5.81,19.5
83095,6,12.29,7.7,24.11
83096,7,32.98,4.01,20.95
83097,6,36.51,2.87,23.41
83098,7,11.85,5.44,9.12
83099,2,0.0,4.43,19.73
83100,6,19.18,4.54,13.9
83101,7,40.71,5.33,15.97
83102,11,16.93,7.91,23.34
83103,6,25.46,5.42,12.28
83104,7,30.06,3.38,24.48
83105,3,31.03,0.91,0.0
83106,0,17.46,1.81,14.95
83107,6,20.22,6.64,13.71
83108,6,37.44,7.65,24.77
83110,5,23.6,5.04,22.95
83111,4,6.78,5.67,13.95
83112,7,28.22,4.6,25.86
83113,2,22.43,4.89,7.35
83114,2,28.55,0.0,2.22
83115,6,25.78,6.65,12.99
83116,7,10.54,5.27,13.03
83117,4,26.2,1.73,6.12
83118,9,27.13,6.83,24.54
83119,4,18.29,6.96,18.83
83120,5,32.3,5.96,22.19
83121,2,23.82,2.25,21.29
83122,6,15.18,6.96,18.49
83125,6,32.07,11.23,31.75
83126,11,27.88,8.4,31.02
83127,5,25.93,7.92,21.74
83129,0,24.39,0.93,12.39
83130,0,28.38,7.11,30.57
83131,7,18.83,3.56,17.69
83132,2,20.86,7.96,24.11
83133,0,20.07,3.5,9.14
83134,7,35.57,10.94,31.02
83135,6,23.83,4.68,13.86
83136,7,33.79,8.78,18.26
83138,7,34.52,10.35,29.05
83139,7,36.52,8.51,23.91
83140,8,48.02,10.16,22.38
83141,9,49.47,13.52,33.93
83142,8,31.65,6.29,21.85
83143,8,35.03,9.49,22.86
83144,10,41.96,14.05,34.67
83145,9,35.95,6.49,29.34
83146,5,37.74,6.42,19.23
83147,6,59.41,10.24,23.27
83148,3,34.88,7.55,22.76
83149,13,28.12,11.64,34.59
83150,6,19.52,9.55,23.64
83151,11,33.45,6.83,32.07
83152,8,43.37,7.8,25.48
83153,2,33.97,5.88,20.94
83154,5,10.73,7.01,21.91
83155,6,26.86,6.19,14.8
83156,8,24.87,5.92,26.97
83157,0,18.12,4.21,19.73
83158,5,27.1,4.41,15.34
83159,0,29.11,3.74,13.28
83160,9,32.47,6.73,24.57
83161,4,31.08,5.65,23.18
83162,2,30.31,2.56,9.59
83163,8,14.25,5.26,29.49
83164,4,54.96,10.0,33.56
83165,5,18.03,4.4,23.04
83166,10,11.81,6.08,20.55
83167,3,47.17,2.91,19.2
83168,7,29.49,7.88,32.11
83169,16,54.53,10.81,34.45
83170,5,39.33,9.14,16.54
83171,11,57.31,7.15,29.05
83172,6,39.52,4.19,19.87
83173,6,21.88,6.99,20.49
83174,10,45.28,6.22,23.2
83175,8,44.19,3.1,13.61
83176,9,29.92,6.64,18.7
83177,6,20.25,5.03,9.31
83178,12,18.53,0.97,1.59
83180,7,35.87,4.94,17.41
83181,8,24.71,6.96,24.0
83182,3,40.88,6.78,28.93
83183,10,50.55,8.82,31.11
83184,4,19.42,1.13,10.38
83186,9,38.56,12.69,32.25
83188,11,24.72,10.7,28.75
83189,7,16.32,7.85,17.72
83190,6,17.18,6.48,22.69
83191,6,26.76,7.35,26.09
83192,4,29.87,6.69,16.69
83193,8,27.78,7.33,35.64
83194,11,35.55,8.76,26.78
83195,12,51.79,8.88,25.46
83196,5,39.6,10.96,34.71
83197,9,40.67,8.71,36.59
83198,6,29.2,12.14,32.16
83199,9,33.37,6.87,16.34
83200,8,32.03,10.37,29.4
83201,3,29.78,7.87,30.38
83202,7,18.74,4.14,9.7
83203,9,27.85,5.91,18.7
83204,0,20.38,8.36,25.45
83205,7,45.75,6.43,26.08
83206,7,5.26,4.19,16.45
83207,8,12.96,4.45,11.85
83208,14,12.64,7.01,22.73
83209,13,22.12,8.77,24.29
83210,10,39.9,10.59,27.92
83211,4,28.16,6.96,23.74
83213,7,35.6,9.35,17.64
83214,9,47.51,4.11,20.04
83215,10,55.71,10.89,31.84
83216,5,17.71,3.37,14.86
83217,10,38.18,6.12,18.89
83218,8,11.97,7.47,22.75
83219,3,35.67,7.64,15.59
83220,10,30.15,10.2,29.67
83221,7,19.31,5.81,30.13
83222,7,50.29,5.04,19.4
83223,9,55.19,9.32,34.16
83224,6,27.34,3.11,5.7
83225,9,39.29,8.31,21.52
83226,15,70.21,6.21,21.25
83227,12,49.37,11.03,33.84
83228,13,28.54,6.41,25.06
83229,9,22.73,3.84,16.76
83230,13,45.61,8.69,34.57
83231,16,64.91,12.22,40.76
83232,6,36.06,9.55,24.54
83233,8,25.67,8.47,16.74
83234,0,22.72,4.26,14.12
83235,2,29.92,1.87,11.39
83236,4,21.14,4.45,9.56
83237,4,33.41,11.85,26.09
83238,8,25.73,4.56,12.61
83239,12,18.26,7.68,23.42
83240,4,33.52,5.79,19.67
83241,0,10.74,0.74,14.83
83242,9,36.22,10.26,36.35
83243,5,21.92,7.19,28.19
83244,11,31.84,7.38,14.82
83245,7,34.51,5.68,11.52
83246,14,27.74,5.46,14.59
83247,8,41.75,13.32,35.86
83248,10,0.0,3.47,13.84
83249,11,26.53,8.52,23.02
83250,4,24.05,7.5,30.01
83251,6,23.8,7.36,32.69
83253,2,22.2,4.76,13.34
83254,3,34.95,11.23,30.14
83255,4,15.03,5.86,19.02
83256,1,14.16,5.43,12.39
83257,4,29.32,5.14,23.99
83258,7,11.06,3.73,15.06
83259,3,21.62,1.42,1.97
83260,6,24.02,5.46,11.84
83261,4,12.14,3.19,16.54
83262,10,38.06,7.74,34.69
83263,8,26.74,8.91,29.56
83264,10,24.29,8.17,30.56
83265,5,8.52,4.06,19.66
83266,4,26.97,5.4,17.08
83267,6,21.57,7.94,33.56
83268,6,6.5,8.66,14.61
83269,7,22.48,5.45,21.55
83270,7,26.91,4.8,22.4
83271,9,37.03,7.18,27.97
83272,8,31.16,6.9,25.26
83273,4,31.86,1.65,11.03
83274,3,17.51,8.59,22.71
83275,8,22.91,5.57,20.16
83276,9,22.91,3.72,26.45
83278,9,26.34,5.57,15.08
83279,5,26.49,7.25,10.41
83280,12,47.43,14.07,40.02
83281,3,22.55,6.61,17.7
83282,7,23.57,9.69,31.04
83283,3,33.51,4.02,11.01
83284,9,22.41,5.44,10.79
83285,10,38.4,4.8,20.95
83286,4,21.22,5.8,14.03
83288,9,37.6,6.21,13.58
83289,5,48.39,8.36,21.61
83290,7,16.5,3.78,12.9
83291,13,30.37,5.95,15.06
83293,6,38.5,3.54,11.16
83294,9,43.04,6.63,27.14
83295,6,36.87,5.61,16.16
83296,10,38.09,9.29,24.29
83297,6,34.89,5.05,15.3
83298,6,31.69,7.3,16.85
83299,14,35.58,8.93,28.3
83300,7,44.29,9.19,31.73
83302,9,17.98,6.18,21.45
83303,8,32.42,5.64,29.17
83304,11,13.3,10.99,34.0
83305,13,39.28,9.91,33.45
83306,6,10.94,4.61,16.02
83307,5,38.44,3.33,11.05
83308,0,21.26,6.82,21.74
83312,11,46.83,10.3,30.25
83313,6,34.04,8.02,32.16
83314,8,32.3,4.72,23.81
83315,8,29.98,10.63,25.99
83316,5,50.34,12.02,35.73
83317,3,19.63,0.63,11.43
83318,2,29.54,1.43,15.18
83319,4,35.4,9.0,25.33
83320,8,39.13,11.06,41.87
83321,5,1.39,5.82,11.28
83322,11,48.3,2.7,15.72
83323,7,38.33,9.8,27.26
83324,6,55.2,7.06,24.9
83325,5,27.86,6.93,28.44
83326,6,36.97,9.17,23.97
83327,2,32.74,8.48,20.38
83328,8,42.03,6.83,24.98
83329,9,34.37,8.12,29.08
83330,2,37.37,5.07,28.65
83331,12,35.64,8.9,32.24
83332,8,34.1,9.2,29.72
83333,4,23.85,6.01,13.82
83334,8,25.92,6.22,21.46
83335,10,23.48,4.96,13.84
83336,12,50.11,6.94,18.3
83337,3,14.15,5.49,21.34
83339,2,31.47,4.67,31.04
83340,5,38.78,6.28,24.43
83341,8,22.66,8.15,26.92
83342,12,35.29,7.67,23.44
83343,9,35.44,7.57,35.06
83344,6,24.52,4.92,18.25
83345,9,27.26,7.76,31.44
83346,1,16.34,2.85,9.32
83347,8,35.46,4.31,17.87
83348,1,10.85,4.38,13.87
83349,5,15.44,4.03,23.45
83350,1,26.15,7.35,14.77
83351,5,8.39,6.13,14.52
83352,3,6.27,1.97,0.0
83353,5,26.48,5.81,18.11
83354,7,30.14,9.83,29.49
83355,2,19.57,1.86,11.53
83356,7,25.04,4.49,14.77
83357,4,0.0,1.69,8.49
83358,0,15.63,0.59,0.0
83359,8,11.2,5.85,21.33
83360,1,27.95,6.8,20.41
83361,7,29.33,2.45,3.68
83362,0,17.28,3.91,7.89
83364,5,16.22,3.62,6.13
83365,4,36.78,5.79,18.77
83366,3,6.99,1.65,7.79
83367,6,25.43,7.51,21.39
83368,6,18.41,4.95,12.7
83369,6,40.21,6.7,21.54
83371,4,22.9,4.06,2.72
83372,12,45.45,10.83,41.28
83373,9,35.02,8.42,30.11
83374,3,21.7,5.14,14.74
83375,3,19.63,8.82,29.42
83377,6,6.06,6.41,9.84
83378,6,37.25,9.32,31.48
83379,3,25.44,3.48,10.85
83380,7,28.69,8.46,27.8
83381,6,11.64,5.19,5.12
83382,3,30.72,3.66,7.65
83383,5,19.22,4.92,12.8
83384,11,26.76,8.96,19.98
83386,8,9.67,4.11,3.81
83387,6,35.33,9.06,28.15
83388,8,34.11,10.17,23.27
83389,10,34.96,3.57,26.76
83390,11,43.43,7.54,34.82
83391,9,29.08,8.26,15.43
83393,7,51.07,7.78,19.82
83394,11,46.0,7.32,23.6
83395,8,23.86,4.25,17.73
83396,7,37.14,3.43,27.27
83397,3,18.56,5.0,21.09
83398,5,36.69,2.63,8.16
83399,3,19.06,9.66,31.71
83400,10,39.88,7.01,18.38
83401,11,39.8,5.6,20.98
83402,4,24.46,5.24,16.12
83403,9,35.17,4.6,17.6
83404,6,17.22,7.01,17.05
83405,8,33.47,6.57,19.21
83406,7,39.63,9.02,34.56
83407,8,20.84,5.49,10.69
83408,6,13.97,6.3,25.15
83409,16,40.26,7.64,39.38
83410,7,30.4,8.8,31.27
83411,10,31.54,8.09,13.88
83412,7,34.74,12.73,36.52
83413,9,32.9,8.14,23.38
83414,12,34.81,16.36,37.89
83415,10,41.43,9.93,28.96
83416,13,28.95,6.5,23.35
83417,11,41.46,8.05,23.57
83418,12,18.82,9.36,36.18
83419,9,50.02,7.15,34.81
83420,15,40.96,11.9,35.48
83421,10,39.44,9.46,32.59
83422,9,20.24,6.37,24.35
83423,8,53.0,8.99,29.05
83424,7,29.52,8.26,34.71
83425,8,24.86,5.51,25.44
83426,9,31.82,4.85,13.03
83427,7,28.36,2.87,5.1
83428,5,17.18,3.66,5.41
83429,5,41.17,7.79,27.32
83430,6,31.68,8.76,18.16
83431,7,49.3,13.12,33.73
83432,13,49.8,9.5,29.59
83433,9,39.88,4.89,13.57
83434,8,45.61,4.56,25.27
83436,13,24.24,6.82,22.98
83437,9,35.29,6.33,7.32
83438,11,36.8,8.09,32.8
83439,13,51.83,9.05,33.44
83440,5,19.5,8.22,32.15
83441,10,21.12,11.86,31.48
83442,5,35.67,8.67,27.9
83443,7,24.35,6.52,12.5
83444,10,52.11,3.35,18.58
83445,7,33.39,5.87,18.07
83446,9,46.46,8.86,33.2
83447,14,21.73,9.04,23.8
83448,4,31.75,8.87,33.85
83449,5,18.8,2.28,6.51
83450,10,37.32,8.69,26.05
83451,11,49.37,6.4,17.76
83452,7,44.7,4.97,13.97
83453,8,29.03,6.93,21.08
83454,8,41.81,10.4,30.73
83455,10,34.44,10.89,37.51
83456,9,16.63,6.24,19.14
83457,13,54.24,5.27,21.31
83459,10,43.74,9.28,19.75
83460,5,33.08,5.49,14.07
83461,6,43.67,6.54,20.95
83462,9,34.0,6.71,22.98
83463,8,32.19,4.54,10.93
83464,11,38.72,4.72,13.6
83465,3,33.77,4.97,22.4
83466,15,67.23,10.16,29.62
83467,8,48.28,8.24,30.55
83468,9,38.22,3.02,12.09
83469,4,36.39,7.65,11.91
83470,10,33.14,9.19,28.17
83471,16,37.66,7.73,35.23
83472,7,37.68,5.69,24.95
83473,7,19.93,4.61,8.49
83474,5,7.44,4.61,18.04
83475,2,15.99,4.01,12.81
83476,6,21.39,4.7,18.61
83477,8,27.02,6.16,15.06
83478,4,25.15,0.07,1.29
83479,5,13.42,1.1,12.25
83480,0,3.92,7.92,24.74
83481,7,6.38,5.91,9.47
83482,0,0.0,2.55,10.17
83483,6,26.8,5.18,23.49
83484,8,25.91,5.97,23.2
83485,6,19.73,4.97,15.05
83486,10,43.95,10.17,33.93
83487,0,16.94,2.9,0.4
83488,6,11.1,3.35,16.47
83489,5,28.5,6.68,23.98
83490,1,23.42,5.53,10.34
83491,1,0.0,7.08,23.52
83492,2,10.68,5.96,17.59
83493,4,10.17,6.21,15.8
83494,3,12.32,7.65,31.32
83495,4,7.99,4.0,1.83
83496,8,13.91,8.8,23.6
83497,5,28.85,6.75,26.38
83498,4,30.44,2.82,16.55
83499,5,4.12,4.08,18.0
83500,4,22.15,5.71,24.72
83501,4,27.19,11.38,26.39
83502,4,35.92,6.91,22.89
83503,8,3.76,9.98,24.06
83504,8,32.49,7.12,26.44
83505,4,24.05,3.13,16.84
83506,9,19.74,5.23,20.05
83507,6,11.57,6.55,14.8
83508,3,18.58,7.04,21.57
83509,6,0.48,4.67,18.55
83511,2,12.84,6.05,26.96
83512,1,24.46,1.46,13.49
83513,4,20.09,7.32,22.86
83514,6,28.91,6.35,6.31
83515,10,20.69,2.11,3.79
83516,7,34.1,7.44,26.49
83517,6,12.88,7.79,11.69
83518,4,23.25,2.56,12.7
83519,8,18.09,7.3,20.67
83520,3,25.16,6.83,20.49
83521,8,24.71,3.26,20.26
83523,7,38.92,8.78,24.98
83524,5,16.26,5.64,15.06
83526,8,30.74,6.46,22.34
83527,7,29.27,10.96,37.11
83528,11,36.17,11.57,31.98
83529,11,31.0,8.81,28.0
83530,9,47.98,11.86,33.61
83531,6,37.08,6.67,22.17
83532,7,40.13,14.75,41.14
83533,5,28.61,9.92,26.49
83534,7,28.03,8.35,31.53
83535,14,50.14,7.77,21.37
83536,7,30.93,5.07,15.44
83537,6,31.0,8.82,13.15
83538,4,50.87,7.18,26.79
83539,6,23.81,8.34,26.99
83540,7,37.57,6.15,27.55
83541,7,42.84,8.96,24.4
83542,5,48.25,8.92,24.28
83543,5,63.08,8.34,33.37
83544,9,44.91,9.51,30.9
83545,7,48.66,4.49,20.04
83546,10,34.46,8.69,33.76
83547,8,35.21,8.91,27.97
83548,12,37.2,7.69,20.37
83549,7,41.36,9.77,35.52
83550,7,53.31,9.89,25.67
83551,10,42.49,8.26,24.05
83553,2,32.82,8.34,33.34
83554,5,21.34,3.45,16.59
83555,0,19.52,6.46,14.6
83557,4,22.49,3.64,11.13
83558,0,19.53,1.84,6.87
83559,2,10.24,6.94,22.23
83562,14,28.72,7.04,25.81
83563,7,24.27,7.98,21.56
83564,8,43.01,6.34,11.32
83565,4,20.24,4.75,11.64
83566,3,2.77,7.2,27.1
83567,6,19.33,5.28,18.35
83568,7,35.72,5.39,15.01
83569,4,25.3,5.42,21.49
83570,4,52.63,5.23,15.46
83571,2,51.01,8.32,27.38
83572,9,40.04,9.59,34.41
83573,11,19.62,3.81,15.03
83574,6,37.98,6.77,18.19
83575,7,46.83,9.56,32.49
83576,8,53.64,7.91,36.38
83577,10,37.86,4.01,25.79
83578,12,48.51,7.7,30.99
83579,3,49.56,8.74,19.94
83580,9,41.64,12.86,31.95
83581,11,30.88,6.45,30.94
83582,9,29.74,9.77,23.29
83583,8,50.42,8.53,32.2
83585,1,18.75,7.14,18.54
83586,0,3.66,3.02,0.0
83587,9,24.64,4.3,18.55
83588,10,25.44,4.68,18.61
83590,3,29.92,4.78,21.89
83591,13,36.16,5.09,11.92
83593,0,31.56,1.59,8.88
83594,7,22.13,7.24,13.92
83595,5,26.74,5.07,19.13
83596,5,23.04,7.7,23.53
83598,9,33.65,3.04,17.63
83599,5,37.77,4.77,14.65
83600,7,30.13,4.26,18.3
83602,4,26.44,1.75,0.2
83603,12,45.85,6.26,25.38
83604,5,31.58,8.7,15.14
83605,0,15.91,3.44,6.85
83606,3,30.88,5.99,13.9
83607,11,34.74,1.76,11.7
83608,9,34.97,4.76,19.42
83609,6,35.3,3.88,17.65
83611,7,28.9,7.6,23.46
83612,3,53.41,4.86,23.87
83613,7,29.98,7.37,27.83
83615,5,25.88,8.31,29.46
83616,0,12.2,5.57,19.4
83617,8,25.26,6.1,15.99
83618,6,11.38,7.69,16.69
83619,6,12.65,4.53,22.19
83620,6,13.14,6.35,8.28
83621,5,7.15,1.83,10.23
83622,5,29.24,3.71,9.36
83623,0,4.49,3.38,23.04
83624,3,21.38,3.14,5.57
83625,5,23.8,6.44,11.44
83626,0,24.25,5.85,23.91
83627,2,22.03,3.36,8.49
83628,11,17.19,4.95,16.27
83629,4,0.0,3.96,16.29
83631,3,38.88,8.49,20.21
83632,6,42.18,5.75,37.31
83633,9,26.59,5.28,6.26
83634,9,0.0,0.0,1.25
83635,7,28.81,3.69,10.5
83636,2,30.31,4.66,15.35
83637,4,13.15,2.78,2.97
83638,3,29.07,4.25,21.95
83639,7,14.08,2.99,3.0
83641,4,22.14,8.68,17.39
83642,3,21.75,8.82,23.43
83643,8,32.4,6.76,23.87
83644,11,46.08,10.96,27.81
83645,7,19.12,4.13,10.42
83646,6,31.02,1.58,1.61
83647,13,29.22,5.68,18.82
83648,9,15.09,2.04,6.1
83649,4,40.27,4.7,21.14
83650,7,48.11,9.24,21.59
83651,5,53.88,10.88,30.27
83652,4,26.12,5.7,25.15
83653,6,28.68,10.14,34.29
83654,9,19.09,5.57,24.52
83655,8,37.54,9.56,32.59
83656,9,29.04,5.42,11.49
83657,8,40.89,4.63,15.48
83658,5,53.66,8.18,27.71
83659,9,38.93,5.98,13.11
83660,8,31.73,4.6,19.54
83661,5,19.09,6.3,19.37
83663,2,45.07,9.82,33.06
83664,2,44.38,7.8,16.77
83665,6,15.73,6.03,11.47
83666,8,24.92,9.88,22.31
83667,5,18.72,5.99,25.66
83668,3,12.2,8.07,24.52
83669,2,20.27,5.56,11.6
83670,3,14.39,6.21,25.58
83671,3,9.46,4.16,13.47
83672,4,32.81,5.64,27.98
83673,9,2.48,0.07,4.41
83674,3,34.23,4.81,28.58
83675,4,17.15,8.03,25.01
83676,0,1.24,6.36,22.76
83677,11,42.45,5.01,16.52
83678,7,34.08,6.84,23.03
83679,5,13.77,7.9,23.53
83680,6,14.87,4.39,17.0
83681,7,29.82,8.66,22.22
83682,6,30.56,7.28,34.05
83683,0,2.15,5.04,16.0
83684,7,38.51,13.01,29.6
83685,0,12.79,4.02,15.34
83686,6,27.86,5.35,8.5
83687,4,53.84,10.44,34.73
83688,1,28.16,3.07,8.66
83689,5,16.47,6.81,19.41
83690,3,28.56,6.92,29.85
83691,8,10.27,7.18,25.97
83693,5,2.42,3.02,0.0
83694,6,34.26,7.11,25.77
83695,7,19.28,9.91,33.95
83696,1,34.25,8.82,28.74
83697,8,21.16,12.08,43.16
83698,8,40.0,5.99,23.48
83699,7,38.17,8.1,26.29
83700,8,46.19,10.66,31.28
83701,13,54.61,12.81,35.41
83702,14,45.63,7.86,30.87
83703,15,27.37,6.56,26.21
83704,4,22.59,5.71,24.12
83705,3,20.32,8.81,22.29
83706,14,9.32,5.62,23.94
83707,13,45.58,5.06,7.86
83709,7,32.84,6.69,26.29
83710,5,44.03,7.05,23.02
83711,8,31.74,9.77,26.98
83712,10,45.16,6.7,12.21
83713,10,17.91,6.21,21.6
83714,7,15.12,4.38,13.18
83715,1,18.97,6.91,16.33
83716,3,23.5,6.07,14.26
83717,2,21.87,3.53,5.45
83718,8,28.49,7.22,32.07
83719,8,28.23,4.74,10.41
83720,2,20.8,6.01,10.32
83721,3,0.0,5.33,14.21
83722,11,38.31,7.93,20.63
83723,1,20.82,9.88,20.88
83724,3,13.05,3.83,14.42
83725,7,22.0,7.29,24.07
83726,4,17.43,6.58,23.02
83727,5,27.04,5.52,23.32
83728,2,38.05,7.72,24.99
83729,13,36.63,7.83,28.0
83730,11,20.2,6.34,12.18
83731,4,17.8,3.73,9.63
83732,4,29.53,8.18,28.9
83734,12,30.81,7.85,30.89
83735,10,32.27,6.51,21.56
83736,8,35.1,11.04,34.82
83737,6,18.49,2.48,2.71
83738,4,40.04,8.21,27.3
83739,9,58.26,4.4,25.38
83740,9,16.02,3.39,15.36
83741,5,22.89,4.74,11.54
83742,2,32.55,8.53,23.74
83743,3,30.38,3.99,16.18
83744,10,32.42,7.01,29.36
83745,2,16.5,0.0,1.97
83746,3,0.0,0.34,2.25
83747,2,27.6,3.73,9.13
83748,0,21.63,3.73,5.0
83749,8,21.83,5.75,20.22
83750,0,0.0,3.51,10.9
83751,0,27.17,8.09,16.99
83752,3,20.84,5.44,17.76
83753,0,3.6,8.06,24.48
83754,8,13.2,3.69,3.83
83755,3,17.74,4.19,19.64
83756,8,15.78,3.61,6.97
83757,5,18.15,2.84,0.0
83758,9,23.95,7.04,7.15
83759,3,4.05,3.35,8.61
83760,3,11.43,9.04,25.4
83761,7,17.61,5.68,14.45
83762,12,25.0,8.01,19.07
83763,6,35.2,8.76,26.23
83764,11,41.37,8.78,21.71
83765,6,32.13,8.01,18.72
83766,7,29.11,6.0,15.42
83767,6,34.45,9.46,26.6
83768,12,25.25,7.02,20.84
83769,10,36.37,12.47,36.48
83770,11,65.19,10.89,23.3
83771,13,30.04,12.81,32.64
83772,6,52.18,3.31,19.08
83773,12,47.62,8.98,29.19
83774,8,28.25,8.2,19.73
83775,11,40.49,5.99,19.52
83776,9,42.37,6.39,21.32
83777,6,38.2,5.29,14.89
83778,3,7.46,2.99,6.52
83779,5,29.47,4.92,20.39
83780,6,36.63,10.07,30.5
83781,7,8.05,6.69,33.24
83782,2,44.62,7.05,25.48
83783,4,19.91,5.22,12.55
83784,5,19.85,4.85,15.35
83785,3,18.66,2.13,10.6
83786,3,25.83,3.94,13.22
83787,1,11.28,3.62,13.73
83788,3,30.64,6.46,20.06
83790,5,24.04,7.39,28.88
83791,6,7.21,5.12,19.41
83793,11,42.58,10.47,18.85
83795,8,33.91,6.41,20.25
83796,5,26.77,5.95,4.41
83797,8,43.31,2.73,14.7
83799,8,31.84,2.26,10.87
83800,2,38.62,7.7,18.24
83801,9,45.76,3.54,15.05
83802,10,33.16,6.92,22.87
83803,8,47.4,7.35,31.6
83804,5,38.13,4.71,14.52
83805,8,28.46,6.94,10.23
83806,4,14.64,7.9,15.39
83807,2,33.61,5.17,21.95
83809,9,30.17,5.1,25.53
83810,2,28.66,6.77,17.79
83811,10,33.13,6.38,20.73
83812,3,10.01,2.1,9.43
83813,9,32.94,5.85,18.98
83814,0,41.06,5.57,24.43
83815,9,22.4,6.93,32.3
83816,2,20.05,3.48,20.66
83817,9,40.29,7.86,23.98
83818,10,33.54,9.99,28.72
83819,7,34.87,7.94,18.67
83820,0,20.25,6.86,30.95
83822,6,25.14,9.29,31.53
83823,6,26.95,10.46,30.17
83824,2,19.37,8.04,27.65
83825,4,0.0,1.61,2.1
83826,9,17.25,1.27,9.7
83827,0,1.65,0.0,0.0
83828,3,6.05,5.55,15.58
83829,0,7.52,1.64,10.45
83831,2,19.61,4.26,6.44
83832,2,19.94,5.52,2.64
83833,3,0.0,0.0,4.66
83834,0,15.41,0.0,0.0
83835,5,11.19,0.21,4.36
83836,1,0.0,3.19,1.71
83837,5,0.0,2.73,5.75
83838,0,0.0,1.29,0.0
83839,6,20.85,2.36,10.45
83840,6,22.5,2.17,14.1
83841,4,19.28,3.75,12.57
83842,1,25.54,6.29,20.52
83843,2,0.0,3.21,8.87
83844,4,36.63,5.07,25.23
83845,4,0.35,2.64,9.64
83846,9,29.83,6.56,25.37
83847,5,18.07,3.05,11.37
83848,5,34.94,9.56,30.14
83850,6,54.24,9.24,30.41
83851,8,32.18,6.29,29.22
83852,9,37.7,10.21,28.85
