response_id,ai_budget_percentage,ai_investment_per_employee
94430,7.08,80456.48
94431,8.75,99456.18
94432,13.39,152257.98
94433,2.72,25049.92
94434,10.24,94223.81
94435,11.54,106235.62
94436,6.97,64181.3
94437,11.6,106756.59
94438,10.69,98397.79
94439,7.67,70620.3
94441,13.65,125626.79
94442,8.44,77711.02
94443,9.71,89372.64
94444,3.47,31971.21
94445,8.16,75114.79
94446,0.0,0.0
94447,3.26,29985.78
94448,10.83,99662.68
94449,11.13,25050.18
94450,7.2,16198.47
94451,11.33,25492.96
94452,6.29,14147.67
94453,6.19,13930.62
94454,8.58,19309.42
94455,2.42,5439.85
94459,5.1,11464.07
94460,17.13,38543.72
94461,9.97,22431.35
94462,9.39,21126.03
94463,8.21,18461.74
94464,11.74,26413.6
94465,12.47,68753.97
94466,5.95,32799.95
94467,14.96,82468.14
94468,10.89,60011.5
94469,10.92,60177.54
94470,12.74,70236.55
94471,13.57,74790.41
94472,14.96,82474.25
94473,10.51,57927.57
94474,9.72,53580.7
94475,10.66,58784.71
94478,11.12,61329.21
94479,13.46,74226.31
94480,9.33,51435.8
94481,12.04,53026.69
94482,10.57,46564.95
94483,8.02,35330.09
94484,8.62,37979.64
94485,15.79,69559.63
94486,10.25,45164.64
94487,10.01,44090.29
94488,16.56,72982.73
94490,13.46,59311.5
94491,7.42,32684.45
94492,9.03,39796.73
94493,5.5,24254.31
94494,7.19,31672.0
94495,10.45,46046.04
94496,7.87,34688.68
94497,5.42,54533.67
94498,13.17,132442.17
94499,7.68,77218.76
94500,6.55,65870.29
94501,11.62,116850.91
94502,6.03,60609.13
94503,7.26,72974.46
94504,4.75,47786.01
94505,12.91,129747.67
94506,8.55,85959.42
94507,6.56,65929.83
94508,3.89,39078.25
94509,8.72,87657.5
94510,10.73,107840.03
94511,11.72,117791.45
94512,12.54,126027.04
94513,17.81,798571.2
94514,11.12,498459.31
94515,7.34,329119.7
94517,14.47,649001.79
94518,8.32,373037.22
94519,8.62,386705.14
94520,13.34,598162.57
94521,11.18,501533.42
94522,14.64,656315.27
94523,11.88,532930.21
94524,11.85,531259.42
94525,14.27,639836.97
94526,14.73,660369.64
94527,17.86,800692.31
94529,8.31,42303.28
94530,13.4,68224.37
94531,6.89,35082.62
94532,13.82,70383.39
94533,11.08,56420.64
94535,8.19,41721.24
94536,12.87,65543.46
94537,13.55,69002.77
94538,9.14,46529.78
94539,11.63,59231.26
94540,4.93,25085.97
94541,14.03,71429.36
94542,8.97,45698.19
94543,12.92,65763.11
94545,9.73,117572.38
94546,9.72,117404.12
94547,5.81,70150.25
94549,6.88,83079.06
94550,8.85,106892.87
94551,14.56,175840.47
94552,12.77,154211.13
94553,5.97,72052.09
94554,8.48,102478.48
94555,9.16,110595.51
94556,10.93,132019.24
94557,8.14,98271.58
94558,11.7,141363.83
94559,13.5,163081.18
94560,8.57,103509.6
94561,5.08,82452.4
94562,7.79,126260.83
94563,6.05,98117.15
94564,3.08,49958.64
94565,8.69,140877.16
94566,12.49,202531.23
94567,1.03,16708.97
94568,5.29,85724.0
94569,5.82,94392.1
94570,9.48,153803.26
94571,10.69,173269.84
94572,6.23,100963.21
94573,9.07,147090.73
94574,8.19,132852.52
94575,4.93,79922.94
94576,10.15,164525.26
94577,2.88,7380.42
94578,10.0,25641.49
94579,3.96,10150.0
94580,7.66,19635.77
94581,6.68,17120.65
94582,11.69,29977.7
94583,3.55,9101.6
94584,3.69,9460.84
94585,8.3,21272.13
94586,5.03,12907.38
94587,9.45,24241.15
94588,9.5,24362.42
94589,10.04,25740.29
94590,6.66,17085.24
94591,7.02,18007.82
94592,13.86,35548.27
94593,15.4,89253.12
94594,11.03,63903.24
94595,13.94,80792.93
94596,15.88,92045.76
94597,19.25,111566.51
94598,16.62,96303.66
94600,17.04,98759.17
94601,15.27,88503.9
94602,12.19,70620.31
94603,15.33,88840.4
94604,9.94,57588.42
94605,15.37,89067.08
94606,16.04,92975.62
94607,16.02,92816.82
94608,16.46,95407.56
94609,12.02,111183.64
94610,6.82,63102.24
94611,1.81,16748.96
94612,1.75,16211.02
94613,7.12,65817.65
94614,10.8,99940.13
94615,3.91,36212.45
94616,11.44,105787.18
94617,5.59,51723.5
94618,11.75,108709.05
94619,5.64,52132.66
94620,12.64,116956.26
94621,4.38,40519.04
94622,10.67,98658.97
94623,12.96,119891.75
94624,12.91,119424.09
94625,5.0,7674.5
94626,8.25,12670.07
94627,9.43,14485.92
94628,8.26,12681.99
94629,9.02,13852.44
94630,8.75,13443.95
94631,8.43,12945.85
94632,4.6,7073.94
94633,8.52,13089.01
94634,13.8,21192.19
94636,7.91,12151.4
94637,0.64,976.75
94638,6.19,9505.5
94639,6.76,10378.94
94640,10.44,16030.8
94641,16.89,110484.42
94642,12.86,84170.27
94643,14.98,98034.48
94644,8.95,58526.42
94645,13.52,88474.8
94646,15.28,100000.02
94647,15.07,98628.57
94648,14.7,96183.98
94649,8.96,58639.44
94650,12.07,78968.49
94651,14.6,95519.85
94652,15.33,100297.59
94653,14.44,94457.74
94654,13.85,90646.78
94655,15.65,102377.07
94656,15.58,101914.0
94657,13.75,47101.04
94658,6.94,23776.23
94659,14.07,48203.99
94660,5.76,19727.17
94661,6.8,23295.52
94662,10.22,35031.79
94663,8.82,30224.5
94664,6.26,21447.72
94665,9.34,32009.18
94666,11.71,40131.04
94667,13.97,47873.38
94668,11.86,40629.13
94669,9.63,33010.67
94670,14.5,49685.98
94671,16.66,57075.84
94672,9.53,32645.12
94673,8.96,70922.12
94674,7.93,62754.3
94675,8.78,69535.71
94676,8.03,63592.48
94677,12.68,100385.07
94678,12.38,97973.49
94679,11.26,89104.56
94680,10.03,79423.95
94681,6.86,54274.69
94682,9.86,78090.24
94683,14.2,112406.02
94684,15.4,121919.16
94685,7.07,56000.47
94686,11.17,88428.13
94687,8.79,69591.02
94688,9.66,76450.42
94689,4.0,20462.82
94690,8.5,43506.55
94691,7.28,37226.62
94692,0.47,2406.38
94693,7.86,40213.03
94694,8.23,42081.88
94695,4.82,24635.1
94696,9.29,47501.7
94697,9.34,47793.24
94698,7.91,40457.41
94699,7.44,38051.56
94701,5.64,28853.97
94702,8.3,42442.6
94704,10.08,51578.63
94706,17.37,227670.23
94707,7.25,95097.29
94708,11.8,154657.05
94709,18.7,245073.51
94710,13.84,181477.47
94711,12.96,169877.15
94712,9.85,129092.09
94713,11.82,154882.72
94714,13.23,173460.01
94715,10.62,139265.92
94717,10.2,133703.23
94718,5.87,76920.12
94719,12.8,167735.06
94720,11.85,155364.11
94721,6.73,21850.47
94722,11.44,37157.69
94723,10.12,32873.79
94724,8.16,26499.73
94725,6.56,21320.45
94726,7.54,24489.81
94727,9.44,30684.14
94728,13.97,45403.76
94729,11.1,36074.6
94730,12.77,41477.97
94731,14.58,47378.76
94732,5.11,16609.08
94733,15.09,49027.01
94734,12.34,40102.53
94735,14.06,45689.88
94736,11.66,37884.64
94737,5.96,42037.46
94738,8.85,62435.44
94739,5.68,40123.97
94740,9.13,64414.0
94741,4.77,33646.65
94742,11.14,78645.7
94743,3.84,27108.6
94744,5.29,37360.25
94745,8.7,61433.12
94746,11.29,79699.84
94747,6.95,49046.67
94748,7.07,49917.09
94749,9.95,70222.05
94750,14.53,102525.33
94751,8.82,62234.72
94752,8.6,60719.84
94753,8.47,30388.62
94754,14.47,51958.9
94756,7.26,26046.81
94757,13.38,48022.77
94758,10.75,38600.15
94760,7.37,26467.11
94761,11.25,40375.43
94762,13.55,48637.32
94763,10.44,37482.71
94764,12.22,43868.2
94765,12.26,44020.5
94766,12.77,45838.46
94767,15.95,57236.99
94769,11.26,20446.62
94770,17.43,31650.4
94771,11.06,20076.12
94772,13.32,24184.25
94773,15.92,28897.28
94774,12.94,23484.17
94776,13.91,25258.52
94778,10.52,19107.43
94779,9.02,16378.36
94780,16.69,30299.14
94781,11.98,21752.67
94782,15.38,27918.36
94783,10.89,19767.15
94784,14.26,25892.49
94785,10.65,58932.32
94786,14.59,80721.29
94788,18.02,99680.44
94790,13.55,74934.87
94791,15.79,87339.09
94792,16.98,93921.62
94793,9.98,55193.89
94794,12.81,70878.64
94795,17.81,98508.6
94796,16.42,90842.25
94797,18.34,101448.74
94798,22.97,127046.97
94799,13.45,74381.22
94800,19.31,106787.18
94801,13.1,95802.46
94802,16.44,120253.49
94803,12.55,91775.39
94804,15.95,116671.44
94805,17.36,126950.24
94806,13.4,98032.74
94807,15.36,112372.47
94808,16.81,122991.33
94809,19.1,139722.78
94810,14.69,107430.67
94811,13.55,99111.9
94812,17.14,125384.71
94813,14.83,108469.09
94814,12.1,88525.88
94815,12.97,94876.91
94816,16.37,119741.29
94817,11.68,49769.15
94818,12.93,55129.49
94819,8.71,37121.6
94820,7.37,31402.88
94821,12.78,54475.86
94822,11.17,47594.15
94823,13.89,59215.66
94824,12.18,51920.17
94825,13.61,58019.22
94826,18.26,77853.97
94828,15.94,67928.7
94829,17.92,76387.9
94830,13.49,57485.01
94831,13.66,58236.54
94832,14.68,62554.38
94833,9.38,102621.32
94834,10.96,119912.58
94835,7.37,80622.84
94836,10.55,115405.48
94837,8.42,92122.24
94839,7.63,83516.82
94840,5.99,65536.41
94842,10.08,110327.29
94843,10.39,113645.71
94844,11.27,123304.94
94845,6.99,76448.5
94846,0.14,1564.82
94847,7.42,81174.56
94848,14.43,157909.2
94850,15.81,34838.54
94851,8.11,17877.86
94852,11.16,24581.79
94853,11.03,24310.42
94854,10.11,22270.01
94855,13.57,29911.36
94856,11.35,25008.84
94857,9.9,21819.11
94858,6.91,15221.96
94859,13.24,29170.22
94860,8.76,19296.42
94861,15.51,34168.11
94862,12.34,27189.84
94863,7.66,16880.36
94864,12.2,26885.49
94865,10.61,101408.69
94866,12.55,120001.74
94867,15.2,145344.95
94868,11.72,112024.77
94869,14.18,135546.49
94870,9.56,91435.93
94871,11.88,113544.0
94872,12.46,119172.58
94873,9.37,89613.26
94874,13.48,128889.7
94875,13.39,128050.9
94876,14.73,140838.49
94878,10.42,99591.1
94879,8.54,81675.45
94880,8.03,76761.56
94881,12.29,21997.02
94883,5.62,10054.28
94884,12.29,21983.15
94885,11.13,19920.61
94886,10.83,19377.59
94887,9.19,16450.81
94888,12.76,22825.1
94889,13.52,24188.26
94890,6.78,12131.71
94891,9.78,17495.07
94892,15.98,28587.23
94893,9.48,16967.38
94894,7.71,13796.4
94895,11.94,21354.45
94896,15.93,28494.91
94897,3.27,10078.71
94898,12.62,38850.09
94899,9.51,29265.14
94900,12.71,39101.11
94901,6.83,21025.88
94902,7.8,24000.8
94903,10.34,31834.73
94904,8.61,26487.22
94905,8.46,26047.52
94906,8.94,27518.14
94907,13.97,42992.94
94908,7.99,24581.1
94909,6.86,21126.47
94910,0.84,2590.73
94912,14.15,43540.89
94913,1.33,18670.92
94916,7.43,104550.3
94917,0.0,0.0
94918,0.45,6336.85
94919,3.16,44466.54
94920,3.9,54840.48
94921,0.0,0.0
94922,2.31,32431.03
94923,5.74,80788.62
94924,3.07,43128.18
94926,1.11,15671.45
94927,2.06,28925.8
94928,4.11,57858.04
94929,6.29,2549.98
94930,5.41,2191.87
94931,11.39,4618.54
94932,7.46,3023.32
94933,7.98,3234.83
94934,14.32,5806.01
94935,9.98,4047.97
94936,9.74,3950.19
94937,10.67,4327.62
94939,6.98,2831.07
94940,7.19,2913.55
94941,12.23,4960.46
94942,10.55,4278.89
94943,14.81,6003.85
94944,9.25,3750.97
94945,11.27,43883.26
94946,3.24,12613.97
94947,7.17,27906.16
94948,8.26,32144.91
94950,10.06,39167.68
94951,11.16,43424.52
94952,9.16,35644.57
94953,13.7,53332.42
94954,8.45,32905.33
94955,10.79,41999.93
94956,11.13,43310.46
94957,10.99,42789.06
94958,9.65,37566.55
94959,9.99,38905.81
94960,9.32,36281.29
94961,7.0,13060.2
94962,11.69,21793.67
94963,11.27,21008.32
94964,10.66,19883.75
94965,12.07,22501.34
94966,12.06,22487.54
94967,18.93,35302.76
94968,15.42,28748.36
94970,8.25,15384.52
94971,12.57,23428.5
94972,13.6,25355.75
94973,10.42,19432.21
94974,18.46,34412.22
94975,15.92,29688.37
94976,13.86,25846.69
94977,11.92,42161.17
94979,11.46,40547.69
94980,18.85,66671.49
94981,13.04,46119.72
94982,16.78,59358.58
94983,10.6,37505.37
94984,15.21,53799.17
94985,15.86,56098.89
94986,14.56,51507.66
94987,12.79,45264.46
94988,14.59,51625.35
94989,19.64,69499.6
94990,15.8,55904.33
94991,14.75,52176.42
94992,19.56,69209.26
94993,12.16,19449.27
94994,15.16,24248.11
94995,14.17,22676.76
94996,10.5,16795.37
94997,12.72,20355.5
94998,8.99,14379.23
94999,15.69,25096.4
95000,7.68,12295.25
95001,8.92,14274.37
95002,11.48,18366.6
95003,11.06,17689.46
95004,13.68,21893.9
95005,9.89,15816.26
95006,14.19,22702.02
95007,9.73,15575.11
95008,8.77,14025.51
95009,3.45,18629.54
95010,0.0,0.0
95011,5.9,31871.73
95012,8.02,43299.29
95013,6.43,34719.29
95014,7.92,42759.78
95015,7.41,40011.17
95016,11.36,61343.86
95017,10.78,58240.57
95018,11.3,61013.58
95020,14.12,76275.15
95021,12.16,65688.85
95022,4.95,26741.13
95023,10.29,55582.11
95024,10.69,57736.19
95025,2.18,16499.26
95026,6.57,49683.44
95027,9.61,72701.06
95030,7.73,58459.2
95031,7.01,53013.83
95032,6.54,49496.59
95033,8.51,64325.69
95034,2.26,17062.41
95035,5.62,42489.98
95036,3.69,27900.65
95037,14.12,106793.36
95038,6.78,51278.34
95039,7.89,59696.31
95040,2.23,16896.77
95042,8.77,9287.04
95044,6.29,6663.12
95046,6.86,7263.65
95047,7.92,8393.39
95048,13.65,14464.4
95049,4.74,5018.7
95050,15.73,16661.99
95051,13.57,14379.61
95052,10.21,10822.03
95053,16.52,17502.46
95054,9.59,10156.81
95055,12.23,12961.18
95056,17.84,18895.13
95057,5.73,30907.67
95059,7.44,40146.65
95060,9.69,52293.78
95061,3.88,20944.44
95062,5.05,27272.21
95063,11.77,63530.47
95064,6.54,35314.76
95065,8.62,46524.16
95066,6.6,35628.01
95067,6.33,34153.37
95068,6.66,35948.48
95069,5.0,27000.07
95070,8.35,45044.86
95071,9.79,52817.26
95073,2.6,1645.55
95074,10.76,6811.63
95076,7.89,4994.65
95077,11.02,6972.58
95078,10.21,6464.56
95079,10.55,6676.51
95080,9.48,6000.06
95081,14.27,9028.65
95084,7.12,4507.66
95085,10.06,6364.53
95086,5.28,3343.11
95087,10.71,6781.29
95088,9.47,5995.18
95089,15.11,144423.9
95090,8.6,82216.39
95091,10.37,99040.7
95092,13.37,127736.96
95093,6.54,62465.18
95094,11.77,112504.11
95095,6.26,59853.79
95096,15.26,145818.96
95097,6.99,66810.08
95098,8.42,80490.1
95099,8.12,77601.9
95100,5.79,55359.14
95101,5.29,50576.69
95102,11.42,109094.3
95104,15.26,145802.0
95105,8.23,39364.43
95106,10.03,47990.93
95107,8.53,40779.61
95108,8.82,42193.54
95109,9.55,45664.54
95110,4.16,19920.6
95111,12.08,57791.83
95112,8.52,40741.56
95113,9.85,47128.85
95114,10.05,48068.5
95115,11.28,53950.39
95116,5.62,26878.75
95117,11.26,53861.65
95118,10.04,48006.66
95119,10.67,51045.74
95121,2.06,11425.72
95122,0.22,1219.03
95123,8.16,45320.26
95124,9.45,52509.53
95125,4.67,25921.58
95126,14.77,82035.55
95127,8.95,49735.4
95128,4.36,24194.1
95129,5.21,28934.75
95130,5.41,30050.69
95131,10.18,56533.84
95132,3.69,20486.43
95133,0.0,0.0
95134,10.75,59737.78
95135,8.24,45784.49
95136,7.75,43053.62
95137,11.3,42961.91
95138,9.07,34464.68
95139,13.26,50421.53
95140,11.64,44248.52
95141,13.66,51933.34
95142,14.75,56066.82
95143,18.08,68726.84
95144,13.09,49771.55
95145,4.27,16219.81
95146,5.09,19346.18
95147,12.86,48877.3
95148,7.74,29419.28
95149,11.47,43608.87
95150,12.5,47529.0
95151,14.66,55729.4
95152,11.84,45009.1
95153,11.19,57790.79
95154,9.38,48447.21
95155,9.18,47452.53
95156,5.88,30360.96
95157,5.32,27482.16
95158,9.57,49461.63
95159,5.69,29377.32
95160,15.02,77588.03
95161,3.91,20200.73
95162,10.83,55940.37
95163,9.85,50897.79
95164,7.73,39953.31
95165,10.27,53049.94
95166,9.25,47776.9
95167,11.2,57874.98
95168,5.32,27502.86
95169,3.55,164040.4
95170,4.22,194789.85
95171,3.66,168727.26
95172,4.21,194137.73
95173,9.21,425044.41
95174,3.35,154852.25
95175,5.01,231470.76
95176,5.97,275480.26
95177,6.04,278805.56
95178,7.26,334993.77
95179,6.85,316045.98
95180,6.59,304085.09
95181,10.01,462066.04
95182,3.07,141782.19
95183,10.23,472279.54
95184,6.22,287279.46
95185,12.65,193585.09
95186,8.41,128769.93
95187,15.3,234187.35
95188,11.81,180737.84
95189,10.14,155233.0
95190,13.6,208225.4
95191,13.9,212727.4
95192,18.58,284418.41
95193,11.44,175174.12
95194,18.35,280924.26
95195,13.86,212113.13
95196,9.19,140663.52
95197,11.91,182263.06
95198,13.91,212942.54
95199,13.51,206722.39
95200,15.55,237975.82
95201,14.42,108040.08
95202,13.14,98447.73
95203,11.2,83899.11
95204,19.05,142725.28
95205,15.08,112985.12
95206,7.68,57554.85
95207,11.62,87046.6
95208,18.29,137016.98
95209,17.41,130401.82
95210,14.22,106502.33
95211,14.46,108325.34
95212,13.12,98314.92
95213,11.63,87136.48
95214,21.05,157666.83
95215,10.98,82242.02
95216,19.11,143185.17
95217,9.33,54792.2
95218,9.78,57401.68
95219,5.27,30941.25
95220,11.4,66922.48
95221,8.23,48312.47
95222,10.3,60486.01
95223,9.42,55269.61
95224,11.84,69477.57
95225,8.67,50868.58
95226,10.86,63780.46
95227,14.42,84664.27
95228,15.34,90058.81
95229,5.71,33503.68
95230,9.28,54488.77
95231,7.38,43332.54
95232,4.52,26522.91
95233,10.79,83401.15
95234,10.26,79312.52
95235,8.4,64949.06
95236,8.42,65059.68
95237,8.8,68021.63
95238,11.77,90993.0
95239,8.45,65324.52
95240,10.15,78451.86
95241,14.45,111707.45
95242,15.49,119754.9
95243,7.82,60455.72
95244,16.93,130871.14
95245,12.33,95335.83
95246,11.3,87347.49
95247,15.01,116049.12
95248,16.64,128629.76
95249,6.2,17539.74
95250,9.96,28180.55
95251,5.77,16314.42
95253,1.63,4619.08
95254,0.99,2805.56
95255,9.53,26956.33
95256,12.65,35788.14
95257,9.54,26993.8
95259,7.03,19880.9
95261,10.22,28903.72
95262,8.46,23934.32
95263,4.3,12171.7
95264,12.89,36461.06
95265,8.3,14712.36
95266,8.31,14735.85
95267,6.41,11360.6
95268,8.17,14478.96
95269,13.38,23720.12
95270,8.33,14760.84
95271,4.48,7938.66
95272,6.06,10741.95
95273,10.84,19220.47
95274,5.07,8982.15
95275,11.86,21019.53
95276,9.73,17253.95
95277,3.41,6045.98
95278,6.48,11493.31
95279,9.4,16672.54
95280,12.72,22551.11
95281,9.02,4083.83
95282,18.93,8571.52
95283,15.91,7203.91
95284,19.06,8628.68
95285,13.93,6304.3
95288,11.4,5162.69
95289,16.23,7345.41
95290,11.05,5003.95
95291,11.42,5171.96
95292,11.82,5350.93
95293,9.83,4450.72
95294,17.57,7953.82
95295,14.67,6641.75
95296,14.3,6472.43
95297,9.51,241872.65
95298,14.25,362507.02
95299,6.95,176911.19
95300,3.65,92938.29
95301,7.36,187171.67
95302,8.08,205673.85
95303,8.54,217227.87
95304,13.54,344453.9
95305,8.88,225895.31
95306,6.88,175130.8
95307,8.69,221232.8
95308,5.72,145536.54
95309,8.9,226392.34
95310,2.94,74721.52
95312,6.86,174690.16
95313,6.47,19397.68
95314,10.71,32142.33
95315,5.29,15865.36
95316,8.6,25808.51
95317,11.08,33250.35
95318,10.61,31825.63
95319,9.9,29693.29
95320,7.5,22492.98
95321,7.5,22486.32
95322,8.94,26807.7
95323,11.57,34725.23
95324,11.59,34778.89
95325,11.46,34381.68
95326,7.76,23282.16
95327,4.9,14707.71
95328,12.85,38547.6
95329,3.14,2103.06
95330,7.3,4898.08
95331,5.91,3963.3
95332,7.43,4986.27
95333,6.09,4085.79
95334,0.16,104.22
95335,6.27,4207.38
95337,0.0,0.0
95338,4.69,3146.87
95339,8.05,5399.49
95340,8.51,5706.54
95341,5.9,3954.66
95342,2.95,1975.82
95343,8.02,5380.7
95344,5.81,3894.92
95345,10.34,44815.92
95347,12.99,56290.75
95348,14.02,60792.42
95349,13.39,58028.2
95350,8.0,34694.14
95351,16.57,71822.67
95352,13.95,60454.31
95353,9.23,40005.7
95354,15.39,66720.97
95355,18.08,78377.01
95356,12.91,55979.24
95357,16.46,71344.58
95358,14.47,62717.4
95359,14.49,62813.08
95360,11.49,49823.78
95361,11.33,64503.5
95362,12.04,68521.7
95363,6.77,38507.56
95364,6.9,39259.47
95365,9.08,51694.15
95366,8.13,46257.97
95367,7.74,44076.79
95368,9.3,52953.07
95369,9.99,56867.96
95370,9.2,52366.07
95371,4.04,22978.35
95372,7.17,40831.42
95373,3.75,21340.55
95374,11.37,64700.87
95375,9.0,51208.25
95376,11.61,66078.47
95377,11.63,114496.27
95379,11.72,115377.54
95380,11.49,113037.76
95381,11.86,116675.96
95382,20.33,200116.07
95383,10.93,107535.42
95384,18.31,180218.13
95385,8.51,83721.16
95386,18.52,182219.55
95388,14.3,140772.63
95389,10.58,104115.76
95390,11.11,109296.55
95391,12.12,119304.58
95392,17.38,171069.85
95393,7.89,37269.43
95394,12.46,58860.48
95395,7.44,35158.03
95396,13.53,63913.18
95397,16.61,78498.36
95398,14.36,67828.64
95399,13.37,63163.79
95400,13.9,65682.01
95401,17.18,81171.16
95402,13.14,62087.15
95404,10.83,51177.87
95405,9.82,46381.5
95406,18.26,86272.03
95407,14.44,68210.35
95408,14.8,69912.21
95410,5.11,26660.01
95411,9.9,51609.75
95412,10.02,52249.12
95413,8.61,44881.69
95414,11.97,62420.22
95415,13.43,70033.05
95416,1.68,8738.23
95417,7.8,40689.95
95418,8.61,44906.42
95419,4.93,25702.01
95421,5.01,26148.16
95422,11.08,57769.17
95423,7.95,41465.33
95424,4.34,22628.77
95425,13.62,22825.94
95426,9.12,15292.85
95427,10.65,17852.1
95428,13.2,22135.25
95430,8.33,13965.46
95432,10.34,17335.17
95434,13.01,21807.52
95435,10.29,17258.43
95436,6.6,11064.6
95437,14.01,23491.85
95438,11.92,19980.26
95439,9.12,15285.78
95440,12.75,21368.56
95441,9.13,60466.81
95442,9.78,64751.42
95443,9.44,62525.0
95444,2.14,14186.09
95445,8.22,54428.34
95446,7.41,49060.75
95447,8.37,55446.84
95448,8.19,54212.66
95449,7.51,49709.62
95450,9.79,64862.58
95451,4.75,31475.67
95452,6.13,40573.47
95453,7.9,52295.18
95454,6.03,39910.16
95455,6.53,43251.71
95456,9.34,61885.59
95457,13.92,71025.64
95459,11.73,59859.35
95460,11.99,61156.73
95461,13.24,67543.36
95462,15.72,80222.77
95464,11.49,58617.03
95465,15.04,76732.93
95466,11.27,57509.09
95467,9.15,46694.65
95468,14.64,74682.39
95469,10.32,52674.73
95470,14.97,76394.88
95471,11.63,59354.21
95472,11.65,59451.11
95473,8.27,89624.99
95474,14.65,158721.2
95475,10.45,113266.35
95476,10.48,113572.77
95477,7.83,84800.77
95478,10.27,111313.9
95479,16.28,176432.55
95480,6.39,69298.29
95481,15.24,165123.33
95482,7.14,77349.77
95483,14.83,160676.32
95484,12.96,140477.94
95485,15.42,167070.73
95486,6.22,67439.51
95487,15.55,168538.08
95488,14.92,161655.46
95489,4.29,16372.24
95490,2.32,8853.82
95491,3.55,13537.96
95492,9.64,36760.29
95493,5.23,19928.56
95494,7.05,26868.69
95496,3.72,14170.05
95497,0.6,2287.89
95498,9.6,36623.35
95499,4.93,18808.94
95500,4.56,17401.03
95501,8.46,32250.17
95502,6.44,24579.73
95503,1.57,6003.13
95504,5.35,20418.65
95505,10.47,37865.97
95506,9.82,35516.32
95507,5.81,20990.42
95508,3.42,12348.51
95509,4.47,16160.29
95510,6.25,22598.52
95511,3.99,14409.05
95512,8.95,32369.07
95513,9.48,34287.57
95514,3.49,12599.02
95515,3.87,14007.39
95516,10.39,37577.22
95517,11.2,40495.16
95518,10.03,36250.53
95519,7.77,28083.8
95520,9.32,33688.67
95521,10.41,41869.4
95522,4.94,19867.53
95523,9.05,36393.79
95524,8.18,32878.83
95525,7.78,31276.74
95526,2.97,11941.64
95527,9.53,38332.6
95528,5.63,22654.64
95529,10.22,41088.96
95530,5.53,22256.47
95531,9.84,39589.89
95532,10.16,40846.91
95533,9.66,38828.68
95534,12.86,51730.16
95535,16.76,67410.91
95536,13.49,54266.63
95537,13.55,47697.38
95538,2.89,10188.48
95539,8.1,28517.09
95540,8.9,31333.69
95541,6.81,23967.08
95542,5.55,19540.65
95543,10.01,35241.18
95544,8.94,31471.64
95545,11.14,39210.7
95546,12.06,42471.04
95547,7.78,27399.38
95548,7.96,28024.19
95549,9.25,32560.43
95550,12.28,43220.04
95551,9.21,32425.79
95552,10.99,38705.25
95553,15.91,82340.84
95554,15.52,80328.08
95555,10.95,56678.29
95556,15.26,78987.06
95558,13.93,72134.75
95560,11.77,60914.64
95561,12.68,65640.47
95562,16.0,82831.99
95563,11.42,59093.51
95564,9.67,50079.41
95565,15.41,79766.11
95566,10.73,55559.22
95567,13.81,71514.79
95568,21.7,112323.79
95569,8.22,25988.83
95570,9.97,31523.46
95571,13.22,41798.35
95572,9.99,31571.06
95573,8.57,27084.9
95574,7.9,24975.03
95575,9.21,29132.59
95576,9.75,30833.13
95577,8.58,27131.69
95578,13.7,43325.01
95579,9.62,30429.49
95580,12.57,39745.31
95581,5.47,17289.8
95582,11.43,36138.62
95583,15.65,49468.3
95584,10.44,33017.81
95585,20.01,108078.96
95586,12.3,66443.16
95587,16.85,91004.4
95588,16.99,91756.74
95589,12.61,68087.36
95590,13.23,71454.39
95591,14.32,77344.65
95592,13.76,74335.06
95593,12.43,67134.28
95594,12.89,69642.9
95595,15.38,83045.48
95596,17.69,95565.1
95597,12.92,69773.29
95598,15.3,82621.21
95600,20.07,108399.32
95601,14.24,360824.65
95602,12.73,322440.66
95603,9.89,250571.05
95604,11.56,292903.91
95605,6.71,169985.9
95606,10.22,259033.9
95607,6.7,169754.12
95608,9.88,250329.09
95609,12.19,308884.34
95610,2.66,67402.93
95611,14.65,371241.81
95612,4.6,116529.38
95613,13.64,345711.46
95614,14.61,370177.6
95615,10.4,263426.24
95616,12.52,317276.51
95617,11.52,12436.52
95618,12.69,13703.29
95619,14.36,15505.09
95620,15.03,16231.66
95621,11.13,12017.92
95622,19.19,20718.68
95623,16.1,17379.52
95624,17.14,18505.34
95625,16.63,17953.4
95626,15.65,16892.25
95627,12.59,13591.01
95628,17.32,18694.27
95629,15.91,17178.45
95630,18.77,20268.42
95631,14.85,16029.4
95632,20.12,21726.35
95634,1.74,9950.92
95635,8.35,47640.31
95636,8.65,49377.26
95637,7.77,44343.73
95638,14.01,79955.5
95639,11.41,65107.98
95640,9.24,52758.02
95641,7.04,40206.91
95642,10.08,57530.59
95643,8.19,46726.37
95644,8.69,49614.26
95645,13.48,76936.14
95646,10.27,58607.91
95647,11.2,63926.08
95648,12.47,71152.76
95650,11.23,92164.01
95651,7.69,63175.68
95652,6.21,50979.08
95653,8.09,66430.39
95654,12.41,101900.14
95655,5.27,43296.17
95656,12.75,104677.52
95657,11.24,92322.47
95658,12.25,100557.63
95659,9.67,79372.24
95660,8.23,67554.27
95661,4.29,35191.02
95662,10.3,84575.5
95663,7.29,59882.74
95664,17.19,141103.83
95665,15.38,13666.72
95667,6.06,5388.8
95669,11.88,10557.49
95670,13.07,11617.43
95671,15.86,14091.02
95672,7.68,6827.97
