company_id,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,country,region
COMP-04471,Healthcare,SME,510,476.24,2002,24,16-30 years,Nigeria,Africa
COMP-04472,Retail,Startup,99,8.78,2022,1,0-5 years,Italy,Europe
COMP-04472,Retail,Startup,99,8.78,2022,2,0-5 years,Italy,Europe
COMP-04472,Retail,Startup,99,8.78,2022,3,0-5 years,Italy,Europe
COMP-04472,Retail,Startup,99,8.78,2022,4,0-5 years,Italy,Europe
COMP-04473,Manufacturing,SME,487,63.31,1993,30,16-30 years,France,Europe
COMP-04473,Manufacturing,SME,487,63.31,1993,31,30+ years,France,Europe
COMP-04473,Manufacturing,SME,487,63.31,1993,32,30+ years,France,Europe
COMP-04473,Manufacturing,SME,487,63.31,1993,33,30+ years,France,Europe
COMP-04474,Manufacturing,Startup,34,35.59,2007,16,16-30 years,Australia,Oceania
COMP-04474,Manufacturing,Startup,34,35.59,2007,17,16-30 years,Australia,Oceania
COMP-04474,Manufacturing,Startup,34,35.59,2007,18,16-30 years,Australia,Oceania
COMP-04474,Manufacturing,Startup,34,35.59,2007,19,16-30 years,Australia,Oceania
COMP-04475,Healthcare,Startup,67,13.01,2022,1,0-5 years,Poland,Europe
COMP-04475,Healthcare,Startup,67,13.01,2022,2,0-5 years,Poland,Europe
COMP-04475,Healthcare,Startup,67,13.01,2022,3,0-5 years,Poland,Europe
COMP-04475,Healthcare,Startup,67,13.01,2022,4,0-5 years,Poland,Europe
COMP-04476,Healthcare,SME,262,70.4,1992,31,30+ years,Philippines,Asia
COMP-04476,Healthcare,SME,262,70.4,1992,32,30+ years,Philippines,Asia
COMP-04476,Healthcare,SME,262,70.4,1992,33,30+ years,Philippines,Asia
COMP-04476,Healthcare,SME,262,70.4,1992,34,30+ years,Philippines,Asia
COMP-04477,Education,SME,340,272.7,1999,24,16-30 years,Singapore,Asia
COMP-04477,Education,SME,340,272.7,1999,25,16-30 years,Singapore,Asia
COMP-04477,Education,SME,340,272.7,1999,26,16-30 years,Singapore,Asia
COMP-04477,Education,SME,340,272.7,1999,27,16-30 years,Singapore,Asia
COMP-04478,Education,Startup,31,12.6,2016,7,6-15 years,Nigeria,Africa
COMP-04478,Education,Startup,31,12.6,2016,8,6-15 years,Nigeria,Africa
COMP-04478,Education,Startup,31,12.6,2016,9,6-15 years,Nigeria,Africa
COMP-04478,Education,Startup,31,12.6,2016,10,6-15 years,Nigeria,Africa
COMP-04479,Education,Startup,51,30.84,2007,16,16-30 years,Poland,Europe
COMP-04479,Education,Startup,51,30.84,2007,17,16-30 years,Poland,Europe
COMP-04479,Education,Startup,51,30.84,2007,18,16-30 years,Poland,Europe
COMP-04479,Education,Startup,51,30.84,2007,19,16-30 years,Poland,Europe
COMP-04480,Logistics,Startup,83,46.44,1995,28,16-30 years,Spain,Europe
COMP-04480,Logistics,Startup,83,46.44,1995,29,16-30 years,Spain,Europe
COMP-04480,Logistics,Startup,83,46.44,1995,30,16-30 years,Spain,Europe
COMP-04480,Logistics,Startup,83,46.44,1995,31,30+ years,Spain,Europe
COMP-04481,Technology,Startup,48,13.93,2014,9,6-15 years,Poland,Europe
COMP-04481,Technology,Startup,48,13.93,2014,10,6-15 years,Poland,Europe
COMP-04481,Technology,Startup,48,13.93,2014,11,6-15 years,Poland,Europe
COMP-04481,Technology,Startup,48,13.93,2014,12,6-15 years,Poland,Europe
COMP-04482,Finance,Startup,93,22.8,2005,18,16-30 years,China,Asia
COMP-04482,Finance,Startup,93,22.8,2005,19,16-30 years,China,Asia
COMP-04482,Finance,Startup,93,22.8,2005,20,16-30 years,China,Asia
COMP-04482,Finance,Startup,93,22.8,2005,21,16-30 years,China,Asia
COMP-04483,Agriculture,SME,576,273.59,2021,2,0-5 years,Vietnam,Asia
COMP-04483,Agriculture,SME,576,273.59,2021,3,0-5 years,Vietnam,Asia
COMP-04483,Agriculture,SME,576,273.59,2021,4,0-5 years,Vietnam,Asia
COMP-04483,Agriculture,SME,576,273.59,2021,5,0-5 years,Vietnam,Asia
COMP-04484,Retail,SME,755,256.0,1991,32,30+ years,Netherlands,Europe
COMP-04484,Retail,SME,755,256.0,1991,33,30+ years,Netherlands,Europe
COMP-04484,Retail,SME,755,256.0,1991,34,30+ years,Netherlands,Europe
COMP-04484,Retail,SME,755,256.0,1991,35,30+ years,Netherlands,Europe
COMP-04485,Consulting,SME,237,269.83,2007,16,16-30 years,Philippines,Asia
COMP-04485,Consulting,SME,237,269.83,2007,17,16-30 years,Philippines,Asia
COMP-04485,Consulting,SME,237,269.83,2007,18,16-30 years,Philippines,Asia
COMP-04485,Consulting,SME,237,269.83,2007,19,16-30 years,Philippines,Asia
COMP-04486,Logistics,Startup,87,6.14,1991,32,30+ years,China,Asia
COMP-04486,Logistics,Startup,87,6.14,1991,33,30+ years,China,Asia
COMP-04486,Logistics,Startup,87,6.14,1991,34,30+ years,China,Asia
COMP-04486,Logistics,Startup,87,6.14,1991,35,30+ years,China,Asia
COMP-04487,Healthcare,Enterprise,13128,1245.68,2016,7,6-15 years,Brazil,South America
COMP-04487,Healthcare,Enterprise,13128,1245.68,2016,8,6-15 years,Brazil,South America
COMP-04487,Healthcare,Enterprise,13128,1245.68,2016,9,6-15 years,Brazil,South America
COMP-04487,Healthcare,Enterprise,13128,1245.68,2016,10,6-15 years,Brazil,South America
COMP-04488,Finance,SME,739,115.8,2022,1,0-5 years,Netherlands,Europe
COMP-04488,Finance,SME,739,115.8,2022,2,0-5 years,Netherlands,Europe
COMP-04488,Finance,SME,739,115.8,2022,3,0-5 years,Netherlands,Europe
COMP-04488,Finance,SME,739,115.8,2022,4,0-5 years,Netherlands,Europe
COMP-04489,Retail,Startup,42,29.07,2014,9,6-15 years,Argentina,South America
COMP-04489,Retail,Startup,42,29.07,2014,10,6-15 years,Argentina,South America
COMP-04489,Retail,Startup,42,29.07,2014,11,6-15 years,Argentina,South America
COMP-04489,Retail,Startup,42,29.07,2014,12,6-15 years,Argentina,South America
COMP-04490,Consulting,Startup,32,42.99,2007,16,16-30 years,Poland,Europe
COMP-04490,Consulting,Startup,32,42.99,2007,17,16-30 years,Poland,Europe
COMP-04490,Consulting,Startup,32,42.99,2007,18,16-30 years,Poland,Europe
COMP-04490,Consulting,Startup,32,42.99,2007,19,16-30 years,Poland,Europe
COMP-04491,Finance,Startup,88,43.23,2009,14,6-15 years,Malaysia,Asia
COMP-04491,Finance,Startup,88,43.23,2009,15,6-15 years,Malaysia,Asia
COMP-04491,Finance,Startup,88,43.23,2009,16,16-30 years,Malaysia,Asia
COMP-04491,Finance,Startup,88,43.23,2009,17,16-30 years,Malaysia,Asia
COMP-04492,Agriculture,SME,781,370.05,2020,3,0-5 years,Brazil,South America
COMP-04492,Agriculture,SME,781,370.05,2020,4,0-5 years,Brazil,South America
COMP-04492,Agriculture,SME,781,370.05,2020,5,0-5 years,Brazil,South America
COMP-04492,Agriculture,SME,781,370.05,2020,6,6-15 years,Brazil,South America
COMP-04493,Finance,SME,856,101.96,2005,18,16-30 years,Philippines,Asia
COMP-04493,Finance,SME,856,101.96,2005,19,16-30 years,Philippines,Asia
COMP-04493,Finance,SME,856,101.96,2005,20,16-30 years,Philippines,Asia
COMP-04493,Finance,SME,856,101.96,2005,21,16-30 years,Philippines,Asia
COMP-04494,Consulting,Enterprise,13922,1311.28,1995,28,16-30 years,Kenya,Africa
COMP-04494,Consulting,Enterprise,13922,1311.28,1995,29,16-30 years,Kenya,Africa
COMP-04494,Consulting,Enterprise,13922,1311.28,1995,30,16-30 years,Kenya,Africa
COMP-04494,Consulting,Enterprise,13922,1311.28,1995,31,30+ years,Kenya,Africa
COMP-04495,Agriculture,Enterprise,3986,3167.14,2022,1,0-5 years,Nigeria,Africa
COMP-04495,Agriculture,Enterprise,3986,3167.14,2022,2,0-5 years,Nigeria,Africa
COMP-04495,Agriculture,Enterprise,3986,3167.14,2022,3,0-5 years,Nigeria,Africa
COMP-04495,Agriculture,Enterprise,3986,3167.14,2022,4,0-5 years,Nigeria,Africa
COMP-04496,Manufacturing,Startup,41,44.37,2009,14,6-15 years,Sweden,Europe
COMP-04496,Manufacturing,Startup,41,44.37,2009,15,6-15 years,Sweden,Europe
COMP-04496,Manufacturing,Startup,41,44.37,2009,16,16-30 years,Sweden,Europe
COMP-04496,Manufacturing,Startup,41,44.37,2009,17,16-30 years,Sweden,Europe
COMP-04497,Healthcare,Startup,61,8.68,2017,6,6-15 years,Brazil,South America
COMP-04497,Healthcare,Startup,61,8.68,2017,7,6-15 years,Brazil,South America
COMP-04497,Healthcare,Startup,61,8.68,2017,8,6-15 years,Brazil,South America
COMP-04497,Healthcare,Startup,61,8.68,2017,9,6-15 years,Brazil,South America
COMP-04498,Technology,Startup,68,33.1,2013,10,6-15 years,Germany,Europe
COMP-04498,Technology,Startup,68,33.1,2013,11,6-15 years,Germany,Europe
COMP-04498,Technology,Startup,68,33.1,2013,12,6-15 years,Germany,Europe
COMP-04498,Technology,Startup,68,33.1,2013,13,6-15 years,Germany,Europe
COMP-04499,Healthcare,Enterprise,6022,1945.62,1999,24,16-30 years,Egypt,Africa
COMP-04499,Healthcare,Enterprise,6022,1945.62,1999,25,16-30 years,Egypt,Africa
COMP-04499,Healthcare,Enterprise,6022,1945.62,1999,26,16-30 years,Egypt,Africa
COMP-04499,Healthcare,Enterprise,6022,1945.62,1999,27,16-30 years,Egypt,Africa
COMP-04500,Agriculture,Enterprise,5354,7489.53,2010,13,6-15 years,Nigeria,Africa
COMP-04500,Agriculture,Enterprise,5354,7489.53,2010,14,6-15 years,Nigeria,Africa
COMP-04500,Agriculture,Enterprise,5354,7489.53,2010,15,6-15 years,Nigeria,Africa
COMP-04500,Agriculture,Enterprise,5354,7489.53,2010,16,16-30 years,Nigeria,Africa
COMP-04501,Technology,SME,612,137.21,2004,19,16-30 years,Spain,Europe
COMP-04501,Technology,SME,612,137.21,2004,20,16-30 years,Spain,Europe
COMP-04501,Technology,SME,612,137.21,2004,21,16-30 years,Spain,Europe
COMP-04501,Technology,SME,612,137.21,2004,22,16-30 years,Spain,Europe
COMP-04502,Finance,SME,215,208.09,1992,31,30+ years,Netherlands,Europe
COMP-04502,Finance,SME,215,208.09,1992,32,30+ years,Netherlands,Europe
COMP-04502,Finance,SME,215,208.09,1992,33,30+ years,Netherlands,Europe
COMP-04502,Finance,SME,215,208.09,1992,34,30+ years,Netherlands,Europe
COMP-04503,Education,SME,744,197.01,2000,23,16-30 years,Spain,Europe
COMP-04503,Education,SME,744,197.01,2000,24,16-30 years,Spain,Europe
COMP-04503,Education,SME,744,197.01,2000,25,16-30 years,Spain,Europe
COMP-04503,Education,SME,744,197.01,2000,26,16-30 years,Spain,Europe
COMP-04504,Finance,SME,339,188.19,1999,24,16-30 years,Netherlands,Europe
COMP-04504,Finance,SME,339,188.19,1999,25,16-30 years,Netherlands,Europe
COMP-04504,Finance,SME,339,188.19,1999,26,16-30 years,Netherlands,Europe
COMP-04504,Finance,SME,339,188.19,1999,27,16-30 years,Netherlands,Europe
COMP-04505,Technology,SME,661,427.36,2010,13,6-15 years,Thailand,Asia
COMP-04505,Technology,SME,661,427.36,2010,14,6-15 years,Thailand,Asia
COMP-04505,Technology,SME,661,427.36,2010,15,6-15 years,Thailand,Asia
COMP-04505,Technology,SME,661,427.36,2010,16,16-30 years,Thailand,Asia
COMP-04506,Healthcare,SME,608,129.21,1990,33,30+ years,Colombia,South America
COMP-04506,Healthcare,SME,608,129.21,1990,34,30+ years,Colombia,South America
COMP-04506,Healthcare,SME,608,129.21,1990,35,30+ years,Colombia,South America
COMP-04506,Healthcare,SME,608,129.21,1990,36,30+ years,Colombia,South America
COMP-04507,Logistics,Startup,62,30.35,1992,31,30+ years,Australia,Oceania
COMP-04507,Logistics,Startup,62,30.35,1992,32,30+ years,Australia,Oceania
COMP-04507,Logistics,Startup,62,30.35,1992,33,30+ years,Australia,Oceania
COMP-04507,Logistics,Startup,62,30.35,1992,34,30+ years,Australia,Oceania
COMP-04508,Technology,Startup,32,25.95,1997,26,16-30 years,Sweden,Europe
COMP-04508,Technology,Startup,32,25.95,1997,27,16-30 years,Sweden,Europe
COMP-04508,Technology,Startup,32,25.95,1997,28,16-30 years,Sweden,Europe
COMP-04508,Technology,Startup,32,25.95,1997,29,16-30 years,Sweden,Europe
COMP-04509,Finance,SME,281,200.12,1995,28,16-30 years,Philippines,Asia
COMP-04509,Finance,SME,281,200.12,1995,29,16-30 years,Philippines,Asia
COMP-04509,Finance,SME,281,200.12,1995,30,16-30 years,Philippines,Asia
COMP-04509,Finance,SME,281,200.12,1995,31,30+ years,Philippines,Asia
COMP-04510,Retail,Startup,39,42.41,2006,17,16-30 years,Australia,Oceania
COMP-04510,Retail,Startup,39,42.41,2006,18,16-30 years,Australia,Oceania
COMP-04510,Retail,Startup,39,42.41,2006,19,16-30 years,Australia,Oceania
COMP-04510,Retail,Startup,39,42.41,2006,20,16-30 years,Australia,Oceania
COMP-04511,Agriculture,Startup,82,3.26,1996,27,16-30 years,Brazil,South America
COMP-04511,Agriculture,Startup,82,3.26,1996,28,16-30 years,Brazil,South America
COMP-04511,Agriculture,Startup,82,3.26,1996,29,16-30 years,Brazil,South America
COMP-04511,Agriculture,Startup,82,3.26,1996,30,16-30 years,Brazil,South America
COMP-04512,Technology,SME,531,294.1,1994,29,16-30 years,Singapore,Asia
COMP-04512,Technology,SME,531,294.1,1994,30,16-30 years,Singapore,Asia
COMP-04512,Technology,SME,531,294.1,1994,31,30+ years,Singapore,Asia
COMP-04512,Technology,SME,531,294.1,1994,32,30+ years,Singapore,Asia
COMP-04513,Technology,Startup,78,15.92,1996,27,16-30 years,Thailand,Asia
COMP-04513,Technology,Startup,78,15.92,1996,28,16-30 years,Thailand,Asia
COMP-04513,Technology,Startup,78,15.92,1996,29,16-30 years,Thailand,Asia
COMP-04513,Technology,Startup,78,15.92,1996,30,16-30 years,Thailand,Asia
COMP-04514,Manufacturing,SME,364,217.02,1998,25,16-30 years,Poland,Europe
COMP-04514,Manufacturing,SME,364,217.02,1998,26,16-30 years,Poland,Europe
COMP-04514,Manufacturing,SME,364,217.02,1998,27,16-30 years,Poland,Europe
COMP-04514,Manufacturing,SME,364,217.02,1998,28,16-30 years,Poland,Europe
COMP-04515,Manufacturing,SME,947,393.5,2002,21,16-30 years,Egypt,Africa
COMP-04515,Manufacturing,SME,947,393.5,2002,22,16-30 years,Egypt,Africa
COMP-04515,Manufacturing,SME,947,393.5,2002,23,16-30 years,Egypt,Africa
COMP-04515,Manufacturing,SME,947,393.5,2002,24,16-30 years,Egypt,Africa
COMP-04516,Logistics,SME,627,126.79,2008,15,6-15 years,Singapore,Asia
COMP-04516,Logistics,SME,627,126.79,2008,16,16-30 years,Singapore,Asia
COMP-04516,Logistics,SME,627,126.79,2008,17,16-30 years,Singapore,Asia
COMP-04516,Logistics,SME,627,126.79,2008,18,16-30 years,Singapore,Asia
COMP-04517,Agriculture,Startup,15,47.62,2020,3,0-5 years,Nigeria,Africa
COMP-04517,Agriculture,Startup,15,47.62,2020,4,0-5 years,Nigeria,Africa
COMP-04517,Agriculture,Startup,15,47.62,2020,5,0-5 years,Nigeria,Africa
COMP-04517,Agriculture,Startup,15,47.62,2020,6,6-15 years,Nigeria,Africa
COMP-04518,Education,SME,136,422.93,2010,13,6-15 years,USA,North America
COMP-04518,Education,SME,136,422.93,2010,14,6-15 years,USA,North America
COMP-04518,Education,SME,136,422.93,2010,15,6-15 years,USA,North America
COMP-04518,Education,SME,136,422.93,2010,16,16-30 years,USA,North America
COMP-04519,Finance,SME,500,372.8,2020,3,0-5 years,Italy,Europe
COMP-04519,Finance,SME,500,372.8,2020,4,0-5 years,Italy,Europe
COMP-04519,Finance,SME,500,372.8,2020,5,0-5 years,Italy,Europe
COMP-04519,Finance,SME,500,372.8,2020,6,6-15 years,Italy,Europe
COMP-04520,Retail,Startup,46,37.4,2021,2,0-5 years,Vietnam,Asia
COMP-04520,Retail,Startup,46,37.4,2021,3,0-5 years,Vietnam,Asia
COMP-04520,Retail,Startup,46,37.4,2021,4,0-5 years,Vietnam,Asia
COMP-04520,Retail,Startup,46,37.4,2021,5,0-5 years,Vietnam,Asia
COMP-04521,Retail,Startup,10,18.17,2008,15,6-15 years,Brazil,South America
COMP-04521,Retail,Startup,10,18.17,2008,16,16-30 years,Brazil,South America
COMP-04521,Retail,Startup,10,18.17,2008,17,16-30 years,Brazil,South America
COMP-04521,Retail,Startup,10,18.17,2008,18,16-30 years,Brazil,South America
COMP-04522,Healthcare,Enterprise,15378,2802.78,2018,5,0-5 years,Spain,Europe
COMP-04522,Healthcare,Enterprise,15378,2802.78,2018,6,6-15 years,Spain,Europe
COMP-04522,Healthcare,Enterprise,15378,2802.78,2018,7,6-15 years,Spain,Europe
COMP-04522,Healthcare,Enterprise,15378,2802.78,2018,8,6-15 years,Spain,Europe
COMP-04523,Healthcare,SME,755,454.21,1996,27,16-30 years,Vietnam,Asia
COMP-04523,Healthcare,SME,755,454.21,1996,28,16-30 years,Vietnam,Asia
COMP-04523,Healthcare,SME,755,454.21,1996,29,16-30 years,Vietnam,Asia
COMP-04523,Healthcare,SME,755,454.21,1996,30,16-30 years,Vietnam,Asia
COMP-04524,Healthcare,SME,422,251.71,2000,23,16-30 years,South Africa,Africa
COMP-04524,Healthcare,SME,422,251.71,2000,24,16-30 years,South Africa,Africa
COMP-04524,Healthcare,SME,422,251.71,2000,25,16-30 years,South Africa,Africa
COMP-04524,Healthcare,SME,422,251.71,2000,26,16-30 years,South Africa,Africa
COMP-04525,Consulting,SME,915,298.87,2016,7,6-15 years,India,Asia
COMP-04525,Consulting,SME,915,298.87,2016,8,6-15 years,India,Asia
COMP-04525,Consulting,SME,915,298.87,2016,9,6-15 years,India,Asia
COMP-04525,Consulting,SME,915,298.87,2016,10,6-15 years,India,Asia
COMP-04526,Logistics,SME,301,122.62,2001,22,16-30 years,Indonesia,Asia
COMP-04526,Logistics,SME,301,122.62,2001,23,16-30 years,Indonesia,Asia
COMP-04526,Logistics,SME,301,122.62,2001,24,16-30 years,Indonesia,Asia
COMP-04526,Logistics,SME,301,122.62,2001,25,16-30 years,Indonesia,Asia
COMP-04527,Finance,Startup,58,4.16,1994,29,16-30 years,South Korea,Asia
COMP-04527,Finance,Startup,58,4.16,1994,30,16-30 years,South Korea,Asia
COMP-04527,Finance,Startup,58,4.16,1994,31,30+ years,South Korea,Asia
COMP-04527,Finance,Startup,58,4.16,1994,32,30+ years,South Korea,Asia
COMP-04528,Education,Startup,58,23.04,1993,30,16-30 years,Egypt,Africa
COMP-04528,Education,Startup,58,23.04,1993,31,30+ years,Egypt,Africa
COMP-04528,Education,Startup,58,23.04,1993,32,30+ years,Egypt,Africa
COMP-04528,Education,Startup,58,23.04,1993,33,30+ years,Egypt,Africa
COMP-04529,Retail,SME,860,153.44,2006,17,16-30 years,Thailand,Asia
COMP-04529,Retail,SME,860,153.44,2006,18,16-30 years,Thailand,Asia
COMP-04529,Retail,SME,860,153.44,2006,19,16-30 years,Thailand,Asia
COMP-04529,Retail,SME,860,153.44,2006,20,16-30 years,Thailand,Asia
COMP-04530,Logistics,Startup,27,14.43,2022,1,0-5 years,UK,Europe
COMP-04530,Logistics,Startup,27,14.43,2022,2,0-5 years,UK,Europe
COMP-04530,Logistics,Startup,27,14.43,2022,3,0-5 years,UK,Europe
COMP-04530,Logistics,Startup,27,14.43,2022,4,0-5 years,UK,Europe
COMP-04531,Agriculture,Startup,60,11.67,2006,17,16-30 years,Vietnam,Asia
COMP-04531,Agriculture,Startup,60,11.67,2006,18,16-30 years,Vietnam,Asia
COMP-04531,Agriculture,Startup,60,11.67,2006,19,16-30 years,Vietnam,Asia
COMP-04531,Agriculture,Startup,60,11.67,2006,20,16-30 years,Vietnam,Asia
COMP-04532,Healthcare,SME,915,155.3,2016,7,6-15 years,Indonesia,Asia
COMP-04532,Healthcare,SME,915,155.3,2016,8,6-15 years,Indonesia,Asia
COMP-04532,Healthcare,SME,915,155.3,2016,9,6-15 years,Indonesia,Asia
COMP-04532,Healthcare,SME,915,155.3,2016,10,6-15 years,Indonesia,Asia
COMP-04533,Technology,Startup,49,2.4,2003,20,16-30 years,Malaysia,Asia
COMP-04533,Technology,Startup,49,2.4,2003,21,16-30 years,Malaysia,Asia
COMP-04533,Technology,Startup,49,2.4,2003,22,16-30 years,Malaysia,Asia
COMP-04533,Technology,Startup,49,2.4,2003,23,16-30 years,Malaysia,Asia
COMP-04534,Finance,SME,602,300.05,2005,18,16-30 years,India,Asia
COMP-04534,Finance,SME,602,300.05,2005,19,16-30 years,India,Asia
COMP-04534,Finance,SME,602,300.05,2005,20,16-30 years,India,Asia
COMP-04534,Finance,SME,602,300.05,2005,21,16-30 years,India,Asia
COMP-04535,Finance,SME,816,295.58,2018,5,0-5 years,Nigeria,Africa
COMP-04535,Finance,SME,816,295.58,2018,6,6-15 years,Nigeria,Africa
COMP-04535,Finance,SME,816,295.58,2018,7,6-15 years,Nigeria,Africa
COMP-04535,Finance,SME,816,295.58,2018,8,6-15 years,Nigeria,Africa
COMP-04536,Finance,Startup,13,31.69,2005,18,16-30 years,Argentina,South America
COMP-04536,Finance,Startup,13,31.69,2005,19,16-30 years,Argentina,South America
COMP-04536,Finance,Startup,13,31.69,2005,20,16-30 years,Argentina,South America
COMP-04536,Finance,Startup,13,31.69,2005,21,16-30 years,Argentina,South America
COMP-04537,Finance,Enterprise,9947,4950.9,1996,27,16-30 years,Indonesia,Asia
COMP-04537,Finance,Enterprise,9947,4950.9,1996,28,16-30 years,Indonesia,Asia
COMP-04537,Finance,Enterprise,9947,4950.9,1996,29,16-30 years,Indonesia,Asia
COMP-04537,Finance,Enterprise,9947,4950.9,1996,30,16-30 years,Indonesia,Asia
COMP-04538,Education,SME,675,292.82,2003,20,16-30 years,South Africa,Africa
COMP-04538,Education,SME,675,292.82,2003,21,16-30 years,South Africa,Africa
COMP-04538,Education,SME,675,292.82,2003,22,16-30 years,South Africa,Africa
COMP-04538,Education,SME,675,292.82,2003,23,16-30 years,South Africa,Africa
COMP-04539,Agriculture,Startup,87,25.35,2011,12,6-15 years,Italy,Europe
COMP-04539,Agriculture,Startup,87,25.35,2011,13,6-15 years,Italy,Europe
COMP-04539,Agriculture,Startup,87,25.35,2011,14,6-15 years,Italy,Europe
COMP-04539,Agriculture,Startup,87,25.35,2011,15,6-15 years,Italy,Europe
COMP-04540,Retail,Enterprise,18882,1944.57,2008,15,6-15 years,Poland,Europe
COMP-04540,Retail,Enterprise,18882,1944.57,2008,16,16-30 years,Poland,Europe
COMP-04540,Retail,Enterprise,18882,1944.57,2008,17,16-30 years,Poland,Europe
COMP-04540,Retail,Enterprise,18882,1944.57,2008,18,16-30 years,Poland,Europe
COMP-04541,Healthcare,Startup,28,4.04,2021,2,0-5 years,Colombia,South America
COMP-04541,Healthcare,Startup,28,4.04,2021,3,0-5 years,Colombia,South America
COMP-04541,Healthcare,Startup,28,4.04,2021,4,0-5 years,Colombia,South America
COMP-04541,Healthcare,Startup,28,4.04,2021,5,0-5 years,Colombia,South America
COMP-04542,Healthcare,SME,589,232.82,1996,27,16-30 years,Singapore,Asia
COMP-04542,Healthcare,SME,589,232.82,1996,28,16-30 years,Singapore,Asia
COMP-04542,Healthcare,SME,589,232.82,1996,29,16-30 years,Singapore,Asia
COMP-04542,Healthcare,SME,589,232.82,1996,30,16-30 years,Singapore,Asia
COMP-04543,Healthcare,SME,780,264.48,1999,24,16-30 years,South Africa,Africa
COMP-04543,Healthcare,SME,780,264.48,1999,25,16-30 years,South Africa,Africa
COMP-04543,Healthcare,SME,780,264.48,1999,26,16-30 years,South Africa,Africa
COMP-04543,Healthcare,SME,780,264.48,1999,27,16-30 years,South Africa,Africa
COMP-04544,Retail,SME,262,136.63,1998,25,16-30 years,Japan,Asia
COMP-04544,Retail,SME,262,136.63,1998,26,16-30 years,Japan,Asia
COMP-04544,Retail,SME,262,136.63,1998,27,16-30 years,Japan,Asia
COMP-04544,Retail,SME,262,136.63,1998,28,16-30 years,Japan,Asia
COMP-04545,Technology,SME,631,271.02,1997,26,16-30 years,Brazil,South America
COMP-04545,Technology,SME,631,271.02,1997,27,16-30 years,Brazil,South America
COMP-04545,Technology,SME,631,271.02,1997,28,16-30 years,Brazil,South America
COMP-04545,Technology,SME,631,271.02,1997,29,16-30 years,Brazil,South America
COMP-04546,Agriculture,Enterprise,8038,6721.06,2005,18,16-30 years,South Africa,Africa
COMP-04546,Agriculture,Enterprise,8038,6721.06,2005,19,16-30 years,South Africa,Africa
COMP-04546,Agriculture,Enterprise,8038,6721.06,2005,20,16-30 years,South Africa,Africa
COMP-04546,Agriculture,Enterprise,8038,6721.06,2005,21,16-30 years,South Africa,Africa
COMP-04547,Healthcare,Enterprise,18691,3520.77,2017,6,6-15 years,Sweden,Europe
COMP-04547,Healthcare,Enterprise,18691,3520.77,2017,7,6-15 years,Sweden,Europe
COMP-04547,Healthcare,Enterprise,18691,3520.77,2017,8,6-15 years,Sweden,Europe
COMP-04547,Healthcare,Enterprise,18691,3520.77,2017,9,6-15 years,Sweden,Europe
COMP-04548,Finance,SME,364,209.4,2017,6,6-15 years,Poland,Europe
COMP-04548,Finance,SME,364,209.4,2017,7,6-15 years,Poland,Europe
COMP-04548,Finance,SME,364,209.4,2017,8,6-15 years,Poland,Europe
COMP-04548,Finance,SME,364,209.4,2017,9,6-15 years,Poland,Europe
COMP-04549,Logistics,Startup,97,27.03,2022,1,0-5 years,South Korea,Asia
COMP-04549,Logistics,Startup,97,27.03,2022,2,0-5 years,South Korea,Asia
COMP-04549,Logistics,Startup,97,27.03,2022,3,0-5 years,South Korea,Asia
COMP-04549,Logistics,Startup,97,27.03,2022,4,0-5 years,South Korea,Asia
COMP-04550,Agriculture,Startup,38,43.73,1999,24,16-30 years,Thailand,Asia
COMP-04550,Agriculture,Startup,38,43.73,1999,25,16-30 years,Thailand,Asia
COMP-04550,Agriculture,Startup,38,43.73,1999,26,16-30 years,Thailand,Asia
COMP-04550,Agriculture,Startup,38,43.73,1999,27,16-30 years,Thailand,Asia
COMP-04551,Agriculture,SME,662,75.65,2019,4,0-5 years,Malaysia,Asia
COMP-04551,Agriculture,SME,662,75.65,2019,5,0-5 years,Malaysia,Asia
COMP-04551,Agriculture,SME,662,75.65,2019,6,6-15 years,Malaysia,Asia
COMP-04551,Agriculture,SME,662,75.65,2019,7,6-15 years,Malaysia,Asia
COMP-04552,Retail,Enterprise,16256,4567.67,2010,13,6-15 years,UK,Europe
COMP-04552,Retail,Enterprise,16256,4567.67,2010,14,6-15 years,UK,Europe
COMP-04552,Retail,Enterprise,16256,4567.67,2010,15,6-15 years,UK,Europe
COMP-04552,Retail,Enterprise,16256,4567.67,2010,16,16-30 years,UK,Europe
COMP-04553,Technology,Startup,10,23.68,2011,12,6-15 years,Colombia,South America
COMP-04553,Technology,Startup,10,23.68,2011,13,6-15 years,Colombia,South America
COMP-04553,Technology,Startup,10,23.68,2011,14,6-15 years,Colombia,South America
COMP-04553,Technology,Startup,10,23.68,2011,15,6-15 years,Colombia,South America
COMP-04554,Retail,SME,890,66.03,2009,14,6-15 years,Indonesia,Asia
COMP-04554,Retail,SME,890,66.03,2009,15,6-15 years,Indonesia,Asia
COMP-04554,Retail,SME,890,66.03,2009,16,16-30 years,Indonesia,Asia
COMP-04554,Retail,SME,890,66.03,2009,17,16-30 years,Indonesia,Asia
COMP-04555,Consulting,Enterprise,14489,8183.05,2021,2,0-5 years,South Africa,Africa
COMP-04555,Consulting,Enterprise,14489,8183.05,2021,3,0-5 years,South Africa,Africa
COMP-04555,Consulting,Enterprise,14489,8183.05,2021,4,0-5 years,South Africa,Africa
