response_id,company_id,survey_year,quarter,ai_training_hours,ai_maturity_score,ai_failure_rate,ai_risk_management_score
38582,COMP-02412,2024,Q2,28.55,0.244,24.07,50
38583,COMP-02412,2024,Q3,10.46,0.212,38.5,51
38584,COMP-02412,2024,Q4,28.35,0.258,23.86,62
38585,COMP-02412,2025,Q1,0.0,0.124,40.0,57
38586,COMP-02412,2025,Q2,23.83,0.227,27.28,50
38587,COMP-02412,2025,Q3,44.97,0.29,25.83,60
38588,COMP-02412,2025,Q4,32.92,0.375,25.17,47
38589,COMP-02412,2026,Q1,5.57,0.278,28.56,52
38590,COMP-02412,2026,Q2,39.2,0.355,22.83,61
38591,COMP-02412,2026,Q3,41.96,0.538,16.87,68
38592,COMP-02412,2026,Q4,37.79,0.364,19.14,55
38593,COMP-02413,2023,Q1,6.58,0.249,40.0,54
38594,COMP-02413,2023,Q2,16.16,0.265,34.51,63
38595,COMP-02413,2023,Q3,24.87,0.327,26.72,56
38596,COMP-02413,2023,Q4,46.77,0.374,20.15,84
38597,COMP-02413,2024,Q1,35.31,0.253,24.95,40
38598,COMP-02413,2024,Q2,31.87,0.425,26.31,70
38600,COMP-02413,2024,Q4,18.28,0.289,22.79,61
38601,COMP-02413,2025,Q1,30.69,0.311,31.39,49
38602,COMP-02413,2025,Q2,13.58,0.128,40.0,47
38603,COMP-02413,2025,Q3,26.93,0.301,19.5,40
38604,COMP-02413,2025,Q4,19.62,0.249,32.94,49
38605,COMP-02413,2026,Q1,38.56,0.558,14.91,79
38606,COMP-02413,2026,Q2,27.94,0.335,22.26,64
38607,COMP-02413,2026,Q3,31.3,0.376,15.1,65
38608,COMP-02413,2026,Q4,18.26,0.319,29.16,62
38609,COMP-02414,2023,Q1,24.67,0.373,25.08,75
38610,COMP-02414,2023,Q2,21.42,0.395,25.08,67
38611,COMP-02414,2023,Q3,25.39,0.395,28.81,66
38612,COMP-02414,2023,Q4,30.52,0.444,27.75,74
38613,COMP-02414,2024,Q1,28.28,0.445,20.55,69
38614,COMP-02414,2024,Q2,35.06,0.469,21.2,74
38615,COMP-02414,2024,Q3,32.16,0.467,29.96,69
38616,COMP-02414,2024,Q4,39.69,0.341,26.03,69
38617,COMP-02414,2025,Q1,6.34,0.273,35.51,55
38618,COMP-02414,2025,Q2,33.38,0.329,25.95,58
38619,COMP-02414,2025,Q3,37.95,0.488,11.3,79
38621,COMP-02414,2026,Q1,46.41,0.511,9.75,65
38622,COMP-02414,2026,Q2,41.75,0.588,18.75,71
38623,COMP-02414,2026,Q3,49.02,0.567,0.35,76
38624,COMP-02414,2026,Q4,23.71,0.379,18.43,49
38625,COMP-02415,2023,Q1,0.0,0.162,27.61,52
38626,COMP-02415,2023,Q2,16.52,0.218,35.42,64
38627,COMP-02415,2023,Q3,24.62,0.337,25.38,59
38628,COMP-02415,2023,Q4,23.16,0.3,28.54,66
38629,COMP-02415,2024,Q1,23.88,0.247,30.5,55
38630,COMP-02415,2024,Q2,29.49,0.269,25.33,49
38631,COMP-02415,2024,Q3,24.88,0.389,28.16,57
38632,COMP-02415,2024,Q4,10.75,0.186,36.35,45
38633,COMP-02415,2025,Q1,27.48,0.36,27.97,55
38634,COMP-02415,2025,Q2,17.28,0.397,32.65,56
38635,COMP-02415,2025,Q3,32.35,0.463,30.25,54
38637,COMP-02415,2026,Q1,20.25,0.28,31.86,61
38638,COMP-02415,2026,Q2,34.88,0.402,25.94,74
38640,COMP-02415,2026,Q4,30.56,0.317,34.56,56
38641,COMP-02416,2023,Q1,39.26,0.403,15.9,67
38642,COMP-02416,2023,Q2,19.21,0.229,26.39,40
38643,COMP-02416,2023,Q3,31.24,0.418,33.71,71
38644,COMP-02416,2023,Q4,5.88,0.306,35.17,56
38645,COMP-02416,2024,Q1,15.66,0.198,30.6,59
38646,COMP-02416,2024,Q2,29.34,0.402,27.09,63
38647,COMP-02416,2024,Q3,32.46,0.359,28.2,68
38648,COMP-02416,2024,Q4,45.2,0.414,15.23,61
38649,COMP-02416,2025,Q1,28.29,0.329,22.72,62
38650,COMP-02416,2025,Q2,21.4,0.326,27.72,65
38651,COMP-02416,2025,Q3,41.67,0.275,15.18,54
38652,COMP-02416,2025,Q4,45.96,0.479,12.87,53
38653,COMP-02416,2026,Q1,0.0,0.162,32.79,51
38654,COMP-02416,2026,Q2,30.69,0.354,24.07,52
38655,COMP-02416,2026,Q3,31.49,0.343,27.81,63
38656,COMP-02416,2026,Q4,28.17,0.326,29.66,49
38657,COMP-02417,2023,Q1,24.59,0.234,29.69,49
38658,COMP-02417,2023,Q2,0.0,0.046,33.0,49
38659,COMP-02417,2023,Q3,9.42,0.224,34.44,51
38660,COMP-02417,2023,Q4,6.21,0.246,25.74,55
38662,COMP-02417,2024,Q2,23.21,0.316,28.7,55
38663,COMP-02417,2024,Q3,37.85,0.356,20.73,65
38664,COMP-02417,2024,Q4,20.1,0.133,38.62,56
38665,COMP-02417,2025,Q1,12.87,0.249,33.19,65
38666,COMP-02417,2025,Q2,15.96,0.143,40.0,53
38667,COMP-02417,2025,Q3,25.43,0.155,28.49,58
38668,COMP-02417,2025,Q4,30.93,0.241,15.51,53
38669,COMP-02417,2026,Q1,22.2,0.296,36.81,66
38670,COMP-02417,2026,Q2,37.62,0.293,28.49,49
38671,COMP-02417,2026,Q3,14.91,0.195,24.02,57
38672,COMP-02417,2026,Q4,21.63,0.213,31.13,59
38673,COMP-02418,2023,Q1,24.88,0.331,31.55,57
38674,COMP-02418,2023,Q2,6.03,0.109,35.35,59
38675,COMP-02418,2023,Q3,0.0,0.058,38.12,61
38676,COMP-02418,2023,Q4,27.78,0.19,28.31,50
38677,COMP-02418,2024,Q1,4.03,0.183,31.98,55
38679,COMP-02418,2024,Q3,22.51,0.279,26.99,65
38680,COMP-02418,2024,Q4,30.11,0.345,24.63,64
38681,COMP-02418,2025,Q1,22.56,0.341,31.34,59
38682,COMP-02418,2025,Q2,14.09,0.242,28.36,59
38683,COMP-02418,2025,Q3,20.87,0.189,36.51,61
38684,COMP-02418,2025,Q4,20.96,0.409,23.02,63
38685,COMP-02418,2026,Q1,27.42,0.474,22.2,71
38686,COMP-02418,2026,Q2,2.95,0.052,37.44,61
38687,COMP-02418,2026,Q3,2.56,0.204,26.17,62
38688,COMP-02418,2026,Q4,33.93,0.358,21.56,74
38689,COMP-02419,2023,Q1,37.67,0.513,19.16,57
38690,COMP-02419,2023,Q2,30.09,0.402,21.89,61
38691,COMP-02419,2023,Q3,51.66,0.633,7.25,62
38692,COMP-02419,2023,Q4,17.62,0.289,28.7,50
38693,COMP-02419,2024,Q1,45.23,0.391,13.48,58
38694,COMP-02419,2024,Q2,16.59,0.343,23.4,54
38695,COMP-02419,2024,Q3,26.39,0.364,28.54,78
38696,COMP-02419,2024,Q4,30.22,0.416,19.84,72
38697,COMP-02419,2025,Q1,29.43,0.412,25.0,62
38698,COMP-02419,2025,Q2,50.46,0.511,16.24,65
38699,COMP-02419,2025,Q3,44.09,0.297,17.55,59
38700,COMP-02419,2025,Q4,45.13,0.524,10.52,72
38701,COMP-02419,2026,Q1,37.63,0.532,16.0,55
38702,COMP-02419,2026,Q2,45.19,0.616,31.21,78
38703,COMP-02419,2026,Q3,32.3,0.474,19.5,65
38704,COMP-02419,2026,Q4,41.28,0.48,14.73,68
38705,COMP-02420,2023,Q1,6.68,0.031,36.79,52
38706,COMP-02420,2023,Q2,36.59,0.303,26.91,59
38707,COMP-02420,2023,Q3,15.64,0.177,34.22,53
38708,COMP-02420,2023,Q4,12.34,0.25,30.14,65
38709,COMP-02420,2024,Q1,31.76,0.355,17.99,59
38711,COMP-02420,2024,Q3,11.6,0.266,36.15,42
38712,COMP-02420,2024,Q4,26.42,0.26,18.3,61
38714,COMP-02420,2025,Q2,29.53,0.387,20.55,66
38716,COMP-02420,2025,Q4,9.07,0.097,30.45,55
38717,COMP-02420,2026,Q1,26.6,0.24,28.33,46
38718,COMP-02420,2026,Q2,27.66,0.183,30.59,54
38719,COMP-02420,2026,Q3,41.77,0.473,21.69,52
38720,COMP-02420,2026,Q4,25.86,0.265,31.78,57
38721,COMP-02421,2023,Q1,31.98,0.234,21.28,60
38722,COMP-02421,2023,Q2,17.92,0.163,25.73,53
38723,COMP-02421,2023,Q3,1.97,0.253,34.81,53
38724,COMP-02421,2023,Q4,26.9,0.313,23.77,68
38725,COMP-02421,2024,Q1,48.09,0.518,11.67,68
38727,COMP-02421,2024,Q3,40.11,0.497,17.05,72
38728,COMP-02421,2024,Q4,46.61,0.392,17.51,49
38729,COMP-02421,2025,Q1,41.17,0.409,19.84,68
38730,COMP-02421,2025,Q2,33.25,0.439,17.56,83
38731,COMP-02421,2025,Q3,21.81,0.396,28.4,53
38732,COMP-02421,2025,Q4,24.52,0.267,9.78,73
38733,COMP-02421,2026,Q1,22.29,0.39,21.91,65
38734,COMP-02421,2026,Q2,28.68,0.298,24.25,69
38735,COMP-02421,2026,Q3,55.6,0.56,10.13,67
38736,COMP-02421,2026,Q4,40.78,0.403,19.09,65
38737,COMP-02422,2023,Q1,33.68,0.422,26.99,68
38739,COMP-02422,2023,Q3,10.41,0.284,32.43,55
38740,COMP-02422,2023,Q4,53.02,0.604,14.97,68
38741,COMP-02422,2024,Q1,44.83,0.617,19.0,73
38742,COMP-02422,2024,Q2,48.66,0.556,13.94,69
38743,COMP-02422,2024,Q3,30.17,0.356,21.39,70
38744,COMP-02422,2024,Q4,29.99,0.443,14.44,60
38746,COMP-02422,2025,Q2,34.42,0.352,26.38,72
38747,COMP-02422,2025,Q3,22.42,0.395,35.63,66
38748,COMP-02422,2025,Q4,31.37,0.352,32.2,65
38749,COMP-02422,2026,Q1,33.95,0.463,17.51,63
38750,COMP-02422,2026,Q2,20.33,0.387,27.71,71
38751,COMP-02422,2026,Q3,34.95,0.57,17.63,63
38752,COMP-02422,2026,Q4,28.72,0.473,17.08,69
38753,COMP-02423,2023,Q1,24.71,0.433,19.54,60
38754,COMP-02423,2023,Q2,36.59,0.396,29.14,61
38755,COMP-02423,2023,Q3,36.15,0.325,17.33,58
38756,COMP-02423,2023,Q4,46.65,0.629,18.4,68
38758,COMP-02423,2024,Q2,27.31,0.407,22.6,67
38759,COMP-02423,2024,Q3,31.19,0.545,20.37,74
38760,COMP-02423,2024,Q4,23.88,0.385,20.3,70
38761,COMP-02423,2025,Q1,33.43,0.417,21.1,73
38762,COMP-02423,2025,Q2,28.74,0.363,17.02,56
38763,COMP-02423,2025,Q3,11.59,0.361,27.59,56
38764,COMP-02423,2025,Q4,39.58,0.384,17.19,64
38765,COMP-02423,2026,Q1,54.99,0.548,13.5,63
38767,COMP-02423,2026,Q3,47.86,0.376,18.92,69
38768,COMP-02423,2026,Q4,24.96,0.402,24.11,69
38769,COMP-02424,2023,Q1,35.39,0.416,21.14,70
38770,COMP-02424,2023,Q2,24.06,0.314,14.91,71
38771,COMP-02424,2023,Q3,39.05,0.426,31.37,72
38772,COMP-02424,2023,Q4,39.26,0.391,15.1,42
38773,COMP-02424,2024,Q1,21.28,0.389,29.37,60
38774,COMP-02424,2024,Q2,45.69,0.502,20.07,68
38775,COMP-02424,2024,Q3,27.97,0.433,19.92,68
38776,COMP-02424,2024,Q4,54.29,0.491,14.57,63
38777,COMP-02424,2025,Q1,47.56,0.559,24.3,69
38778,COMP-02424,2025,Q2,43.9,0.615,22.71,88
38779,COMP-02424,2025,Q3,27.17,0.467,21.08,78
38780,COMP-02424,2025,Q4,42.1,0.633,8.72,77
38781,COMP-02424,2026,Q1,50.51,0.689,12.83,54
38782,COMP-02424,2026,Q2,29.83,0.418,19.82,65
38783,COMP-02424,2026,Q3,62.62,0.54,5.12,66
38784,COMP-02424,2026,Q4,41.5,0.518,25.95,55
38785,COMP-02425,2023,Q1,0.11,0.07,24.56,42
38786,COMP-02425,2023,Q2,16.29,0.159,29.4,60
38787,COMP-02425,2023,Q3,7.08,0.067,33.14,54
38789,COMP-02425,2024,Q1,25.21,0.188,33.02,53
38790,COMP-02425,2024,Q2,11.22,0.168,32.04,59
38791,COMP-02425,2024,Q3,13.55,0.137,33.38,58
38792,COMP-02425,2024,Q4,29.24,0.216,18.22,66
38793,COMP-02425,2025,Q1,17.96,0.221,31.82,45
38794,COMP-02425,2025,Q2,11.75,0.132,35.4,61
38795,COMP-02425,2025,Q3,11.02,0.063,34.26,50
38796,COMP-02425,2025,Q4,15.94,0.284,28.31,65
38797,COMP-02425,2026,Q1,31.73,0.379,25.32,53
38798,COMP-02425,2026,Q2,9.72,0.176,40.0,57
38799,COMP-02425,2026,Q3,20.67,0.307,29.06,65
38800,COMP-02425,2026,Q4,30.51,0.337,32.73,74
38801,COMP-02426,2023,Q1,27.6,0.298,30.78,57
38802,COMP-02426,2023,Q2,26.32,0.337,26.63,61
38803,COMP-02426,2023,Q3,26.94,0.281,26.5,54
38804,COMP-02426,2023,Q4,47.48,0.413,14.25,60
38805,COMP-02426,2024,Q1,32.55,0.412,18.61,58
38806,COMP-02426,2024,Q2,21.39,0.506,15.36,76
38807,COMP-02426,2024,Q3,41.13,0.584,15.23,60
38808,COMP-02426,2024,Q4,0.0,0.184,40.0,61
38809,COMP-02426,2025,Q1,33.19,0.33,22.11,51
38810,COMP-02426,2025,Q2,20.44,0.5,30.4,62
38811,COMP-02426,2025,Q3,33.85,0.3,17.02,48
38812,COMP-02426,2025,Q4,35.96,0.495,19.51,64
38813,COMP-02426,2026,Q1,32.99,0.489,22.42,69
38814,COMP-02426,2026,Q2,22.91,0.431,19.37,78
38815,COMP-02426,2026,Q3,23.89,0.398,22.02,57
38816,COMP-02426,2026,Q4,18.87,0.409,27.33,59
38817,COMP-02427,2023,Q1,36.82,0.5,15.33,66
38818,COMP-02427,2023,Q2,40.73,0.387,17.48,54
38819,COMP-02427,2023,Q3,5.47,0.256,36.19,60
38820,COMP-02427,2023,Q4,36.51,0.321,23.89,64
38821,COMP-02427,2024,Q1,20.96,0.387,28.89,62
38822,COMP-02427,2024,Q2,37.59,0.508,26.38,70
38823,COMP-02427,2024,Q3,34.73,0.445,21.21,59
38824,COMP-02427,2024,Q4,47.22,0.497,21.49,61
38825,COMP-02427,2025,Q1,18.63,0.239,27.87,70
38826,COMP-02427,2025,Q2,25.25,0.421,26.27,65
38827,COMP-02427,2025,Q3,25.15,0.288,17.91,48
38828,COMP-02427,2025,Q4,36.76,0.37,25.94,53
38829,COMP-02427,2026,Q1,30.06,0.439,26.75,64
38830,COMP-02427,2026,Q2,41.65,0.394,20.66,64
38831,COMP-02427,2026,Q3,35.74,0.375,22.92,69
38832,COMP-02427,2026,Q4,34.91,0.382,24.89,72
38833,COMP-02428,2023,Q1,29.5,0.405,27.11,79
38834,COMP-02428,2023,Q2,37.08,0.43,23.45,67
38835,COMP-02428,2023,Q3,44.36,0.562,12.15,70
38836,COMP-02428,2023,Q4,32.51,0.517,18.71,64
38837,COMP-02428,2024,Q1,37.6,0.493,21.08,59
38838,COMP-02428,2024,Q2,37.07,0.578,16.93,76
38839,COMP-02428,2024,Q3,31.43,0.407,26.62,68
38840,COMP-02428,2024,Q4,49.8,0.577,16.5,65
38841,COMP-02428,2025,Q1,42.63,0.549,13.1,57
38842,COMP-02428,2025,Q2,33.46,0.594,22.41,67
38843,COMP-02428,2025,Q3,41.79,0.455,16.48,77
38844,COMP-02428,2025,Q4,50.46,0.596,22.71,67
38845,COMP-02428,2026,Q1,39.96,0.422,24.05,67
38846,COMP-02428,2026,Q2,35.52,0.43,28.25,60
38847,COMP-02428,2026,Q3,43.03,0.481,20.48,78
38848,COMP-02428,2026,Q4,48.42,0.591,15.01,75
38849,COMP-02429,2023,Q1,23.32,0.138,22.58,61
38850,COMP-02429,2023,Q2,15.39,0.191,25.02,43
38851,COMP-02429,2023,Q3,12.18,0.281,28.86,59
38852,COMP-02429,2023,Q4,15.29,0.22,34.61,64
38853,COMP-02429,2024,Q1,7.26,0.17,40.0,50
38854,COMP-02429,2024,Q2,11.45,0.227,32.48,55
38855,COMP-02429,2024,Q3,16.05,0.248,24.71,47
38856,COMP-02429,2024,Q4,14.51,0.386,33.42,70
38857,COMP-02429,2025,Q1,19.46,0.229,22.94,61
38858,COMP-02429,2025,Q2,31.71,0.353,33.93,62
38859,COMP-02429,2025,Q3,1.41,0.039,39.49,62
38860,COMP-02429,2025,Q4,19.99,0.306,29.93,62
38861,COMP-02429,2026,Q1,28.11,0.243,25.22,64
38862,COMP-02429,2026,Q2,0.0,0.091,40.0,54
38863,COMP-02429,2026,Q3,27.15,0.381,26.14,58
38864,COMP-02429,2026,Q4,18.51,0.157,23.47,49
38865,COMP-02430,2023,Q1,61.46,0.648,17.87,82
38866,COMP-02430,2023,Q2,19.44,0.398,28.35,66
38867,COMP-02430,2023,Q3,46.05,0.482,13.51,64
38868,COMP-02430,2023,Q4,30.47,0.307,30.35,65
38869,COMP-02430,2024,Q1,34.73,0.409,20.24,62
38870,COMP-02430,2024,Q2,47.97,0.581,24.25,62
38873,COMP-02430,2025,Q1,24.89,0.478,19.43,57
38874,COMP-02430,2025,Q2,44.86,0.448,16.42,69
38875,COMP-02430,2025,Q3,30.94,0.471,21.4,63
38876,COMP-02430,2025,Q4,33.32,0.332,17.32,55
38877,COMP-02430,2026,Q1,47.1,0.648,16.64,59
38878,COMP-02430,2026,Q2,31.96,0.596,25.73,69
38879,COMP-02430,2026,Q3,38.7,0.467,24.26,62
38880,COMP-02430,2026,Q4,37.53,0.464,23.85,41
38881,COMP-02431,2023,Q1,9.5,0.245,28.44,55
38882,COMP-02431,2023,Q2,5.01,0.175,29.75,54
38883,COMP-02431,2023,Q3,33.18,0.296,28.96,65
38884,COMP-02431,2023,Q4,9.33,0.131,36.6,60
38885,COMP-02431,2024,Q1,32.77,0.479,32.11,52
38886,COMP-02431,2024,Q2,26.42,0.256,29.4,47
38887,COMP-02431,2024,Q3,31.1,0.372,27.17,45
38888,COMP-02431,2024,Q4,27.45,0.301,27.23,56
38889,COMP-02431,2025,Q1,35.98,0.259,29.07,64
38892,COMP-02431,2025,Q4,27.59,0.297,23.75,55
38893,COMP-02431,2026,Q1,23.86,0.43,21.62,56
38894,COMP-02431,2026,Q2,19.38,0.272,26.01,55
38895,COMP-02431,2026,Q3,11.53,0.315,32.97,44
38896,COMP-02431,2026,Q4,18.75,0.26,35.18,58
38897,COMP-02432,2023,Q1,21.15,0.15,20.56,73
38899,COMP-02432,2023,Q3,10.14,0.195,35.87,54
38900,COMP-02432,2023,Q4,26.04,0.294,27.24,61
38901,COMP-02432,2024,Q1,13.4,0.207,28.61,50
38902,COMP-02432,2024,Q2,30.81,0.259,35.96,61
38903,COMP-02432,2024,Q3,6.29,0.163,28.43,58
38904,COMP-02432,2024,Q4,24.24,0.27,30.8,74
38905,COMP-02432,2025,Q1,43.51,0.388,26.69,61
38906,COMP-02432,2025,Q2,22.78,0.278,26.9,47
38907,COMP-02432,2025,Q3,24.75,0.197,35.32,68
38908,COMP-02432,2025,Q4,45.98,0.462,18.14,64
38909,COMP-02432,2026,Q1,28.34,0.264,37.89,44
38910,COMP-02432,2026,Q2,27.51,0.283,21.06,54
38911,COMP-02432,2026,Q3,36.07,0.386,20.18,51
38912,COMP-02432,2026,Q4,0.0,0.109,34.86,50
38913,COMP-02433,2023,Q1,7.09,0.088,40.0,54
38914,COMP-02433,2023,Q2,23.44,0.253,31.49,60
38915,COMP-02433,2023,Q3,11.39,0.103,35.7,63
38916,COMP-02433,2023,Q4,19.12,0.232,27.58,67
38917,COMP-02433,2024,Q1,13.26,0.238,36.12,49
38918,COMP-02433,2024,Q2,3.66,0.049,38.68,48
38919,COMP-02433,2024,Q3,0.0,0.051,40.0,63
38920,COMP-02433,2024,Q4,7.94,0.203,37.14,49
38921,COMP-02433,2025,Q1,1.53,0.231,34.56,48
38922,COMP-02433,2025,Q2,18.86,0.334,40.0,64
38923,COMP-02433,2025,Q3,31.64,0.248,35.4,56
38924,COMP-02433,2025,Q4,8.16,0.206,30.28,52
38925,COMP-02433,2026,Q1,35.63,0.349,22.25,54
38926,COMP-02433,2026,Q2,10.48,0.277,29.0,68
38927,COMP-02433,2026,Q3,22.25,0.149,28.75,50
38928,COMP-02433,2026,Q4,11.36,0.245,37.75,62
38929,COMP-02434,2023,Q1,8.57,0.233,34.18,60
38930,COMP-02434,2023,Q2,11.99,0.272,40.0,42
38931,COMP-02434,2023,Q3,34.71,0.504,18.16,67
38933,COMP-02434,2024,Q1,30.63,0.321,22.62,40
38934,COMP-02434,2024,Q2,31.68,0.38,33.86,51
38935,COMP-02434,2024,Q3,16.84,0.214,33.75,58
38936,COMP-02434,2024,Q4,1.28,0.117,36.09,40
38937,COMP-02434,2025,Q1,34.02,0.369,6.09,48
38938,COMP-02434,2025,Q2,20.62,0.327,33.3,68
38939,COMP-02434,2025,Q3,21.7,0.3,30.63,57
38940,COMP-02434,2025,Q4,41.61,0.468,13.79,74
38941,COMP-02434,2026,Q1,14.39,0.317,38.73,68
38942,COMP-02434,2026,Q2,42.67,0.478,11.82,74
38943,COMP-02434,2026,Q3,33.09,0.459,30.57,51
38944,COMP-02434,2026,Q4,15.04,0.325,30.7,53
38945,COMP-02435,2023,Q1,30.78,0.368,30.99,57
38946,COMP-02435,2023,Q2,32.4,0.348,24.84,58
38947,COMP-02435,2023,Q3,17.69,0.226,39.08,64
38948,COMP-02435,2023,Q4,26.52,0.252,37.55,63
38949,COMP-02435,2024,Q1,31.78,0.51,10.92,65
38950,COMP-02435,2024,Q2,27.47,0.214,28.67,49
38951,COMP-02435,2024,Q3,0.0,0.123,35.25,54
38952,COMP-02435,2024,Q4,23.46,0.321,39.23,64
38953,COMP-02435,2025,Q1,15.79,0.474,22.59,68
38954,COMP-02435,2025,Q2,22.07,0.366,25.79,52
38955,COMP-02435,2025,Q3,39.01,0.416,29.02,75
38956,COMP-02435,2025,Q4,43.58,0.366,20.12,79
38957,COMP-02435,2026,Q1,31.26,0.418,23.74,54
38958,COMP-02435,2026,Q2,22.41,0.357,34.99,66
38959,COMP-02435,2026,Q3,22.88,0.308,22.25,59
38960,COMP-02435,2026,Q4,35.04,0.36,31.92,64
38961,COMP-02436,2023,Q1,5.01,0.108,38.83,50
38962,COMP-02436,2023,Q2,21.34,0.223,31.04,48
38963,COMP-02436,2023,Q3,3.55,0.175,38.16,59
38964,COMP-02436,2023,Q4,17.42,0.374,18.78,47
38965,COMP-02436,2024,Q1,20.53,0.19,27.6,53
38966,COMP-02436,2024,Q2,21.12,0.322,24.51,52
38967,COMP-02436,2024,Q3,13.77,0.149,28.35,53
38969,COMP-02436,2025,Q1,21.73,0.287,23.33,55
38970,COMP-02436,2025,Q2,7.64,0.164,34.26,67
38971,COMP-02436,2025,Q3,16.32,0.35,19.7,67
38972,COMP-02436,2025,Q4,46.92,0.479,23.91,75
38973,COMP-02436,2026,Q1,30.24,0.269,29.98,62
38974,COMP-02436,2026,Q2,17.52,0.224,28.89,46
38975,COMP-02436,2026,Q3,20.66,0.307,30.43,56
38976,COMP-02436,2026,Q4,47.88,0.462,16.32,65
38977,COMP-02437,2023,Q1,27.9,0.345,30.1,58
38978,COMP-02437,2023,Q2,20.4,0.153,23.02,67
38979,COMP-02437,2023,Q3,2.9,0.147,38.04,54
38980,COMP-02437,2023,Q4,18.61,0.219,29.45,68
38981,COMP-02437,2024,Q1,21.08,0.275,40.0,65
38982,COMP-02437,2024,Q2,30.74,0.397,17.66,57
38983,COMP-02437,2024,Q3,24.42,0.272,26.4,55
38984,COMP-02437,2024,Q4,26.81,0.45,17.97,61
38985,COMP-02437,2025,Q1,27.83,0.449,26.53,57
38987,COMP-02437,2025,Q3,27.47,0.423,26.96,65
38988,COMP-02437,2025,Q4,20.69,0.282,31.54,56
38989,COMP-02437,2026,Q1,27.22,0.336,27.13,68
38990,COMP-02437,2026,Q2,31.55,0.372,28.06,71
38991,COMP-02437,2026,Q3,9.95,0.361,36.58,61
38992,COMP-02437,2026,Q4,33.21,0.484,26.09,74
38993,COMP-02438,2023,Q1,20.94,0.358,25.83,55
38994,COMP-02438,2023,Q2,26.27,0.403,22.53,54
38995,COMP-02438,2023,Q3,46.23,0.478,14.22,71
38996,COMP-02438,2023,Q4,29.2,0.295,32.23,59
38997,COMP-02438,2024,Q1,26.4,0.52,21.53,64
38998,COMP-02438,2024,Q2,47.53,0.644,12.36,68
38999,COMP-02438,2024,Q3,30.27,0.482,25.32,63
39000,COMP-02438,2024,Q4,52.23,0.687,13.74,73
39001,COMP-02438,2025,Q1,37.0,0.397,29.54,50
39002,COMP-02438,2025,Q2,34.97,0.466,25.59,60
39003,COMP-02438,2025,Q3,32.13,0.394,31.0,54
39004,COMP-02438,2025,Q4,15.49,0.29,27.16,49
39005,COMP-02438,2026,Q1,27.87,0.438,27.19,65
39006,COMP-02438,2026,Q2,43.44,0.447,10.51,66
39007,COMP-02438,2026,Q3,19.65,0.304,32.43,55
39008,COMP-02438,2026,Q4,41.5,0.31,16.06,65
39009,COMP-02439,2023,Q1,26.34,0.339,20.44,81
39010,COMP-02439,2023,Q2,18.09,0.361,38.77,53
39011,COMP-02439,2023,Q3,33.08,0.389,23.07,62
39012,COMP-02439,2023,Q4,0.0,0.137,40.0,58
39013,COMP-02439,2024,Q1,21.91,0.407,19.98,63
39014,COMP-02439,2024,Q2,30.12,0.294,26.52,63
39015,COMP-02439,2024,Q3,38.89,0.432,20.31,57
39016,COMP-02439,2024,Q4,33.71,0.354,26.55,47
39017,COMP-02439,2025,Q1,31.33,0.36,25.32,56
39018,COMP-02439,2025,Q2,37.15,0.252,27.56,47
39019,COMP-02439,2025,Q3,30.36,0.274,23.01,53
39020,COMP-02439,2025,Q4,1.25,0.144,34.16,67
39021,COMP-02439,2026,Q1,18.31,0.33,22.52,57
39022,COMP-02439,2026,Q2,27.0,0.371,40.0,57
39023,COMP-02439,2026,Q3,25.12,0.282,32.38,41
39025,COMP-02440,2023,Q1,11.0,0.197,40.0,43
39026,COMP-02440,2023,Q2,16.37,0.195,26.58,57
39027,COMP-02440,2023,Q3,21.7,0.345,38.01,67
39028,COMP-02440,2023,Q4,28.18,0.22,18.58,56
39029,COMP-02440,2024,Q1,27.02,0.337,33.76,70
39031,COMP-02440,2024,Q3,40.52,0.278,26.54,71
39032,COMP-02440,2024,Q4,20.38,0.235,27.81,53
39033,COMP-02440,2025,Q1,7.72,0.224,34.8,62
39034,COMP-02440,2025,Q2,36.46,0.28,19.52,61
39035,COMP-02440,2025,Q3,41.86,0.464,18.8,54
39036,COMP-02440,2025,Q4,21.57,0.279,31.28,57
39037,COMP-02440,2026,Q1,54.18,0.501,16.84,56
39038,COMP-02440,2026,Q2,6.67,0.206,36.57,48
39039,COMP-02440,2026,Q3,20.62,0.247,31.33,53
39040,COMP-02440,2026,Q4,23.4,0.317,21.93,68
39041,COMP-02441,2023,Q1,34.52,0.532,13.66,64
39043,COMP-02441,2023,Q3,30.04,0.358,21.25,58
39044,COMP-02441,2023,Q4,6.41,0.144,36.66,48
39045,COMP-02441,2024,Q1,35.43,0.452,12.62,70
39046,COMP-02441,2024,Q2,28.69,0.273,33.61,47
39047,COMP-02441,2024,Q3,48.03,0.533,17.24,61
39048,COMP-02441,2024,Q4,39.1,0.544,18.49,65
39049,COMP-02441,2025,Q1,23.57,0.351,24.66,70
39050,COMP-02441,2025,Q2,30.07,0.409,22.34,52
39051,COMP-02441,2025,Q3,30.46,0.275,22.89,45
39053,COMP-02441,2026,Q1,33.3,0.393,23.6,59
39054,COMP-02441,2026,Q2,40.68,0.467,19.73,74
39055,COMP-02441,2026,Q3,34.77,0.462,21.7,56
39056,COMP-02441,2026,Q4,29.57,0.375,21.25,64
39057,COMP-02442,2023,Q1,2.44,0.206,37.32,50
