company_id,country,company_size,num_employees,annual_revenue_usd_millions
COMP-01280,Japan,Enterprise,12957,6401.27
COMP-01281,Colombia,SME,581,470.93
COMP-01282,Poland,SME,669,213.53
COMP-01283,Japan,SME,280,199.48
COMP-01284,Philippines,SME,281,177.24
COMP-01285,Chile,Startup,13,46.01
COMP-01286,Nigeria,SME,620,441.29
COMP-01287,China,Enterprise,8082,9503.02
COMP-01288,Kenya,Enterprise,5524,2804.17
COMP-01289,Poland,SME,781,465.94
COMP-01290,Italy,Startup,99,6.79
COMP-01291,New Zealand,SME,955,312.49
COMP-01292,India,SME,249,84.87
COMP-01293,Spain,Startup,77,25.73
COMP-01294,Nigeria,Startup,49,16.23
COMP-01295,Philippines,Startup,58,36.15
COMP-01296,Indonesia,Enterprise,8619,9419.33
COMP-01297,Philippines,SME,519,390.62
COMP-01298,Australia,Startup,94,21.44
COMP-01299,Argentina,Startup,53,11.0
COMP-01300,Canada,Startup,30,15.25
COMP-01301,Sweden,Startup,28,15.94
COMP-01302,Australia,Enterprise,14779,7910.46
COMP-01303,India,SME,860,124.78
COMP-01304,Germany,Startup,64,49.42
COMP-01305,Netherlands,SME,330,451.01
COMP-01306,Singapore,Startup,60,26.56
COMP-01307,Netherlands,SME,703,482.64
COMP-01308,Nigeria,Startup,70,46.86
COMP-01309,Malaysia,Startup,59,1.52
COMP-01310,South Korea,SME,654,290.99
COMP-01311,Canada,SME,194,449.34
COMP-01312,USA,SME,191,467.11
COMP-01313,Vietnam,SME,471,253.77
COMP-01314,Brazil,SME,704,420.64
COMP-01315,Australia,Startup,74,29.79
COMP-01316,Japan,Startup,34,22.54
COMP-01317,Germany,Startup,61,6.65
COMP-01318,Poland,Startup,79,17.41
COMP-01319,Vietnam,SME,596,459.32
COMP-01320,France,Enterprise,9695,1367.59
COMP-01321,China,Enterprise,3376,634.87
COMP-01322,New Zealand,Startup,26,11.44
COMP-01323,Spain,SME,472,480.13
COMP-01324,Sweden,Enterprise,13716,1029.21
COMP-01325,Netherlands,SME,808,75.98
COMP-01326,Nigeria,SME,406,96.69
COMP-01327,Italy,Enterprise,18106,6307.75
COMP-01328,Malaysia,SME,378,223.03
COMP-01329,Brazil,SME,387,244.31
COMP-01330,UK,Startup,44,29.25
COMP-01331,Thailand,SME,464,414.49
COMP-01332,Sweden,SME,621,167.38
COMP-01333,Poland,SME,202,279.99
COMP-01334,Vietnam,Startup,58,28.89
COMP-01335,France,SME,921,466.62
COMP-01336,Vietnam,Enterprise,15266,4247.55
COMP-01337,UK,Startup,81,48.37
COMP-01338,Malaysia,SME,103,426.85
COMP-01339,Vietnam,Startup,37,16.73
COMP-01340,South Korea,Startup,29,12.29
COMP-01341,Indonesia,Startup,88,19.93
COMP-01342,Indonesia,SME,909,189.26
COMP-01343,Argentina,Startup,27,39.19
COMP-01344,Philippines,Startup,77,20.85
COMP-01345,Germany,Startup,43,4.14
COMP-01346,Colombia,Startup,95,34.18
COMP-01347,Spain,Startup,85,24.69
COMP-01348,Italy,Enterprise,12267,1350.88
COMP-01349,Netherlands,Startup,26,14.29
COMP-01350,China,Enterprise,14004,3983.45
COMP-01351,Colombia,Startup,13,43.71
COMP-01352,Australia,Enterprise,1687,3510.59
COMP-01353,Argentina,Enterprise,4127,5306.3
COMP-01354,Australia,Startup,36,32.58
COMP-01355,Australia,SME,869,54.42
COMP-01356,India,Startup,99,22.77
COMP-01357,Singapore,SME,326,417.24
COMP-01358,Egypt,SME,650,73.66
COMP-01359,Australia,SME,624,461.79
COMP-01360,Chile,Startup,54,1.1
COMP-01361,Egypt,Enterprise,11109,8945.51
COMP-01362,Philippines,SME,811,62.19
COMP-01363,Singapore,SME,165,468.34
COMP-01364,China,Startup,89,23.74
COMP-01365,Australia,Enterprise,18958,9313.58
COMP-01366,France,Enterprise,18573,8175.59
COMP-01367,Australia,SME,951,101.28
COMP-01368,Italy,Startup,42,23.46
COMP-01369,Egypt,Startup,27,32.31
COMP-01370,Philippines,SME,690,110.04
COMP-01371,Argentina,Startup,96,9.0
COMP-01372,Chile,SME,563,98.02
COMP-01373,Argentina,Startup,62,7.33
COMP-01374,Argentina,SME,413,329.68
COMP-01375,Kenya,SME,227,250.18
COMP-01376,Malaysia,Enterprise,1223,7248.34
COMP-01377,Netherlands,SME,246,381.16
COMP-01378,Indonesia,SME,138,498.95
COMP-01379,Indonesia,Startup,73,30.54
COMP-01380,Italy,Startup,55,2.06
COMP-01381,Brazil,Startup,91,44.09
COMP-01382,Germany,Enterprise,8210,4671.74
COMP-01383,Singapore,Enterprise,11942,3941.79
COMP-01384,India,SME,680,436.25
COMP-01385,Brazil,SME,109,173.83
COMP-01386,Canada,SME,317,357.13
COMP-01387,Germany,Startup,35,16.47
COMP-01388,Brazil,Enterprise,14732,1827.08
COMP-01389,Sweden,SME,624,252.07
COMP-01390,India,SME,189,160.09
COMP-01391,Spain,Startup,20,18.24
COMP-01392,South Africa,Startup,30,13.46
COMP-01393,Argentina,SME,547,374.33
COMP-01394,UK,SME,348,287.17
COMP-01395,India,Startup,24,34.51
COMP-01396,Nigeria,SME,183,135.25
COMP-01397,Chile,SME,938,314.51
COMP-01398,Indonesia,Enterprise,11464,5642.95
COMP-01399,Colombia,SME,315,484.95
COMP-01400,Sweden,Startup,81,37.34
COMP-01401,Japan,Enterprise,7697,2455.88
COMP-01402,Sweden,Enterprise,15196,6387.6
COMP-01403,South Korea,Startup,83,26.13
COMP-01404,Argentina,SME,677,81.86
COMP-01405,Singapore,SME,698,414.14
COMP-01406,Vietnam,SME,467,184.97
COMP-01407,Vietnam,SME,308,244.4
COMP-01408,South Korea,SME,922,129.15
COMP-01409,Vietnam,SME,591,71.64
COMP-01410,Chile,Enterprise,18943,5255.89
COMP-01411,France,SME,115,389.17
COMP-01412,Malaysia,SME,878,424.71
COMP-01413,Japan,SME,214,460.23
COMP-01414,Chile,SME,581,182.67
COMP-01415,India,Startup,80,13.36
COMP-01416,France,SME,260,96.56
COMP-01417,Australia,SME,101,458.14
COMP-01418,Chile,Startup,45,10.32
COMP-01419,Colombia,Startup,10,23.98
COMP-01420,Sweden,SME,676,98.25
COMP-01421,Argentina,SME,827,339.54
COMP-01422,Chile,SME,633,153.23
COMP-01423,Vietnam,Enterprise,9793,4827.88
COMP-01424,Chile,SME,578,496.23
COMP-01425,Indonesia,Startup,57,34.04
COMP-01426,Chile,Enterprise,18138,2624.32
COMP-01427,Kenya,SME,755,251.76
COMP-01428,South Korea,Enterprise,9697,9393.68
COMP-01429,USA,SME,270,128.65
COMP-01430,Canada,Startup,27,14.13
COMP-01431,Netherlands,SME,992,123.15
COMP-01432,France,SME,256,356.25
COMP-01433,Poland,SME,181,255.98
COMP-01434,China,SME,201,57.61
COMP-01435,Egypt,Startup,67,14.21
COMP-01436,Spain,SME,151,462.12
COMP-01437,Spain,SME,473,494.82
COMP-01438,Chile,SME,678,95.07
COMP-01439,New Zealand,SME,128,417.18
COMP-01440,Nigeria,SME,614,333.36
COMP-01441,Thailand,Startup,60,9.16
COMP-01442,Sweden,SME,908,346.08
COMP-01443,Egypt,SME,146,467.94
COMP-01444,Brazil,Startup,53,30.95
COMP-01445,South Africa,SME,261,336.79
COMP-01446,Sweden,SME,934,498.3
COMP-01447,Poland,Enterprise,17696,8252.54
COMP-01448,Germany,Enterprise,11955,4403.95
COMP-01449,Vietnam,Startup,20,31.87
COMP-01450,Italy,Startup,61,1.82
COMP-01451,Philippines,Startup,62,12.59
COMP-01452,Singapore,Startup,82,10.42
COMP-01453,France,Startup,28,20.93
COMP-01454,South Africa,SME,126,254.93
COMP-01455,Argentina,SME,266,385.89
COMP-01456,Thailand,SME,466,492.02
COMP-01457,India,SME,637,130.05
COMP-01458,Vietnam,Enterprise,8856,4448.46
COMP-01459,South Korea,SME,368,63.13
COMP-01460,China,SME,216,332.06
COMP-01461,India,Startup,86,49.79
COMP-01462,South Africa,Startup,11,45.92
COMP-01463,Thailand,SME,757,313.81
COMP-01464,USA,Enterprise,7213,8401.38
COMP-01465,Spain,Startup,35,27.12
COMP-01466,Malaysia,SME,554,117.25
COMP-01467,Australia,Startup,22,23.48
COMP-01468,UK,Enterprise,1078,4948.86
COMP-01469,Poland,SME,880,470.11
COMP-01470,South Africa,SME,596,371.7
COMP-01471,Singapore,Enterprise,5710,3411.2
COMP-01472,Brazil,Startup,77,39.06
COMP-01473,UK,SME,703,326.52
COMP-01474,Thailand,Enterprise,18700,2858.73
COMP-01475,Sweden,SME,198,289.99
COMP-01476,Egypt,SME,595,176.58
COMP-01477,Sweden,Enterprise,15889,9288.11
COMP-01478,Colombia,SME,314,499.09
COMP-01479,Germany,SME,982,233.57
COMP-01480,Singapore,Startup,34,2.54
COMP-01481,Germany,Startup,99,45.05
COMP-01482,Thailand,SME,655,267.74
COMP-01483,New Zealand,Enterprise,3686,7047.22
COMP-01484,Brazil,SME,347,293.91
COMP-01485,Japan,Startup,39,8.24
COMP-01486,Brazil,SME,772,173.09
COMP-01487,Colombia,Startup,69,3.18
COMP-01488,Germany,SME,638,469.52
COMP-01489,Poland,SME,157,55.98
COMP-01490,Germany,Startup,47,33.7
COMP-01491,Japan,Enterprise,4457,7772.66
COMP-01492,Indonesia,SME,836,291.44
COMP-01493,Colombia,Startup,22,11.44
COMP-01494,Thailand,SME,705,82.8
COMP-01495,Poland,SME,970,163.94
COMP-01496,Nigeria,Enterprise,4543,7482.75
COMP-01497,USA,SME,299,284.4
COMP-01498,UK,SME,431,183.6
COMP-01499,Japan,SME,355,90.82
COMP-01500,Poland,Enterprise,6095,7339.97
COMP-01501,Colombia,SME,799,210.23
COMP-01502,Brazil,SME,313,194.03
COMP-01503,Netherlands,Startup,33,40.31
COMP-01504,Sweden,Enterprise,10215,1611.34
COMP-01505,Philippines,SME,762,433.93
COMP-01506,New Zealand,Enterprise,16638,5378.42
COMP-01507,Brazil,SME,285,291.06
COMP-01508,Germany,Startup,65,24.12
COMP-01509,Philippines,Startup,71,42.49
COMP-01510,France,Startup,63,29.07
COMP-01511,Poland,Startup,79,39.9
COMP-01512,India,Enterprise,6972,1509.53
COMP-01513,Argentina,Startup,99,9.36
COMP-01514,Philippines,SME,523,86.9
COMP-01515,South Korea,Enterprise,12953,3623.22
COMP-01516,Nigeria,Startup,36,38.22
COMP-01517,South Korea,SME,748,369.18
COMP-01518,Argentina,Startup,64,28.62
COMP-01519,Singapore,Enterprise,3860,7548.96
COMP-01520,Indonesia,SME,605,443.48
COMP-01521,Malaysia,Startup,97,10.26
COMP-01522,Kenya,Startup,45,5.01
COMP-01523,Italy,SME,208,312.47
COMP-01524,Colombia,SME,437,107.25
COMP-01525,Vietnam,Startup,18,33.29
COMP-01526,Philippines,Enterprise,6021,1579.64
COMP-01527,New Zealand,SME,898,439.38
COMP-01528,Australia,Startup,40,33.68
COMP-01529,South Africa,SME,640,292.85
COMP-01530,Australia,SME,343,234.72
COMP-01531,Poland,SME,158,410.82
COMP-01532,Germany,SME,747,444.17
COMP-01533,Argentina,SME,538,92.86
COMP-01534,Malaysia,Enterprise,13682,6007.83
COMP-01535,France,SME,934,72.65
COMP-01536,Philippines,Startup,34,37.42
COMP-01537,Colombia,Enterprise,6330,6823.68
COMP-01538,Canada,Enterprise,18558,4036.92
COMP-01539,Germany,SME,945,252.53
COMP-01540,Argentina,Startup,52,8.82
COMP-01541,China,Enterprise,3765,5835.15
COMP-01542,Australia,Enterprise,3972,2496.12
COMP-01543,India,Enterprise,19653,9716.11
COMP-01544,Brazil,Enterprise,15706,1353.31
COMP-01545,Italy,Enterprise,12095,7125.6
COMP-01546,Japan,SME,845,90.69
COMP-01547,Brazil,Startup,51,13.67
COMP-01548,Italy,Startup,17,25.33
COMP-01549,Vietnam,Enterprise,8642,9350.76
COMP-01550,China,Enterprise,5782,645.45
COMP-01551,Malaysia,SME,738,232.89
COMP-01552,Singapore,Enterprise,10957,9157.75
COMP-01553,Brazil,Startup,29,8.8
COMP-01554,Netherlands,Startup,32,46.07
COMP-01555,UK,SME,157,275.13
COMP-01556,India,SME,892,374.05
COMP-01557,Indonesia,SME,502,451.34
COMP-01558,Brazil,SME,866,462.92
COMP-01559,Canada,Startup,42,44.26
COMP-01560,France,SME,204,257.92
COMP-01561,Philippines,Startup,85,49.09
COMP-01562,New Zealand,Startup,11,23.18
COMP-01563,Malaysia,Enterprise,1737,9635.32
COMP-01564,Australia,SME,722,432.26
COMP-01565,Poland,SME,579,392.98
COMP-01566,Malaysia,Startup,26,22.17
COMP-01567,Netherlands,Enterprise,7519,7573.67
COMP-01568,France,SME,801,87.47
COMP-01569,Netherlands,Enterprise,18709,668.28
COMP-01570,Netherlands,SME,401,222.06
COMP-01571,Singapore,Startup,49,18.78
COMP-01572,Japan,Startup,56,24.71
COMP-01573,Sweden,Startup,18,17.77
COMP-01574,Argentina,Enterprise,12017,7007.56
COMP-01575,UK,Startup,74,4.76
COMP-01576,Malaysia,Enterprise,14322,4170.5
COMP-01577,Vietnam,SME,817,385.14
COMP-01578,Argentina,Startup,39,33.58
COMP-01579,Kenya,SME,279,342.94
COMP-01580,Argentina,Enterprise,1021,4434.25
COMP-01581,China,SME,669,369.38
COMP-01582,South Korea,SME,189,293.25
COMP-01583,Nigeria,Enterprise,13726,2486.05
COMP-01584,Nigeria,Startup,22,31.84
COMP-01585,Chile,SME,754,123.92
COMP-01586,Italy,SME,835,460.49
COMP-01587,Egypt,Startup,34,2.93
COMP-01588,Thailand,SME,989,450.43
COMP-01589,Chile,Startup,22,26.97
COMP-01590,Vietnam,Startup,80,31.8
COMP-01591,Brazil,Startup,71,37.39
COMP-01592,South Korea,Enterprise,3650,6520.66
COMP-01593,Brazil,Startup,51,22.7
COMP-01594,Thailand,Startup,73,44.24
COMP-01595,Italy,Startup,29,48.05
COMP-01596,Sweden,SME,265,236.18
COMP-01597,Indonesia,SME,716,386.65
COMP-01598,Indonesia,SME,178,139.62
COMP-01599,China,Startup,98,37.03
COMP-01600,France,SME,526,111.79
COMP-01601,Colombia,SME,309,224.26
COMP-01602,Netherlands,SME,185,380.64
COMP-01603,Nigeria,SME,795,270.86
COMP-01604,Chile,SME,890,101.63
COMP-01605,Japan,Startup,89,35.69
COMP-01606,Germany,Startup,59,49.97
COMP-01607,Malaysia,SME,898,179.67
COMP-01608,Spain,Startup,98,36.34
COMP-01609,Colombia,SME,517,491.85
COMP-01610,Malaysia,Enterprise,19746,9492.69
COMP-01611,Malaysia,Startup,41,41.37
COMP-01612,Netherlands,SME,843,293.04
COMP-01613,Sweden,SME,312,377.4
COMP-01614,Vietnam,Enterprise,11542,2350.98
COMP-01615,Malaysia,Startup,27,25.13
COMP-01616,Malaysia,SME,922,147.96
COMP-01617,Spain,Startup,46,44.67
COMP-01618,Germany,Enterprise,15429,6273.01
COMP-01619,China,SME,989,428.5
COMP-01620,Sweden,SME,634,206.99
COMP-01621,Germany,SME,179,443.35
COMP-01622,Colombia,SME,458,491.34
COMP-01623,China,Enterprise,11086,6459.48
COMP-01624,Spain,Enterprise,8756,9123.63
COMP-01625,New Zealand,Startup,53,37.04
COMP-01626,Netherlands,Startup,75,12.4
COMP-01627,Germany,Startup,97,16.98
COMP-01628,UK,Startup,79,25.48
COMP-01629,Australia,Enterprise,6906,6422.41
COMP-01630,Italy,SME,252,363.36
COMP-01631,Philippines,Enterprise,19961,7564.22
COMP-01632,India,Startup,93,15.44
COMP-01633,Singapore,SME,565,61.65
COMP-01634,Indonesia,Enterprise,17988,3190.58
COMP-01635,Brazil,Startup,62,30.09
COMP-01636,Chile,Startup,13,18.45
COMP-01637,China,Startup,86,33.14
COMP-01638,Kenya,Startup,42,4.85
COMP-01639,Japan,Startup,30,48.76
COMP-01640,Germany,Enterprise,1519,5904.75
COMP-01641,India,Startup,28,47.15
COMP-01642,Italy,Enterprise,6781,4397.89
COMP-01643,New Zealand,SME,240,72.12
COMP-01644,Sweden,SME,945,185.75
COMP-01645,Italy,Startup,57,45.54
COMP-01646,Spain,Startup,26,22.87
COMP-01647,South Africa,Startup,66,47.28
COMP-01648,Argentina,Enterprise,2353,1726.12
COMP-01649,USA,SME,455,471.46
COMP-01650,Canada,SME,904,66.35
COMP-01651,India,Startup,59,36.7
COMP-01652,Australia,Enterprise,13231,7391.95
COMP-01653,Netherlands,Startup,74,41.1
COMP-01654,Italy,Enterprise,4057,7145.51
COMP-01655,France,SME,391,112.28
COMP-01656,Indonesia,SME,386,314.32
COMP-01657,China,Startup,69,34.21
COMP-01658,Netherlands,SME,422,90.72
COMP-01659,Vietnam,Startup,24,13.89
COMP-01660,USA,SME,661,243.92
COMP-01661,UK,Startup,27,22.46
COMP-01662,Italy,SME,142,163.04
COMP-01663,Italy,Startup,51,36.74
COMP-01664,China,SME,997,224.63
COMP-01665,South Korea,SME,248,390.56
COMP-01666,Egypt,Startup,39,14.68
COMP-01667,Philippines,SME,369,442.99
COMP-01668,Spain,SME,763,443.51
COMP-01669,Nigeria,SME,435,167.46
COMP-01670,Japan,SME,910,282.65
COMP-01671,Colombia,Enterprise,17057,4308.38
COMP-01672,Netherlands,Enterprise,4258,8128.85
COMP-01673,Australia,Startup,56,14.89
COMP-01674,Colombia,SME,470,211.49
COMP-01675,Italy,SME,948,307.05
COMP-01676,Japan,SME,901,433.07
COMP-01677,Sweden,Startup,82,14.09
COMP-01678,Brazil,SME,551,274.19
COMP-01679,Italy,SME,245,420.69
COMP-01680,New Zealand,SME,338,153.83
COMP-01681,South Korea,Startup,25,38.84
COMP-01682,Malaysia,Enterprise,10148,5722.0
COMP-01683,Brazil,SME,897,263.35
COMP-01684,Poland,Enterprise,10719,2029.35
COMP-01685,Indonesia,SME,688,474.7
COMP-01686,Germany,SME,275,126.99
COMP-01687,Brazil,Startup,82,28.94
COMP-01688,Brazil,Enterprise,12157,5424.03
COMP-01689,Brazil,Startup,80,9.54
COMP-01690,New Zealand,SME,261,499.64
COMP-01691,Spain,Startup,60,30.49
COMP-01692,Chile,SME,541,488.79
COMP-01693,Italy,SME,619,197.71
COMP-01694,China,SME,569,321.53
COMP-01695,Singapore,SME,738,495.18
COMP-01696,USA,Startup,24,16.48
COMP-01697,Italy,Startup,19,39.14
COMP-01698,Germany,SME,793,106.23
COMP-01699,UK,SME,612,359.76
COMP-01700,Thailand,Enterprise,3956,6008.15
COMP-01701,Vietnam,SME,909,214.35
COMP-01702,Italy,Startup,59,38.93
COMP-01703,New Zealand,Startup,26,33.66
COMP-01704,Spain,Startup,63,46.85
COMP-01705,France,SME,364,414.24
COMP-01706,USA,Enterprise,16197,7603.15
COMP-01707,New Zealand,Startup,75,26.36
COMP-01708,Egypt,SME,531,433.82
COMP-01709,Singapore,Startup,62,16.84
COMP-01710,Thailand,Enterprise,7772,3243.97
COMP-01711,Brazil,SME,888,316.11
COMP-01712,South Korea,Enterprise,12934,4454.71
COMP-01713,Poland,SME,544,319.55
COMP-01714,Spain,SME,458,458.78
COMP-01715,China,SME,930,278.68
COMP-01716,USA,Startup,80,4.52
COMP-01717,Egypt,Enterprise,13818,8238.37
COMP-01718,Thailand,Startup,75,29.33
COMP-01719,South Africa,Enterprise,9872,1287.69
COMP-01720,South Korea,Startup,68,22.3
COMP-01721,Nigeria,SME,329,136.0
COMP-01722,South Korea,Startup,19,1.24
COMP-01723,Spain,SME,649,97.83
COMP-01724,Japan,SME,352,279.81
COMP-01725,Germany,Startup,27,41.91
COMP-01726,South Africa,Startup,67,6.65
COMP-01727,Chile,SME,513,266.72
COMP-01728,Colombia,Startup,12,13.86
COMP-01729,Sweden,Startup,90,14.43
COMP-01730,Poland,Startup,30,4.41
COMP-01731,Singapore,SME,238,467.15
COMP-01732,Sweden,SME,783,326.91
COMP-01733,Thailand,Startup,53,43.44
COMP-01734,Poland,Enterprise,4144,4131.25
COMP-01735,Colombia,SME,176,374.89
COMP-01736,USA,Startup,67,7.31
COMP-01737,Poland,Startup,86,3.42
COMP-01738,China,SME,816,415.39
COMP-01739,India,SME,241,352.85
COMP-01740,France,SME,251,111.43
COMP-01741,Germany,SME,862,488.01
COMP-01742,Australia,Startup,17,5.56
COMP-01743,Kenya,Enterprise,8631,4429.62
COMP-01744,Chile,Enterprise,11006,8504.27
COMP-01745,Singapore,SME,912,347.21
COMP-01746,Sweden,Enterprise,19680,5692.84
COMP-01747,Vietnam,SME,256,386.9
COMP-01748,Japan,Startup,92,10.51
COMP-01749,India,Startup,42,46.81
COMP-01750,Colombia,SME,154,68.13
COMP-01751,Italy,SME,371,216.04
COMP-01752,China,Startup,63,46.5
COMP-01753,Sweden,Enterprise,15830,6836.85
COMP-01754,South Korea,Startup,74,2.9
COMP-01755,Italy,Startup,84,41.73
COMP-01756,Spain,SME,370,290.1
COMP-01757,Nigeria,Startup,39,11.2
COMP-01758,France,SME,862,439.54
COMP-01759,Netherlands,Startup,22,4.85
COMP-01760,India,SME,290,436.44
COMP-01761,Brazil,Enterprise,17182,5186.75
COMP-01762,France,Startup,19,13.71
COMP-01763,France,SME,751,462.63
COMP-01764,Thailand,Startup,93,14.04
COMP-01765,Nigeria,SME,892,277.6
COMP-01766,USA,SME,788,407.88
COMP-01767,France,Startup,34,22.93
COMP-01768,Chile,Startup,32,14.37
COMP-01769,Chile,Startup,59,44.5
COMP-01770,Thailand,SME,797,257.05
COMP-01771,Italy,SME,957,177.69
COMP-01772,Egypt,SME,282,202.02
COMP-01773,France,Startup,43,12.87
COMP-01774,Thailand,Enterprise,14275,684.74
COMP-01775,Brazil,Startup,72,11.85
COMP-01776,Australia,SME,835,443.49
COMP-01777,South Africa,Enterprise,16462,3688.29
COMP-01778,Germany,Startup,75,32.76
COMP-01779,Japan,SME,848,344.3
COMP-01780,South Africa,SME,684,465.45
COMP-01781,India,SME,676,107.2
COMP-01782,UK,Startup,91,33.06
COMP-01783,Kenya,Startup,85,10.87
COMP-01784,Canada,Startup,16,2.38
COMP-01785,UK,SME,621,446.67
COMP-01786,Japan,SME,853,359.78
COMP-01787,Chile,SME,919,404.45
COMP-01788,Spain,Startup,72,38.87
COMP-01789,New Zealand,Startup,33,29.61
COMP-01790,New Zealand,SME,668,196.03
COMP-01791,Nigeria,Startup,80,45.67
COMP-01792,Colombia,Startup,41,1.25
COMP-01793,China,SME,898,351.07
COMP-01794,Malaysia,Startup,30,38.96
COMP-01795,Germany,Startup,44,31.68
COMP-01796,Sweden,Startup,41,38.73
COMP-01797,Colombia,Startup,37,48.16
COMP-01798,Sweden,SME,882,378.92
COMP-01799,Brazil,Startup,93,36.76
COMP-01800,Thailand,SME,172,324.96
COMP-01801,Brazil,Startup,87,13.86
COMP-01802,Chile,SME,221,93.57
COMP-01803,Netherlands,Enterprise,10371,6699.72
COMP-01804,Vietnam,SME,372,491.65
COMP-01805,Malaysia,Startup,77,12.18
COMP-01806,India,Startup,98,25.59
COMP-01807,Egypt,Enterprise,3586,5120.85
COMP-01808,South Korea,SME,602,168.37
COMP-01809,Spain,Startup,17,13.99
COMP-01810,South Africa,Startup,19,5.05
COMP-01811,China,SME,897,270.81
COMP-01812,Japan,SME,861,474.6
COMP-01813,Poland,Startup,57,4.49
COMP-01814,Australia,SME,302,98.34
COMP-01815,Spain,Startup,80,45.7
COMP-01816,South Africa,Startup,99,44.86
COMP-01817,Italy,SME,320,436.7
COMP-01818,Philippines,SME,654,54.19
COMP-01819,Canada,Startup,19,27.65
COMP-01820,Italy,Startup,64,9.06
COMP-01821,Spain,SME,101,418.74
COMP-01822,Philippines,Startup,46,3.31
COMP-01823,Colombia,Enterprise,4006,5586.02
COMP-01824,Indonesia,Startup,10,41.83
COMP-01825,Chile,Enterprise,9378,5747.21
COMP-01826,UK,Enterprise,19890,2308.93
COMP-01827,Colombia,Startup,86,17.01
COMP-01828,South Africa,SME,530,453.04
COMP-01829,China,SME,325,116.35
COMP-01830,New Zealand,SME,159,393.62
COMP-01831,Spain,Enterprise,15574,6760.83
COMP-01832,New Zealand,Enterprise,16517,8637.82
COMP-01833,Japan,SME,532,476.79
COMP-01834,India,SME,700,78.91
COMP-01835,Vietnam,Startup,41,29.8
COMP-01836,Argentina,Startup,38,48.35
COMP-01837,Singapore,SME,244,243.64
COMP-01838,Germany,SME,533,424.85
COMP-01839,Japan,Startup,90,2.53
COMP-01840,Indonesia,Startup,29,4.25
COMP-01841,Japan,Startup,74,16.72
COMP-01842,South Korea,SME,700,231.2
COMP-01843,France,Startup,60,10.5
COMP-01844,Japan,Startup,21,29.1
COMP-01845,Malaysia,Startup,41,43.22
COMP-01846,Spain,SME,770,114.19
COMP-01847,India,SME,391,423.36
COMP-01848,UK,SME,972,328.81
COMP-01849,China,SME,648,340.59
COMP-01850,Brazil,Startup,90,47.34
COMP-01851,China,Startup,67,12.48
COMP-01852,Singapore,Enterprise,9080,7450.96
COMP-01853,New Zealand,SME,748,310.61
COMP-01854,China,Startup,81,5.88
COMP-01855,Germany,SME,924,168.36
COMP-01856,Malaysia,Startup,28,34.49
COMP-01857,Kenya,Enterprise,7709,2160.47
COMP-01858,Nigeria,Startup,84,14.86
COMP-01859,USA,SME,179,60.89
COMP-01860,Sweden,SME,225,315.18
COMP-01861,Italy,SME,575,382.52
COMP-01862,France,SME,661,331.69
COMP-01863,Japan,SME,122,261.07
COMP-01864,Canada,SME,870,486.8
COMP-01865,Sweden,Startup,48,21.79
COMP-01866,Canada,SME,151,294.53
COMP-01867,Germany,Enterprise,15635,1603.72
COMP-01868,Egypt,Startup,62,8.28
COMP-01869,UK,Startup,88,5.93
COMP-01870,Brazil,Enterprise,11047,2337.75
COMP-01871,Vietnam,Enterprise,5608,9019.09
COMP-01872,India,Startup,70,45.68
COMP-01873,Germany,SME,487,252.82
COMP-01874,Singapore,SME,551,342.87
COMP-01875,Canada,SME,312,451.68
COMP-01876,India,SME,858,323.49
COMP-01877,USA,SME,855,151.34
COMP-01878,Brazil,Startup,53,19.3
COMP-01879,Vietnam,Enterprise,16856,8427.08
COMP-01880,Italy,Startup,40,43.67
COMP-01881,Kenya,Enterprise,16471,4283.38
COMP-01882,Italy,Enterprise,4770,3758.18
COMP-01883,Japan,Startup,92,25.32
COMP-01884,Japan,Startup,78,47.93
COMP-01885,Egypt,SME,802,228.78
COMP-01886,Spain,Startup,65,30.58
COMP-01887,Poland,SME,212,145.78
COMP-01888,Thailand,Startup,78,7.13
COMP-01889,Philippines,SME,905,300.57
COMP-01890,Egypt,Enterprise,2184,9339.26
COMP-01891,Australia,SME,627,497.97
COMP-01892,New Zealand,Startup,51,12.72
COMP-01893,New Zealand,Startup,12,16.91
COMP-01894,Germany,Startup,97,46.62
COMP-01895,UK,Enterprise,11720,3103.4
COMP-01896,France,Enterprise,3686,4149.53
COMP-01897,Australia,SME,914,116.88
COMP-01898,Poland,Enterprise,5262,2359.59
COMP-01899,Australia,Enterprise,12236,4239.98
COMP-01900,France,SME,119,495.15
COMP-01901,Netherlands,Startup,79,23.49
COMP-01902,Malaysia,Enterprise,13674,1500.02
COMP-01903,Spain,SME,253,275.26
COMP-01904,USA,Startup,36,25.89
COMP-01905,Indonesia,SME,739,414.77
COMP-01906,Indonesia,Enterprise,2054,5252.9
COMP-01907,Egypt,Startup,20,46.07
COMP-01908,Netherlands,SME,581,215.23
COMP-01909,South Africa,Startup,65,8.26
COMP-01910,South Korea,Enterprise,3627,6017.57
COMP-01911,Sweden,SME,158,367.47
COMP-01912,New Zealand,Startup,54,21.45
COMP-01913,Malaysia,SME,736,284.84
COMP-01914,Singapore,Startup,14,36.52
COMP-01915,South Africa,SME,788,102.9
COMP-01916,Japan,SME,124,380.68
COMP-01917,Colombia,SME,437,403.94
COMP-01918,Brazil,SME,330,134.56
COMP-01919,Vietnam,SME,594,201.4
COMP-01920,Australia,SME,467,455.86
COMP-01921,Vietnam,Enterprise,9186,871.25
