company_id,industry,country,company_size
COMP-01378,Retail,Indonesia,SME
COMP-01379,Logistics,Indonesia,Startup
COMP-01380,Healthcare,Italy,Startup
COMP-01381,Technology,Brazil,Startup
COMP-01382,Healthcare,Germany,Enterprise
COMP-01383,Retail,Singapore,Enterprise
COMP-01384,Technology,India,SME
COMP-01385,Technology,Brazil,SME
COMP-01386,Technology,Canada,SME
COMP-01387,Manufacturing,Germany,Startup
COMP-01388,Agriculture,Brazil,Enterprise
COMP-01389,Healthcare,Sweden,SME
COMP-01390,Education,India,SME
COMP-01391,Healthcare,Spain,Startup
COMP-01392,Logistics,South Africa,Startup
COMP-01393,Manufacturing,Argentina,SME
COMP-01394,Healthcare,UK,SME
COMP-01395,Agriculture,India,Startup
COMP-01396,Healthcare,Nigeria,SME
COMP-01397,Healthcare,Chile,SME
COMP-01398,Technology,Indonesia,Enterprise
COMP-01399,Finance,Colombia,SME
COMP-01400,Retail,Sweden,Startup
COMP-01401,Finance,Japan,Enterprise
COMP-01402,Finance,Sweden,Enterprise
COMP-01403,Education,South Korea,Startup
COMP-01404,Technology,Argentina,SME
COMP-01405,Manufacturing,Singapore,SME
COMP-01406,Retail,Vietnam,SME
COMP-01407,Technology,Vietnam,SME
COMP-01408,Agriculture,South Korea,SME
COMP-01409,Logistics,Vietnam,SME
COMP-01410,Agriculture,Chile,Enterprise
COMP-01411,Manufacturing,France,SME
COMP-01412,Technology,Malaysia,SME
COMP-01413,Logistics,Japan,SME
COMP-01414,Retail,Chile,SME
COMP-01415,Agriculture,India,Startup
COMP-01416,Consulting,France,SME
COMP-01417,Technology,Australia,SME
COMP-01418,Agriculture,Chile,Startup
COMP-01419,Manufacturing,Colombia,Startup
COMP-01420,Consulting,Sweden,SME
COMP-01421,Finance,Argentina,SME
COMP-01422,Healthcare,Chile,SME
COMP-01423,Education,Vietnam,Enterprise
COMP-01424,Manufacturing,Chile,SME
COMP-01425,Technology,Indonesia,Startup
COMP-01426,Manufacturing,Chile,Enterprise
COMP-01427,Retail,Kenya,SME
COMP-01428,Manufacturing,South Korea,Enterprise
COMP-01429,Agriculture,USA,SME
COMP-01430,Healthcare,Canada,Startup
COMP-01431,Finance,Netherlands,SME
COMP-01432,Consulting,France,SME
COMP-01433,Logistics,Poland,SME
COMP-01434,Finance,China,SME
COMP-01435,Agriculture,Egypt,Startup
COMP-01436,Education,Spain,SME
COMP-01437,Agriculture,Spain,SME
COMP-01438,Manufacturing,Chile,SME
COMP-01439,Healthcare,New Zealand,SME
COMP-01440,Healthcare,Nigeria,SME
COMP-01441,Consulting,Thailand,Startup
COMP-01442,Technology,Sweden,SME
COMP-01443,Education,Egypt,SME
COMP-01444,Retail,Brazil,Startup
COMP-01445,Education,South Africa,SME
COMP-01446,Manufacturing,Sweden,SME
COMP-01447,Agriculture,Poland,Enterprise
COMP-01448,Retail,Germany,Enterprise
COMP-01449,Finance,Vietnam,Startup
COMP-01450,Technology,Italy,Startup
COMP-01451,Manufacturing,Philippines,Startup
COMP-01452,Logistics,Singapore,Startup
COMP-01453,Education,France,Startup
COMP-01454,Consulting,South Africa,SME
COMP-01455,Consulting,Argentina,SME
COMP-01456,Healthcare,Thailand,SME
COMP-01457,Healthcare,India,SME
COMP-01458,Manufacturing,Vietnam,Enterprise
COMP-01459,Technology,South Korea,SME
COMP-01460,Manufacturing,China,SME
COMP-01461,Finance,India,Startup
COMP-01462,Healthcare,South Africa,Startup
COMP-01463,Manufacturing,Thailand,SME
COMP-01464,Logistics,USA,Enterprise
COMP-01465,Technology,Spain,Startup
COMP-01466,Logistics,Malaysia,SME
COMP-01467,Finance,Australia,Startup
COMP-01468,Healthcare,UK,Enterprise
COMP-01469,Healthcare,Poland,SME
COMP-01470,Technology,South Africa,SME
COMP-01471,Healthcare,Singapore,Enterprise
COMP-01472,Retail,Brazil,Startup
COMP-01473,Finance,UK,SME
COMP-01474,Finance,Thailand,Enterprise
COMP-01475,Manufacturing,Sweden,SME
COMP-01476,Education,Egypt,SME
COMP-01477,Education,Sweden,Enterprise
COMP-01478,Manufacturing,Colombia,SME
COMP-01479,Agriculture,Germany,SME
COMP-01480,Agriculture,Singapore,Startup
COMP-01481,Education,Germany,Startup
COMP-01482,Technology,Thailand,SME
COMP-01483,Technology,New Zealand,Enterprise
COMP-01484,Finance,Brazil,SME
COMP-01485,Retail,Japan,Startup
COMP-01486,Education,Brazil,SME
COMP-01487,Agriculture,Colombia,Startup
COMP-01488,Manufacturing,Germany,SME
COMP-01489,Healthcare,Poland,SME
COMP-01490,Agriculture,Germany,Startup
COMP-01491,Healthcare,Japan,Enterprise
COMP-01492,Healthcare,Indonesia,SME
COMP-01493,Finance,Colombia,Startup
COMP-01494,Healthcare,Thailand,SME
COMP-01495,Healthcare,Poland,SME
COMP-01496,Education,Nigeria,Enterprise
COMP-01497,Logistics,USA,SME
COMP-01498,Manufacturing,UK,SME
COMP-01499,Technology,Japan,SME
COMP-01500,Manufacturing,Poland,Enterprise
COMP-01501,Finance,Colombia,SME
COMP-01502,Healthcare,Brazil,SME
COMP-01503,Logistics,Netherlands,Startup
COMP-01504,Finance,Sweden,Enterprise
COMP-01505,Technology,Philippines,SME
COMP-01506,Logistics,New Zealand,Enterprise
COMP-01507,Consulting,Brazil,SME
COMP-01508,Manufacturing,Germany,Startup
COMP-01509,Finance,Philippines,Startup
COMP-01510,Retail,France,Startup
COMP-01511,Education,Poland,Startup
COMP-01512,Manufacturing,India,Enterprise
COMP-01513,Retail,Argentina,Startup
COMP-01514,Healthcare,Philippines,SME
COMP-01515,Manufacturing,South Korea,Enterprise
COMP-01516,Finance,Nigeria,Startup
COMP-01517,Finance,South Korea,SME
COMP-01518,Healthcare,Argentina,Startup
COMP-01519,Agriculture,Singapore,Enterprise
COMP-01520,Retail,Indonesia,SME
COMP-01521,Manufacturing,Malaysia,Startup
COMP-01522,Technology,Kenya,Startup
COMP-01523,Finance,Italy,SME
COMP-01524,Agriculture,Colombia,SME
COMP-01525,Technology,Vietnam,Startup
COMP-01526,Education,Philippines,Enterprise
COMP-01527,Retail,New Zealand,SME
COMP-01528,Technology,Australia,Startup
COMP-01529,Consulting,South Africa,SME
COMP-01530,Finance,Australia,SME
COMP-01531,Agriculture,Poland,SME
COMP-01532,Technology,Germany,SME
COMP-01533,Healthcare,Argentina,SME
COMP-01534,Finance,Malaysia,Enterprise
COMP-01535,Education,France,SME
COMP-01536,Retail,Philippines,Startup
COMP-01537,Education,Colombia,Enterprise
COMP-01538,Agriculture,Canada,Enterprise
COMP-01539,Finance,Germany,SME
COMP-01540,Finance,Argentina,Startup
COMP-01541,Finance,China,Enterprise
COMP-01542,Healthcare,Australia,Enterprise
COMP-01543,Technology,India,Enterprise
COMP-01544,Technology,Brazil,Enterprise
COMP-01545,Logistics,Italy,Enterprise
COMP-01546,Manufacturing,Japan,SME
COMP-01547,Education,Brazil,Startup
COMP-01548,Logistics,Italy,Startup
COMP-01549,Healthcare,Vietnam,Enterprise
COMP-01550,Retail,China,Enterprise
COMP-01551,Retail,Malaysia,SME
COMP-01552,Technology,Singapore,Enterprise
COMP-01553,Finance,Brazil,Startup
COMP-01554,Healthcare,Netherlands,Startup
COMP-01555,Healthcare,UK,SME
COMP-01556,Education,India,SME
COMP-01557,Agriculture,Indonesia,SME
COMP-01558,Retail,Brazil,SME
COMP-01559,Logistics,Canada,Startup
COMP-01560,Technology,France,SME
COMP-01561,Education,Philippines,Startup
COMP-01562,Finance,New Zealand,Startup
COMP-01563,Finance,Malaysia,Enterprise
COMP-01564,Consulting,Australia,SME
COMP-01565,Education,Poland,SME
COMP-01566,Consulting,Malaysia,Startup
COMP-01567,Consulting,Netherlands,Enterprise
COMP-01568,Finance,France,SME
COMP-01569,Agriculture,Netherlands,Enterprise
COMP-01570,Education,Netherlands,SME
COMP-01571,Agriculture,Singapore,Startup
COMP-01572,Manufacturing,Japan,Startup
COMP-01573,Healthcare,Sweden,Startup
COMP-01574,Manufacturing,Argentina,Enterprise
COMP-01575,Retail,UK,Startup
COMP-01576,Finance,Malaysia,Enterprise
COMP-01577,Technology,Vietnam,SME
COMP-01578,Agriculture,Argentina,Startup
COMP-01579,Technology,Kenya,SME
COMP-01580,Technology,Argentina,Enterprise
COMP-01581,Education,China,SME
COMP-01582,Logistics,South Korea,SME
COMP-01583,Finance,Nigeria,Enterprise
COMP-01584,Agriculture,Nigeria,Startup
COMP-01585,Agriculture,Chile,SME
COMP-01586,Manufacturing,Italy,SME
COMP-01587,Retail,Egypt,Startup
COMP-01588,Technology,Thailand,SME
COMP-01589,Retail,Chile,Startup
COMP-01590,Agriculture,Vietnam,Startup
COMP-01591,Technology,Brazil,Startup
COMP-01592,Finance,South Korea,Enterprise
COMP-01593,Healthcare,Brazil,Startup
COMP-01594,Manufacturing,Thailand,Startup
COMP-01595,Retail,Italy,Startup
COMP-01596,Consulting,Sweden,SME
COMP-01597,Retail,Indonesia,SME
COMP-01598,Finance,Indonesia,SME
COMP-01599,Finance,China,Startup
COMP-01600,Agriculture,France,SME
COMP-01601,Logistics,Colombia,SME
COMP-01602,Finance,Netherlands,SME
COMP-01603,Technology,Nigeria,SME
COMP-01604,Healthcare,Chile,SME
COMP-01605,Education,Japan,Startup
COMP-01606,Consulting,Germany,Startup
COMP-01607,Logistics,Malaysia,SME
COMP-01608,Retail,Spain,Startup
COMP-01609,Healthcare,Colombia,SME
COMP-01610,Healthcare,Malaysia,Enterprise
COMP-01611,Education,Malaysia,Startup
COMP-01612,Technology,Netherlands,SME
COMP-01613,Education,Sweden,SME
COMP-01614,Logistics,Vietnam,Enterprise
COMP-01615,Healthcare,Malaysia,Startup
COMP-01616,Manufacturing,Malaysia,SME
COMP-01617,Finance,Spain,Startup
COMP-01618,Education,Germany,Enterprise
COMP-01619,Consulting,China,SME
COMP-01620,Education,Sweden,SME
COMP-01621,Manufacturing,Germany,SME
COMP-01622,Consulting,Colombia,SME
COMP-01623,Logistics,China,Enterprise
COMP-01624,Healthcare,Spain,Enterprise
COMP-01625,Manufacturing,New Zealand,Startup
COMP-01626,Retail,Netherlands,Startup
COMP-01627,Retail,Germany,Startup
COMP-01628,Retail,UK,Startup
COMP-01629,Agriculture,Australia,Enterprise
COMP-01630,Manufacturing,Italy,SME
COMP-01631,Education,Philippines,Enterprise
COMP-01632,Retail,India,Startup
COMP-01633,Consulting,Singapore,SME
COMP-01634,Logistics,Indonesia,Enterprise
COMP-01635,Technology,Brazil,Startup
COMP-01636,Agriculture,Chile,Startup
COMP-01637,Finance,China,Startup
COMP-01638,Manufacturing,Kenya,Startup
COMP-01639,Finance,Japan,Startup
COMP-01640,Education,Germany,Enterprise
COMP-01641,Manufacturing,India,Startup
COMP-01642,Healthcare,Italy,Enterprise
COMP-01643,Finance,New Zealand,SME
COMP-01644,Logistics,Sweden,SME
COMP-01645,Finance,Italy,Startup
COMP-01646,Finance,Spain,Startup
COMP-01647,Logistics,South Africa,Startup
COMP-01648,Technology,Argentina,Enterprise
COMP-01649,Consulting,USA,SME
COMP-01650,Agriculture,Canada,SME
COMP-01651,Logistics,India,Startup
COMP-01652,Retail,Australia,Enterprise
COMP-01653,Manufacturing,Netherlands,Startup
COMP-01654,Consulting,Italy,Enterprise
COMP-01655,Healthcare,France,SME
COMP-01656,Technology,Indonesia,SME
COMP-01657,Consulting,China,Startup
COMP-01658,Healthcare,Netherlands,SME
COMP-01659,Retail,Vietnam,Startup
COMP-01660,Retail,USA,SME
COMP-01661,Education,UK,Startup
COMP-01662,Healthcare,Italy,SME
COMP-01663,Finance,Italy,Startup
COMP-01664,Retail,China,SME
COMP-01665,Finance,South Korea,SME
COMP-01666,Education,Egypt,Startup
COMP-01667,Retail,Philippines,SME
COMP-01668,Technology,Spain,SME
COMP-01669,Agriculture,Nigeria,SME
COMP-01670,Finance,Japan,SME
COMP-01671,Finance,Colombia,Enterprise
COMP-01672,Finance,Netherlands,Enterprise
COMP-01673,Retail,Australia,Startup
COMP-01674,Logistics,Colombia,SME
COMP-01675,Healthcare,Italy,SME
COMP-01676,Manufacturing,Japan,SME
COMP-01677,Technology,Sweden,Startup
COMP-01678,Agriculture,Brazil,SME
COMP-01679,Technology,Italy,SME
COMP-01680,Healthcare,New Zealand,SME
COMP-01681,Agriculture,South Korea,Startup
COMP-01682,Technology,Malaysia,Enterprise
COMP-01683,Finance,Brazil,SME
COMP-01684,Manufacturing,Poland,Enterprise
COMP-01685,Healthcare,Indonesia,SME
COMP-01686,Agriculture,Germany,SME
COMP-01687,Healthcare,Brazil,Startup
COMP-01688,Consulting,Brazil,Enterprise
COMP-01689,Agriculture,Brazil,Startup
COMP-01690,Manufacturing,New Zealand,SME
COMP-01691,Technology,Spain,Startup
COMP-01692,Healthcare,Chile,SME
COMP-01693,Finance,Italy,SME
COMP-01694,Logistics,China,SME
COMP-01695,Agriculture,Singapore,SME
COMP-01696,Retail,USA,Startup
COMP-01697,Technology,Italy,Startup
COMP-01698,Consulting,Germany,SME
COMP-01699,Finance,UK,SME
COMP-01700,Technology,Thailand,Enterprise
COMP-01701,Technology,Vietnam,SME
COMP-01702,Agriculture,Italy,Startup
COMP-01703,Manufacturing,New Zealand,Startup
COMP-01704,Logistics,Spain,Startup
COMP-01705,Agriculture,France,SME
COMP-01706,Technology,USA,Enterprise
COMP-01707,Technology,New Zealand,Startup
COMP-01708,Healthcare,Egypt,SME
COMP-01709,Manufacturing,Singapore,Startup
COMP-01710,Technology,Thailand,Enterprise
COMP-01711,Finance,Brazil,SME
COMP-01712,Agriculture,South Korea,Enterprise
COMP-01713,Manufacturing,Poland,SME
COMP-01714,Logistics,Spain,SME
COMP-01715,Agriculture,China,SME
COMP-01716,Retail,USA,Startup
COMP-01717,Technology,Egypt,Enterprise
COMP-01718,Technology,Thailand,Startup
COMP-01719,Technology,South Africa,Enterprise
COMP-01720,Retail,South Korea,Startup
COMP-01721,Agriculture,Nigeria,SME
COMP-01722,Technology,South Korea,Startup
COMP-01723,Logistics,Spain,SME
COMP-01724,Finance,Japan,SME
COMP-01725,Logistics,Germany,Startup
COMP-01726,Retail,South Africa,Startup
COMP-01727,Agriculture,Chile,SME
COMP-01728,Education,Colombia,Startup
COMP-01729,Manufacturing,Sweden,Startup
COMP-01730,Logistics,Poland,Startup
COMP-01731,Technology,Singapore,SME
COMP-01732,Healthcare,Sweden,SME
COMP-01733,Healthcare,Thailand,Startup
COMP-01734,Technology,Poland,Enterprise
COMP-01735,Finance,Colombia,SME
COMP-01736,Technology,USA,Startup
COMP-01737,Retail,Poland,Startup
COMP-01738,Agriculture,China,SME
COMP-01739,Retail,India,SME
COMP-01740,Technology,France,SME
COMP-01741,Technology,Germany,SME
COMP-01742,Manufacturing,Australia,Startup
COMP-01743,Logistics,Kenya,Enterprise
COMP-01744,Technology,Chile,Enterprise
COMP-01745,Finance,Singapore,SME
COMP-01746,Finance,Sweden,Enterprise
COMP-01747,Retail,Vietnam,SME
COMP-01748,Education,Japan,Startup
COMP-01749,Education,India,Startup
COMP-01750,Finance,Colombia,SME
COMP-01751,Consulting,Italy,SME
COMP-01752,Retail,China,Startup
COMP-01753,Logistics,Sweden,Enterprise
COMP-01754,Consulting,South Korea,Startup
COMP-01755,Healthcare,Italy,Startup
COMP-01756,Manufacturing,Spain,SME
COMP-01757,Technology,Nigeria,Startup
COMP-01758,Education,France,SME
COMP-01759,Healthcare,Netherlands,Startup
COMP-01760,Retail,India,SME
COMP-01761,Consulting,Brazil,Enterprise
COMP-01762,Technology,France,Startup
COMP-01763,Education,France,SME
COMP-01764,Retail,Thailand,Startup
COMP-01765,Agriculture,Nigeria,SME
COMP-01766,Logistics,USA,SME
COMP-01767,Education,France,Startup
COMP-01768,Finance,Chile,Startup
COMP-01769,Retail,Chile,Startup
COMP-01770,Retail,Thailand,SME
COMP-01771,Healthcare,Italy,SME
COMP-01772,Logistics,Egypt,SME
COMP-01773,Manufacturing,France,Startup
COMP-01774,Retail,Thailand,Enterprise
COMP-01775,Healthcare,Brazil,Startup
COMP-01776,Retail,Australia,SME
COMP-01777,Technology,South Africa,Enterprise
COMP-01778,Education,Germany,Startup
COMP-01779,Education,Japan,SME
COMP-01780,Finance,South Africa,SME
COMP-01781,Manufacturing,India,SME
COMP-01782,Retail,UK,Startup
COMP-01783,Manufacturing,Kenya,Startup
COMP-01784,Consulting,Canada,Startup
COMP-01785,Finance,UK,SME
COMP-01786,Technology,Japan,SME
COMP-01787,Education,Chile,SME
COMP-01788,Manufacturing,Spain,Startup
COMP-01789,Manufacturing,New Zealand,Startup
COMP-01790,Consulting,New Zealand,SME
COMP-01791,Logistics,Nigeria,Startup
COMP-01792,Education,Colombia,Startup
COMP-01793,Consulting,China,SME
COMP-01794,Agriculture,Malaysia,Startup
COMP-01795,Finance,Germany,Startup
COMP-01796,Logistics,Sweden,Startup
COMP-01797,Consulting,Colombia,Startup
COMP-01798,Finance,Sweden,SME
COMP-01799,Manufacturing,Brazil,Startup
COMP-01800,Consulting,Thailand,SME
COMP-01801,Retail,Brazil,Startup
COMP-01802,Manufacturing,Chile,SME
COMP-01803,Education,Netherlands,Enterprise
COMP-01804,Agriculture,Vietnam,SME
COMP-01805,Healthcare,Malaysia,Startup
COMP-01806,Retail,India,Startup
COMP-01807,Manufacturing,Egypt,Enterprise
COMP-01808,Healthcare,South Korea,SME
COMP-01809,Logistics,Spain,Startup
COMP-01810,Manufacturing,South Africa,Startup
COMP-01811,Manufacturing,China,SME
COMP-01812,Consulting,Japan,SME
COMP-01813,Technology,Poland,Startup
COMP-01814,Manufacturing,Australia,SME
COMP-01815,Healthcare,Spain,Startup
COMP-01816,Finance,South Africa,Startup
COMP-01817,Logistics,Italy,SME
COMP-01818,Consulting,Philippines,SME
COMP-01819,Consulting,Canada,Startup
COMP-01820,Retail,Italy,Startup
COMP-01821,Healthcare,Spain,SME
COMP-01822,Finance,Philippines,Startup
COMP-01823,Healthcare,Colombia,Enterprise
COMP-01824,Technology,Indonesia,Startup
COMP-01825,Finance,Chile,Enterprise
COMP-01826,Education,UK,Enterprise
COMP-01827,Manufacturing,Colombia,Startup
COMP-01828,Agriculture,South Africa,SME
COMP-01829,Technology,China,SME
COMP-01830,Logistics,New Zealand,SME
COMP-01831,Logistics,Spain,Enterprise
COMP-01832,Agriculture,New Zealand,Enterprise
COMP-01833,Technology,Japan,SME
COMP-01834,Technology,India,SME
COMP-01835,Manufacturing,Vietnam,Startup
COMP-01836,Education,Argentina,Startup
COMP-01837,Agriculture,Singapore,SME
COMP-01838,Agriculture,Germany,SME
COMP-01839,Finance,Japan,Startup
COMP-01840,Finance,Indonesia,Startup
COMP-01841,Manufacturing,Japan,Startup
COMP-01842,Finance,South Korea,SME
COMP-01843,Agriculture,France,Startup
COMP-01844,Retail,Japan,Startup
COMP-01845,Education,Malaysia,Startup
COMP-01846,Consulting,Spain,SME
COMP-01847,Technology,India,SME
COMP-01848,Education,UK,SME
COMP-01849,Education,China,SME
COMP-01850,Finance,Brazil,Startup
COMP-01851,Technology,China,Startup
COMP-01852,Manufacturing,Singapore,Enterprise
COMP-01853,Education,New Zealand,SME
COMP-01854,Agriculture,China,Startup
COMP-01855,Finance,Germany,SME
COMP-01856,Technology,Malaysia,Startup
COMP-01857,Consulting,Kenya,Enterprise
COMP-01858,Healthcare,Nigeria,Startup
COMP-01859,Technology,USA,SME
COMP-01860,Healthcare,Sweden,SME
COMP-01861,Finance,Italy,SME
COMP-01862,Manufacturing,France,SME
COMP-01863,Education,Japan,SME
COMP-01864,Manufacturing,Canada,SME
COMP-01865,Finance,Sweden,Startup
COMP-01866,Agriculture,Canada,SME
COMP-01867,Retail,Germany,Enterprise
COMP-01868,Healthcare,Egypt,Startup
COMP-01869,Consulting,UK,Startup
COMP-01870,Technology,Brazil,Enterprise
COMP-01871,Healthcare,Vietnam,Enterprise
COMP-01872,Consulting,India,Startup
COMP-01873,Retail,Germany,SME
COMP-01874,Finance,Singapore,SME
COMP-01875,Manufacturing,Canada,SME
COMP-01876,Finance,India,SME
COMP-01877,Retail,USA,SME
COMP-01878,Healthcare,Brazil,Startup
COMP-01879,Healthcare,Vietnam,Enterprise
COMP-01880,Healthcare,Italy,Startup
COMP-01881,Logistics,Kenya,Enterprise
COMP-01882,Consulting,Italy,Enterprise
COMP-01883,Finance,Japan,Startup
COMP-01884,Education,Japan,Startup
COMP-01885,Manufacturing,Egypt,SME
COMP-01886,Education,Spain,Startup
COMP-01887,Manufacturing,Poland,SME
COMP-01888,Logistics,Thailand,Startup
COMP-01889,Technology,Philippines,SME
COMP-01890,Manufacturing,Egypt,Enterprise
COMP-01891,Technology,Australia,SME
COMP-01892,Manufacturing,New Zealand,Startup
COMP-01893,Consulting,New Zealand,Startup
COMP-01894,Manufacturing,Germany,Startup
COMP-01895,Manufacturing,UK,Enterprise
COMP-01896,Finance,France,Enterprise
COMP-01897,Agriculture,Australia,SME
COMP-01898,Consulting,Poland,Enterprise
COMP-01899,Retail,Australia,Enterprise
COMP-01900,Education,France,SME
COMP-01901,Agriculture,Netherlands,Startup
COMP-01902,Technology,Malaysia,Enterprise
COMP-01903,Finance,Spain,SME
COMP-01904,Manufacturing,USA,Startup
COMP-01905,Healthcare,Indonesia,SME
COMP-01906,Technology,Indonesia,Enterprise
COMP-01907,Education,Egypt,Startup
COMP-01908,Healthcare,Netherlands,SME
COMP-01909,Finance,South Africa,Startup
COMP-01910,Consulting,South Korea,Enterprise
COMP-01911,Finance,Sweden,SME
COMP-01912,Agriculture,New Zealand,Startup
COMP-01913,Consulting,Malaysia,SME
COMP-01914,Retail,Singapore,Startup
COMP-01915,Logistics,South Africa,SME
COMP-01916,Technology,Japan,SME
COMP-01917,Agriculture,Colombia,SME
COMP-01918,Manufacturing,Brazil,SME
COMP-01919,Logistics,Vietnam,SME
COMP-01920,Technology,Australia,SME
COMP-01921,Technology,Vietnam,Enterprise
COMP-01922,Manufacturing,Canada,Enterprise
COMP-01923,Manufacturing,Brazil,SME
COMP-01924,Consulting,Singapore,Startup
COMP-01925,Healthcare,Kenya,Startup
COMP-01926,Healthcare,Poland,Startup
COMP-01927,Manufacturing,Vietnam,Startup
COMP-01928,Logistics,Brazil,SME
COMP-01929,Retail,UK,SME
COMP-01930,Finance,Australia,SME
COMP-01931,Education,South Korea,Startup
COMP-01932,Healthcare,Singapore,Startup
COMP-01933,Manufacturing,Sweden,SME
COMP-01934,Logistics,India,Startup
COMP-01935,Education,Nigeria,Enterprise
COMP-01936,Finance,Germany,SME
COMP-01937,Technology,China,SME
COMP-01938,Technology,Colombia,SME
COMP-01939,Agriculture,Netherlands,SME
COMP-01940,Healthcare,South Africa,SME
COMP-01941,Finance,Egypt,Startup
COMP-01942,Education,Egypt,Startup
COMP-01943,Finance,Canada,SME
COMP-01944,Retail,South Africa,Startup
COMP-01945,Consulting,Netherlands,Startup
COMP-01946,Technology,Sweden,Startup
COMP-01947,Technology,USA,SME
COMP-01948,Retail,Thailand,Enterprise
COMP-01949,Agriculture,Indonesia,SME
COMP-01950,Finance,Indonesia,SME
COMP-01951,Retail,Malaysia,SME
COMP-01952,Manufacturing,Thailand,Startup
COMP-01953,Healthcare,Kenya,SME
COMP-01954,Logistics,France,Startup
COMP-01955,Technology,France,Startup
COMP-01956,Logistics,Kenya,SME
COMP-01957,Manufacturing,Germany,Startup
COMP-01958,Technology,Netherlands,SME
COMP-01959,Finance,Argentina,Startup
COMP-01960,Education,Nigeria,SME
COMP-01961,Manufacturing,Colombia,Enterprise
COMP-01962,Manufacturing,Germany,Enterprise
COMP-01963,Agriculture,Australia,Startup
COMP-01964,Healthcare,South Korea,Startup
COMP-01965,Logistics,Indonesia,Startup
COMP-01966,Technology,Italy,SME
COMP-01967,Healthcare,Sweden,SME
COMP-01968,Education,UK,SME
COMP-01969,Manufacturing,Vietnam,Enterprise
COMP-01970,Consulting,Chile,SME
COMP-01971,Manufacturing,Chile,SME
COMP-01972,Healthcare,India,SME
COMP-01973,Finance,Malaysia,SME
COMP-01974,Healthcare,Philippines,Startup
COMP-01975,Retail,Indonesia,SME
COMP-01976,Retail,Malaysia,Startup
COMP-01977,Finance,Sweden,Startup
COMP-01978,Technology,Brazil,Startup
COMP-01979,Agriculture,Sweden,SME
COMP-01980,Agriculture,South Korea,Enterprise
COMP-01981,Technology,Nigeria,Startup
COMP-01982,Education,Sweden,Startup
COMP-01983,Education,Germany,Startup
COMP-01984,Healthcare,India,SME
COMP-01985,Agriculture,India,Startup
COMP-01986,Healthcare,Malaysia,SME
COMP-01987,Consulting,Sweden,Enterprise
COMP-01988,Healthcare,Argentina,Startup
COMP-01989,Retail,Canada,SME
COMP-01990,Education,Brazil,SME
COMP-01991,Retail,Australia,Enterprise
COMP-01992,Healthcare,South Korea,SME
COMP-01993,Consulting,Vietnam,Startup
COMP-01994,Healthcare,India,SME
COMP-01995,Manufacturing,Philippines,Startup
COMP-01996,Education,Australia,SME
COMP-01997,Agriculture,France,Startup
COMP-01998,Healthcare,Japan,Startup
COMP-01999,Education,Philippines,Enterprise
COMP-02000,Manufacturing,UK,Startup
COMP-02001,Logistics,Chile,SME
COMP-02002,Logistics,Italy,SME
COMP-02003,Retail,Spain,SME
COMP-02004,Healthcare,Poland,Enterprise
COMP-02005,Finance,UK,Startup
COMP-02006,Healthcare,Sweden,Startup
COMP-02007,Consulting,USA,SME
COMP-02008,Agriculture,France,Enterprise
COMP-02009,Finance,Colombia,Enterprise
COMP-02010,Logistics,India,Startup
COMP-02011,Finance,Kenya,Enterprise
COMP-02012,Consulting,France,SME
COMP-02013,Finance,Japan,Startup
COMP-02014,Education,USA,SME
COMP-02015,Healthcare,Egypt,Startup
COMP-02016,Manufacturing,Singapore,Startup
COMP-02017,Logistics,South Africa,Startup
COMP-02018,Education,Philippines,Startup
COMP-02019,Agriculture,Sweden,SME
COMP-02020,Healthcare,Italy,Startup
COMP-02021,Manufacturing,Argentina,SME
COMP-02022,Technology,Italy,Startup
COMP-02023,Technology,Thailand,Enterprise
COMP-02024,Manufacturing,China,Startup
COMP-02025,Manufacturing,Chile,Startup
COMP-02026,Agriculture,Netherlands,SME
COMP-02027,Technology,India,SME
COMP-02028,Manufacturing,USA,Startup
COMP-02029,Retail,UK,SME
COMP-02030,Healthcare,Japan,Startup
COMP-02031,Finance,Philippines,SME
COMP-02032,Education,Singapore,SME
COMP-02033,Manufacturing,Kenya,Startup
COMP-02034,Finance,Nigeria,SME
COMP-02035,Manufacturing,South Africa,Enterprise
COMP-02036,Agriculture,Germany,SME
COMP-02037,Agriculture,Singapore,Enterprise
COMP-02038,Technology,Brazil,Startup
COMP-02039,Education,Spain,SME
COMP-02040,Consulting,Australia,Startup
COMP-02041,Manufacturing,Japan,Enterprise
COMP-02042,Finance,India,Enterprise
COMP-02043,Agriculture,Singapore,Enterprise
COMP-02044,Retail,UK,Startup
COMP-02045,Healthcare,Netherlands,SME
COMP-02046,Healthcare,Philippines,Startup
COMP-02047,Technology,Kenya,Startup
COMP-02048,Education,Thailand,Startup
COMP-02049,Education,Thailand,SME
COMP-02050,Retail,Spain,SME
COMP-02051,Education,Indonesia,SME
COMP-02052,Healthcare,Kenya,Startup
COMP-02053,Education,South Korea,SME
COMP-02054,Manufacturing,Chile,Startup
COMP-02055,Finance,Germany,SME
COMP-02056,Agriculture,Kenya,SME
COMP-02057,Retail,Singapore,SME
COMP-02058,Healthcare,Singapore,Startup
COMP-02059,Finance,Germany,Enterprise
COMP-02060,Manufacturing,Malaysia,SME
COMP-02061,Agriculture,Indonesia,Startup
COMP-02062,Education,Sweden,Startup
COMP-02063,Agriculture,Australia,Enterprise
COMP-02064,Agriculture,South Africa,Enterprise
COMP-02065,Finance,Thailand,Startup
COMP-02066,Healthcare,Singapore,SME
