response_id,company_id,survey_year,quarter,productivity_change_percent,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction
32316,COMP-02020,2025,Q4,4.93,1.5,4.51,51,6.16
32317,COMP-02020,2026,Q1,6.32,-2.54,0.13,55,6.11
32319,COMP-02020,2026,Q3,5.29,5.17,5.97,44,5.24
32320,COMP-02020,2026,Q4,11.38,5.87,0.66,55,6.41
32321,COMP-02021,2023,Q1,6.55,7.78,8.67,57,4.96
32322,COMP-02021,2023,Q2,3.09,5.08,0.24,62,4.28
32323,COMP-02021,2023,Q3,7.71,3.52,3.55,60,5.22
32324,COMP-02021,2023,Q4,6.85,4.36,11.97,69,4.48
32325,COMP-02021,2024,Q1,16.7,4.25,12.59,54,4.25
32326,COMP-02021,2024,Q2,12.3,11.4,11.8,53,6.09
32327,COMP-02021,2024,Q3,28.5,10.23,11.02,53,7.83
32328,COMP-02021,2024,Q4,14.49,0.25,4.53,76,6.49
32330,COMP-02021,2025,Q2,5.28,9.99,7.56,52,6.41
32331,COMP-02021,2025,Q3,13.41,-2.1,0.0,65,5.39
32332,COMP-02021,2025,Q4,17.99,4.42,5.61,73,6.93
32334,COMP-02021,2026,Q2,10.49,8.3,8.95,63,5.14
32336,COMP-02021,2026,Q4,19.02,13.62,6.95,50,5.71
32337,COMP-02022,2023,Q1,3.94,-3.64,3.66,51,4.4
32338,COMP-02022,2023,Q2,8.87,3.92,1.33,55,5.88
32339,COMP-02022,2023,Q3,9.73,4.05,0.0,42,5.45
32340,COMP-02022,2023,Q4,11.65,9.9,1.96,56,6.62
32341,COMP-02022,2024,Q1,6.0,5.02,1.87,60,6.23
32342,COMP-02022,2024,Q2,8.86,1.13,1.04,55,5.53
32343,COMP-02022,2024,Q3,0.0,13.74,2.4,46,4.86
32344,COMP-02022,2024,Q4,4.08,9.15,6.6,43,5.23
32345,COMP-02022,2025,Q1,7.85,9.83,8.43,57,4.79
32346,COMP-02022,2025,Q2,4.24,-1.61,1.4,58,4.79
32347,COMP-02022,2025,Q3,10.65,14.98,5.16,62,6.57
32348,COMP-02022,2025,Q4,0.22,6.75,1.11,53,4.03
32349,COMP-02022,2026,Q1,4.01,0.03,2.38,48,4.7
32350,COMP-02022,2026,Q2,12.3,7.48,7.09,62,5.55
32351,COMP-02022,2026,Q3,0.0,8.16,4.99,40,4.59
32352,COMP-02022,2026,Q4,6.09,6.69,4.13,47,6.0
32353,COMP-02023,2023,Q1,5.73,8.0,3.19,63,5.12
32354,COMP-02023,2023,Q2,22.29,6.44,2.59,53,6.67
32355,COMP-02023,2023,Q3,13.57,7.39,0.85,60,3.95
32357,COMP-02023,2024,Q1,10.34,0.81,10.31,60,6.83
32358,COMP-02023,2024,Q2,18.64,10.37,8.85,76,6.81
32359,COMP-02023,2024,Q3,8.55,4.95,2.31,56,6.65
32360,COMP-02023,2024,Q4,11.05,1.51,3.48,57,6.82
32361,COMP-02023,2025,Q1,8.86,2.79,5.47,57,4.56
32362,COMP-02023,2025,Q2,14.07,2.6,5.4,61,6.09
32363,COMP-02023,2025,Q3,9.26,4.15,10.92,52,5.25
32365,COMP-02023,2026,Q1,7.33,3.08,5.32,51,6.18
32366,COMP-02023,2026,Q2,20.83,14.54,0.18,65,8.36
32367,COMP-02023,2026,Q3,15.83,3.63,0.0,61,7.37
32368,COMP-02023,2026,Q4,19.34,5.63,4.28,58,6.86
32369,COMP-02024,2023,Q1,10.55,11.99,6.91,51,5.44
32370,COMP-02024,2023,Q2,5.84,-4.81,2.95,55,6.38
32371,COMP-02024,2023,Q3,14.4,13.61,4.11,61,6.45
32373,COMP-02024,2024,Q1,12.37,4.14,4.69,52,6.94
32374,COMP-02024,2024,Q2,9.24,5.45,5.29,56,4.97
32375,COMP-02024,2024,Q3,6.91,5.46,1.05,40,4.76
32376,COMP-02024,2024,Q4,20.5,15.24,11.0,66,7.11
32378,COMP-02024,2025,Q2,10.31,-1.81,5.26,46,6.65
32379,COMP-02024,2025,Q3,14.98,9.02,8.17,61,7.31
32380,COMP-02024,2025,Q4,10.58,1.54,4.56,59,5.87
32381,COMP-02024,2026,Q1,8.71,0.04,0.0,55,4.28
32382,COMP-02024,2026,Q2,13.94,6.58,8.47,56,5.85
32383,COMP-02024,2026,Q3,11.75,0.03,0.0,54,6.11
32384,COMP-02024,2026,Q4,17.76,14.66,4.35,69,7.02
32385,COMP-02025,2023,Q1,1.37,-3.42,5.84,44,4.9
32386,COMP-02025,2023,Q2,10.9,5.57,4.05,70,5.43
32387,COMP-02025,2023,Q3,7.09,3.87,6.1,42,4.73
32388,COMP-02025,2023,Q4,8.56,-2.13,4.37,62,4.83
32389,COMP-02025,2024,Q1,0.0,-2.11,5.52,45,3.46
32390,COMP-02025,2024,Q2,0.0,-4.27,2.35,59,3.24
32391,COMP-02025,2024,Q3,1.51,5.85,6.8,40,3.55
32392,COMP-02025,2024,Q4,10.2,6.4,2.42,52,5.74
32393,COMP-02025,2025,Q1,8.14,-2.2,7.04,50,5.46
32394,COMP-02025,2025,Q2,7.84,6.75,4.27,57,4.6
32395,COMP-02025,2025,Q3,12.46,0.6,4.88,47,6.88
32396,COMP-02025,2025,Q4,8.02,-5.0,4.48,55,5.14
32397,COMP-02025,2026,Q1,11.42,9.39,6.0,59,5.38
32398,COMP-02025,2026,Q2,9.62,9.42,3.32,54,7.27
32399,COMP-02025,2026,Q3,14.41,14.04,0.76,49,5.41
32400,COMP-02025,2026,Q4,15.32,11.68,13.08,57,6.18
32401,COMP-02026,2023,Q1,7.33,-0.44,0.0,58,4.18
32402,COMP-02026,2023,Q2,5.09,3.33,7.08,44,5.45
32404,COMP-02026,2023,Q4,10.85,8.22,2.05,57,5.67
32405,COMP-02026,2024,Q1,2.38,-0.57,1.04,40,3.81
32406,COMP-02026,2024,Q2,0.52,11.6,2.42,58,3.5
32407,COMP-02026,2024,Q3,9.58,-0.02,10.56,53,4.91
32408,COMP-02026,2024,Q4,2.87,2.58,4.27,58,4.95
32409,COMP-02026,2025,Q1,3.49,5.04,7.79,58,5.01
32410,COMP-02026,2025,Q2,6.23,2.74,4.5,53,3.54
32411,COMP-02026,2025,Q3,3.46,0.91,0.0,51,3.39
32412,COMP-02026,2025,Q4,4.36,4.52,5.11,53,5.54
32413,COMP-02026,2026,Q1,12.7,8.67,5.66,40,4.84
32415,COMP-02026,2026,Q3,12.63,21.3,6.22,51,5.2
32416,COMP-02026,2026,Q4,1.38,11.63,0.0,43,5.18
32417,COMP-02027,2023,Q1,3.11,-0.79,2.42,40,4.15
32418,COMP-02027,2023,Q2,9.11,7.3,8.48,47,5.14
32419,COMP-02027,2023,Q3,16.06,4.93,4.83,60,7.19
32420,COMP-02027,2023,Q4,20.53,5.36,8.17,68,6.19
32421,COMP-02027,2024,Q1,10.12,-0.48,6.14,52,5.52
32422,COMP-02027,2024,Q2,13.12,13.48,5.3,58,4.81
32423,COMP-02027,2024,Q3,1.77,1.07,0.0,62,4.43
32424,COMP-02027,2024,Q4,12.46,13.28,4.75,53,7.07
32425,COMP-02027,2025,Q1,2.41,-1.21,0.0,52,5.81
32426,COMP-02027,2025,Q2,6.75,4.5,10.07,46,5.21
32427,COMP-02027,2025,Q3,15.07,14.32,9.69,72,3.94
32428,COMP-02027,2025,Q4,14.05,9.23,0.66,67,7.88
32429,COMP-02027,2026,Q1,2.3,1.67,4.87,56,4.11
32430,COMP-02027,2026,Q2,6.87,3.28,3.24,55,5.66
32432,COMP-02027,2026,Q4,14.63,3.54,4.34,41,5.59
32433,COMP-02028,2023,Q1,19.07,20.14,8.39,53,4.69
32434,COMP-02028,2023,Q2,8.57,-3.17,1.62,59,5.5
32435,COMP-02028,2023,Q3,17.47,5.64,4.13,45,6.04
32436,COMP-02028,2023,Q4,3.19,0.16,6.41,52,5.28
32437,COMP-02028,2024,Q1,6.92,8.03,7.84,55,6.92
32438,COMP-02028,2024,Q2,11.01,3.7,9.44,52,2.96
32439,COMP-02028,2024,Q3,22.93,-0.38,5.21,53,8.33
32440,COMP-02028,2024,Q4,12.19,0.74,2.33,65,5.38
32441,COMP-02028,2025,Q1,16.01,12.49,0.0,58,7.37
32443,COMP-02028,2025,Q3,10.62,6.02,2.98,53,6.26
32444,COMP-02028,2025,Q4,10.65,3.42,8.87,61,4.12
32445,COMP-02028,2026,Q1,2.86,5.31,1.14,54,3.74
32446,COMP-02028,2026,Q2,19.94,13.43,4.43,59,6.73
32447,COMP-02028,2026,Q3,16.1,7.62,5.63,43,7.23
32448,COMP-02028,2026,Q4,18.64,7.95,4.81,61,6.71
32449,COMP-02029,2023,Q1,8.02,14.04,0.0,65,4.96
32450,COMP-02029,2023,Q2,11.63,3.64,5.26,54,6.45
32451,COMP-02029,2023,Q3,8.58,1.95,3.71,59,5.09
32452,COMP-02029,2023,Q4,11.07,5.32,5.94,71,6.04
32453,COMP-02029,2024,Q1,9.74,5.36,7.19,62,4.88
32454,COMP-02029,2024,Q2,9.79,-5.0,8.12,57,6.52
32455,COMP-02029,2024,Q3,13.61,-0.44,8.96,41,6.86
32456,COMP-02029,2024,Q4,10.36,16.76,15.01,55,7.17
32457,COMP-02029,2025,Q1,9.14,4.05,7.15,64,4.57
32458,COMP-02029,2025,Q2,7.92,4.28,0.0,61,5.07
32459,COMP-02029,2025,Q3,1.2,5.3,9.48,61,6.02
32460,COMP-02029,2025,Q4,21.15,3.2,4.69,50,7.41
32461,COMP-02029,2026,Q1,18.08,7.54,2.46,59,5.32
32462,COMP-02029,2026,Q2,18.56,9.2,6.9,59,7.03
32463,COMP-02029,2026,Q3,11.62,5.04,4.5,63,7.45
32464,COMP-02029,2026,Q4,15.73,6.6,8.55,54,4.12
32465,COMP-02030,2023,Q1,0.0,0.98,8.03,54,5.62
32466,COMP-02030,2023,Q2,7.8,3.91,3.87,57,5.98
32467,COMP-02030,2023,Q3,4.95,-5.0,0.0,40,6.21
32468,COMP-02030,2023,Q4,5.9,7.71,6.42,67,3.92
32469,COMP-02030,2024,Q1,1.32,0.78,0.0,40,2.83
32470,COMP-02030,2024,Q2,5.17,1.6,6.06,48,5.61
32471,COMP-02030,2024,Q3,4.57,0.62,6.6,48,6.25
32472,COMP-02030,2024,Q4,2.24,1.7,1.76,57,5.42
32473,COMP-02030,2025,Q1,5.88,6.94,3.64,41,3.79
32474,COMP-02030,2025,Q2,11.6,1.13,1.8,67,6.58
32475,COMP-02030,2025,Q3,3.61,7.72,5.43,46,4.49
32476,COMP-02030,2025,Q4,5.55,-5.0,0.0,52,3.81
32477,COMP-02030,2026,Q1,6.12,-0.82,4.49,50,4.84
32478,COMP-02030,2026,Q2,0.0,5.79,0.0,40,5.06
32479,COMP-02030,2026,Q3,7.42,-2.23,4.08,46,4.78
32480,COMP-02030,2026,Q4,3.71,1.59,8.86,62,4.98
32481,COMP-02031,2023,Q1,9.26,14.3,8.72,54,5.27
32482,COMP-02031,2023,Q2,0.0,4.67,1.14,44,2.86
32483,COMP-02031,2023,Q3,7.0,6.11,4.08,44,4.94
32484,COMP-02031,2023,Q4,4.08,0.11,3.17,40,4.27
32485,COMP-02031,2024,Q1,4.16,-2.44,4.19,55,7.39
32486,COMP-02031,2024,Q2,13.1,2.54,3.79,63,5.84
32487,COMP-02031,2024,Q3,11.41,5.45,6.19,57,5.31
32488,COMP-02031,2024,Q4,7.67,9.48,3.1,52,3.59
32489,COMP-02031,2025,Q1,6.23,1.21,2.0,57,6.1
32490,COMP-02031,2025,Q2,1.67,-0.37,1.81,47,3.38
32491,COMP-02031,2025,Q3,9.35,4.04,3.34,49,4.99
32492,COMP-02031,2025,Q4,12.17,6.79,0.81,53,5.98
32493,COMP-02031,2026,Q1,0.0,1.33,3.23,56,4.38
32494,COMP-02031,2026,Q2,7.56,-0.73,0.85,60,4.3
32495,COMP-02031,2026,Q3,5.25,0.59,7.26,56,4.03
32496,COMP-02031,2026,Q4,7.16,3.99,1.21,43,6.42
32497,COMP-02032,2023,Q1,9.97,13.74,6.86,66,4.48
32498,COMP-02032,2023,Q2,13.3,7.3,4.37,61,5.63
32499,COMP-02032,2023,Q3,16.72,7.85,6.54,56,7.26
32500,COMP-02032,2023,Q4,8.64,8.04,5.6,59,5.76
32501,COMP-02032,2024,Q1,8.86,0.02,8.14,64,6.5
32502,COMP-02032,2024,Q2,17.35,8.46,7.05,59,7.71
32503,COMP-02032,2024,Q3,7.38,12.93,6.9,65,4.47
32504,COMP-02032,2024,Q4,10.3,5.36,3.59,60,4.87
32505,COMP-02032,2025,Q1,17.26,9.07,9.35,67,5.02
32506,COMP-02032,2025,Q2,12.45,8.67,6.13,60,4.85
32507,COMP-02032,2025,Q3,19.23,11.51,3.14,68,6.65
32508,COMP-02032,2025,Q4,10.34,11.13,3.52,66,5.05
32509,COMP-02032,2026,Q1,12.73,10.11,2.12,60,4.0
32510,COMP-02032,2026,Q2,10.42,-0.49,6.73,65,4.96
32511,COMP-02032,2026,Q3,23.09,14.55,2.89,71,7.15
32512,COMP-02032,2026,Q4,19.34,14.24,4.88,69,7.91
32513,COMP-02033,2023,Q1,8.44,-0.31,8.72,56,5.27
32514,COMP-02033,2023,Q2,3.63,4.79,1.89,57,4.0
32515,COMP-02033,2023,Q3,16.21,8.59,7.21,54,6.29
32516,COMP-02033,2023,Q4,9.53,-4.23,4.08,63,3.05
32517,COMP-02033,2024,Q1,12.77,7.84,4.18,50,6.27
32518,COMP-02033,2024,Q2,14.28,13.45,3.8,63,5.9
32519,COMP-02033,2024,Q3,14.39,13.5,4.69,58,5.83
32520,COMP-02033,2024,Q4,7.01,0.52,8.13,54,6.05
32521,COMP-02033,2025,Q1,12.77,9.6,4.81,72,6.82
32522,COMP-02033,2025,Q2,10.31,2.55,0.0,58,5.57
32523,COMP-02033,2025,Q3,11.03,8.97,3.18,45,4.58
32524,COMP-02033,2025,Q4,0.0,-2.68,1.67,48,3.22
32525,COMP-02033,2026,Q1,7.89,5.34,1.06,65,6.65
32526,COMP-02033,2026,Q2,0.72,3.47,2.42,52,6.07
32527,COMP-02033,2026,Q3,23.06,13.06,3.18,66,6.15
32528,COMP-02033,2026,Q4,13.76,10.33,7.87,57,7.22
32529,COMP-02034,2023,Q1,6.78,-4.59,1.5,54,6.35
32530,COMP-02034,2023,Q2,10.82,6.2,11.0,65,6.49
32531,COMP-02034,2023,Q3,5.73,2.62,0.0,48,4.12
32532,COMP-02034,2023,Q4,14.22,9.17,9.93,54,6.32
32533,COMP-02034,2024,Q1,9.89,1.61,6.26,68,7.07
32534,COMP-02034,2024,Q2,13.8,1.79,1.52,43,5.65
32535,COMP-02034,2024,Q3,9.07,11.54,9.65,69,5.27
32537,COMP-02034,2025,Q1,15.08,7.3,4.45,45,5.42
32538,COMP-02034,2025,Q2,9.07,-3.82,5.62,57,6.18
32539,COMP-02034,2025,Q3,7.53,6.71,6.26,54,6.21
32540,COMP-02034,2025,Q4,15.0,4.97,9.23,76,6.46
32541,COMP-02034,2026,Q1,7.61,4.04,6.05,48,3.18
32542,COMP-02034,2026,Q2,8.25,-0.15,9.19,54,4.74
32543,COMP-02034,2026,Q3,9.88,11.97,10.55,62,4.87
32545,COMP-02035,2023,Q1,5.54,4.06,6.47,66,5.17
32546,COMP-02035,2023,Q2,17.7,5.78,8.39,58,4.73
32547,COMP-02035,2023,Q3,18.46,9.35,9.02,61,6.34
32548,COMP-02035,2023,Q4,17.1,8.65,5.77,73,5.15
32549,COMP-02035,2024,Q1,15.58,11.77,7.45,60,5.01
32550,COMP-02035,2024,Q2,13.9,11.14,9.76,71,6.96
32551,COMP-02035,2024,Q3,17.32,7.52,4.19,53,5.91
32552,COMP-02035,2024,Q4,16.26,11.56,8.36,58,6.18
32553,COMP-02035,2025,Q1,15.1,6.98,4.57,53,6.28
32554,COMP-02035,2025,Q2,16.37,12.75,10.03,60,6.66
32555,COMP-02035,2025,Q3,17.56,17.68,9.9,66,6.91
32556,COMP-02035,2025,Q4,9.02,1.66,0.22,60,5.76
32558,COMP-02035,2026,Q2,7.88,4.83,8.39,55,4.47
32559,COMP-02035,2026,Q3,12.18,13.29,3.86,66,6.75
32560,COMP-02035,2026,Q4,10.12,10.87,4.03,59,5.85
32561,COMP-02036,2023,Q1,9.38,2.5,9.39,62,4.84
32562,COMP-02036,2023,Q2,5.79,3.79,5.62,55,3.77
32563,COMP-02036,2023,Q3,10.13,5.23,3.64,62,5.74
32564,COMP-02036,2023,Q4,12.57,4.88,0.0,57,6.54
32565,COMP-02036,2024,Q1,5.87,7.86,3.37,40,4.99
32566,COMP-02036,2024,Q2,12.48,10.94,6.64,44,5.52
32567,COMP-02036,2024,Q3,14.53,0.81,0.27,60,5.72
32568,COMP-02036,2024,Q4,2.71,-3.0,3.89,54,4.87
32569,COMP-02036,2025,Q1,8.22,2.82,2.24,41,5.16
32570,COMP-02036,2025,Q2,12.84,12.51,2.71,61,6.02
32571,COMP-02036,2025,Q3,11.94,3.12,3.78,49,4.66
32572,COMP-02036,2025,Q4,10.11,4.62,3.94,43,5.9
32573,COMP-02036,2026,Q1,6.46,2.0,2.27,56,5.9
32574,COMP-02036,2026,Q2,8.64,9.12,11.56,64,6.01
32576,COMP-02036,2026,Q4,5.43,5.0,6.2,71,4.21
32577,COMP-02037,2023,Q1,9.25,-0.14,2.29,41,5.91
32578,COMP-02037,2023,Q2,14.3,9.02,3.06,53,5.94
32579,COMP-02037,2023,Q3,1.95,-4.32,0.0,57,4.4
32580,COMP-02037,2023,Q4,0.0,0.02,5.1,53,5.32
32581,COMP-02037,2024,Q1,0.94,1.61,0.0,40,4.36
32582,COMP-02037,2024,Q2,10.83,2.72,0.0,55,5.16
32583,COMP-02037,2024,Q3,2.06,5.95,1.92,63,5.17
32585,COMP-02037,2025,Q1,3.98,1.44,3.37,59,6.31
32586,COMP-02037,2025,Q2,9.92,6.6,1.69,55,5.91
32587,COMP-02037,2025,Q3,6.41,-1.17,2.44,40,7.82
32588,COMP-02037,2025,Q4,6.64,-5.0,7.68,66,5.9
32589,COMP-02037,2026,Q1,3.47,3.99,2.95,45,3.67
32590,COMP-02037,2026,Q2,0.0,2.01,0.0,50,3.25
32591,COMP-02037,2026,Q3,3.62,-0.24,11.67,56,4.94
32592,COMP-02037,2026,Q4,5.37,3.61,2.5,54,5.68
32593,COMP-02038,2023,Q1,8.75,7.83,2.19,54,5.26
32594,COMP-02038,2023,Q2,12.61,5.23,1.85,64,6.08
32595,COMP-02038,2023,Q3,1.49,7.46,5.14,53,6.03
32596,COMP-02038,2023,Q4,6.62,2.44,2.57,53,4.67
32597,COMP-02038,2024,Q1,10.22,9.26,4.65,56,5.04
32598,COMP-02038,2024,Q2,10.52,8.65,4.38,50,6.59
32599,COMP-02038,2024,Q3,12.08,8.08,2.85,59,5.56
32600,COMP-02038,2024,Q4,10.1,11.34,2.43,48,4.46
32601,COMP-02038,2025,Q1,16.45,7.7,11.1,66,6.81
32602,COMP-02038,2025,Q2,7.68,2.19,5.69,41,5.3
32604,COMP-02038,2025,Q4,4.66,2.14,11.18,46,4.48
32605,COMP-02038,2026,Q1,9.92,11.75,6.29,49,4.85
32606,COMP-02038,2026,Q2,14.88,10.09,12.13,56,4.58
32607,COMP-02038,2026,Q3,7.6,5.48,2.76,70,4.41
32608,COMP-02038,2026,Q4,1.2,3.92,8.27,55,3.76
32609,COMP-02039,2023,Q1,0.0,-0.99,1.6,40,5.93
32610,COMP-02039,2023,Q2,16.36,1.53,3.53,63,6.11
32611,COMP-02039,2023,Q3,20.74,2.65,2.32,61,6.26
32612,COMP-02039,2023,Q4,14.52,10.71,6.97,57,6.75
32613,COMP-02039,2024,Q1,14.25,2.7,0.08,68,6.78
32614,COMP-02039,2024,Q2,5.24,6.07,6.28,57,4.85
32615,COMP-02039,2024,Q3,7.98,4.65,2.83,76,4.58
32616,COMP-02039,2024,Q4,0.47,1.43,1.85,50,5.8
32617,COMP-02039,2025,Q1,18.18,11.3,6.11,54,5.7
32618,COMP-02039,2025,Q2,12.66,7.16,2.32,70,5.38
32619,COMP-02039,2025,Q3,5.61,10.91,3.78,54,5.86
32620,COMP-02039,2025,Q4,9.24,5.97,4.1,47,5.3
32621,COMP-02039,2026,Q1,9.44,15.94,6.09,64,6.95
32622,COMP-02039,2026,Q2,11.84,0.71,1.93,56,5.35
32623,COMP-02039,2026,Q3,9.23,4.62,5.85,59,5.36
32624,COMP-02039,2026,Q4,8.36,5.98,2.7,48,5.66
32626,COMP-02040,2023,Q2,7.59,3.32,5.09,51,6.42
32627,COMP-02040,2023,Q3,1.51,5.73,10.17,46,5.16
32628,COMP-02040,2023,Q4,18.27,13.72,4.07,65,5.02
32629,COMP-02040,2024,Q1,14.36,7.98,9.55,70,5.99
32630,COMP-02040,2024,Q2,6.46,3.36,6.34,63,5.84
32631,COMP-02040,2024,Q3,14.09,3.47,8.65,78,6.64
32632,COMP-02040,2024,Q4,11.85,9.86,5.28,53,7.19
32633,COMP-02040,2025,Q1,12.43,5.94,0.0,65,6.54
32634,COMP-02040,2025,Q2,8.35,6.47,3.85,49,5.27
32636,COMP-02040,2025,Q4,11.59,-1.53,6.75,59,6.3
32637,COMP-02040,2026,Q1,5.79,3.68,2.57,58,5.94
32638,COMP-02040,2026,Q2,18.18,5.45,11.55,80,7.22
32639,COMP-02040,2026,Q3,10.85,11.48,5.9,52,6.26
32640,COMP-02040,2026,Q4,9.47,6.2,2.15,42,6.72
32641,COMP-02041,2023,Q1,3.87,-0.06,2.13,51,4.73
32642,COMP-02041,2023,Q2,6.02,8.0,6.56,65,5.08
32644,COMP-02041,2023,Q4,4.19,7.08,4.51,47,5.32
32645,COMP-02041,2024,Q1,16.3,5.74,8.32,57,5.21
32646,COMP-02041,2024,Q2,6.49,-2.73,12.44,54,5.82
32647,COMP-02041,2024,Q3,12.09,1.98,4.13,48,6.47
32648,COMP-02041,2024,Q4,22.25,3.08,4.3,62,6.62
32649,COMP-02041,2025,Q1,13.42,6.76,8.52,67,6.29
32650,COMP-02041,2025,Q2,2.44,4.17,8.68,57,3.57
32651,COMP-02041,2025,Q3,6.57,6.22,3.35,49,5.11
32652,COMP-02041,2025,Q4,12.98,9.11,5.82,63,4.99
32653,COMP-02041,2026,Q1,12.93,1.8,2.5,72,4.18
32654,COMP-02041,2026,Q2,8.1,1.79,9.18,41,6.36
32655,COMP-02041,2026,Q3,5.56,-0.12,3.4,52,5.02
32656,COMP-02041,2026,Q4,6.56,3.54,1.57,53,5.57
32657,COMP-02042,2023,Q1,23.4,17.52,10.49,64,9.03
32658,COMP-02042,2023,Q2,19.23,4.23,2.96,60,6.53
32659,COMP-02042,2023,Q3,14.57,8.45,6.52,67,6.55
32660,COMP-02042,2023,Q4,17.13,7.84,1.83,62,5.75
32661,COMP-02042,2024,Q1,7.45,0.74,3.98,65,5.15
32662,COMP-02042,2024,Q2,17.83,14.63,9.07,65,5.61
32663,COMP-02042,2024,Q3,8.2,1.03,0.86,48,4.43
32664,COMP-02042,2024,Q4,18.03,12.18,7.48,67,5.67
32665,COMP-02042,2025,Q1,10.18,6.8,7.93,54,6.92
32666,COMP-02042,2025,Q2,18.55,16.17,6.36,67,5.85
32667,COMP-02042,2025,Q3,29.01,10.99,11.21,75,6.13
32668,COMP-02042,2025,Q4,1.43,6.58,6.42,56,5.2
32669,COMP-02042,2026,Q1,17.02,5.38,7.6,57,4.46
32670,COMP-02042,2026,Q2,18.24,6.11,5.12,76,6.46
32671,COMP-02042,2026,Q3,8.34,3.78,6.32,40,4.65
32672,COMP-02042,2026,Q4,18.89,9.38,4.68,56,8.0
32673,COMP-02043,2023,Q1,9.64,3.71,5.2,59,6.89
32674,COMP-02043,2023,Q2,10.46,3.66,2.13,77,5.07
32675,COMP-02043,2023,Q3,10.26,6.07,10.83,52,5.34
32676,COMP-02043,2023,Q4,8.59,6.37,6.44,70,5.77
32677,COMP-02043,2024,Q1,5.06,0.68,0.0,57,2.88
32678,COMP-02043,2024,Q2,14.01,1.75,10.52,76,6.17
32679,COMP-02043,2024,Q3,26.12,16.45,6.06,60,6.81
32680,COMP-02043,2024,Q4,10.74,8.37,0.0,53,5.77
32681,COMP-02043,2025,Q1,18.51,6.64,12.03,58,6.16
32682,COMP-02043,2025,Q2,8.15,5.28,0.81,71,5.96
32683,COMP-02043,2025,Q3,12.5,6.15,3.38,61,5.05
32684,COMP-02043,2025,Q4,15.08,5.27,7.36,60,4.04
32685,COMP-02043,2026,Q1,20.27,11.11,9.79,50,6.11
32686,COMP-02043,2026,Q2,11.77,10.26,8.24,66,5.28
32687,COMP-02043,2026,Q3,9.68,-4.36,11.49,53,4.73
32688,COMP-02043,2026,Q4,14.82,12.64,4.13,65,6.61
32689,COMP-02044,2023,Q1,5.19,1.64,5.6,49,4.53
32690,COMP-02044,2023,Q2,6.68,8.92,2.98,40,4.45
32691,COMP-02044,2023,Q3,5.83,9.72,3.98,53,4.57
32692,COMP-02044,2023,Q4,19.9,5.83,12.27,61,6.39
32693,COMP-02044,2024,Q1,5.22,1.95,6.02,42,5.08
32694,COMP-02044,2024,Q2,8.05,0.72,8.67,49,8.13
32695,COMP-02044,2024,Q3,8.27,3.43,4.59,52,6.12
32696,COMP-02044,2024,Q4,0.0,4.52,0.14,54,4.96
32697,COMP-02044,2025,Q1,10.4,5.1,6.64,56,4.29
32698,COMP-02044,2025,Q2,10.74,8.03,12.53,46,6.1
32699,COMP-02044,2025,Q3,14.39,1.85,10.88,65,6.46
32700,COMP-02044,2025,Q4,7.92,3.95,5.53,50,4.64
32701,COMP-02044,2026,Q1,4.31,3.56,6.26,60,5.56
32702,COMP-02044,2026,Q2,5.47,10.8,1.2,50,6.63
32703,COMP-02044,2026,Q3,3.64,0.54,1.62,47,3.98
32704,COMP-02044,2026,Q4,11.07,11.12,7.96,57,4.63
32705,COMP-02045,2023,Q1,12.89,5.09,2.88,51,5.47
32707,COMP-02045,2023,Q3,13.12,1.47,7.98,67,6.14
32708,COMP-02045,2023,Q4,1.02,-0.2,3.98,59,4.78
32709,COMP-02045,2024,Q1,8.05,11.2,2.29,56,4.83
32710,COMP-02045,2024,Q2,15.37,-1.56,11.04,54,6.17
32711,COMP-02045,2024,Q3,11.6,8.59,1.93,70,5.19
32713,COMP-02045,2025,Q1,13.53,6.94,4.8,51,6.64
32714,COMP-02045,2025,Q2,1.51,6.62,6.48,61,4.63
32715,COMP-02045,2025,Q3,8.77,14.13,8.12,56,6.98
32716,COMP-02045,2025,Q4,2.75,3.48,3.82,58,4.41
32717,COMP-02045,2026,Q1,8.21,-5.0,6.11,59,6.77
32718,COMP-02045,2026,Q2,13.56,11.14,6.54,55,6.39
32719,COMP-02045,2026,Q3,14.96,16.55,4.97,60,5.68
32720,COMP-02045,2026,Q4,12.21,4.44,5.02,41,6.14
32721,COMP-02046,2023,Q1,2.16,5.25,0.0,56,5.42
32722,COMP-02046,2023,Q2,0.0,2.61,3.45,44,5.06
32723,COMP-02046,2023,Q3,12.6,7.91,9.69,54,4.3
32724,COMP-02046,2023,Q4,8.15,4.27,2.55,47,5.34
32725,COMP-02046,2024,Q1,16.37,6.94,3.82,53,4.98
32726,COMP-02046,2024,Q2,7.11,0.95,4.71,40,3.41
32727,COMP-02046,2024,Q3,3.12,8.09,5.25,50,4.26
32728,COMP-02046,2024,Q4,10.28,9.56,8.59,52,5.01
32729,COMP-02046,2025,Q1,9.84,5.42,7.27,48,6.34
32730,COMP-02046,2025,Q2,5.55,2.44,5.5,57,6.51
32731,COMP-02046,2025,Q3,9.86,6.25,6.45,59,5.58
32732,COMP-02046,2025,Q4,0.62,5.32,3.46,40,5.52
32733,COMP-02046,2026,Q1,0.0,1.38,0.0,58,2.39
32735,COMP-02046,2026,Q3,9.27,7.42,3.1,60,5.63
