response_id,company_id,survey_year,quarter,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees
38597,COMP-02413,2024,Q1,46.79,5.53,13.58,4.07,3,32,41
38598,COMP-02413,2024,Q2,42.88,4.75,33.19,10.19,46,25,60
38600,COMP-02413,2024,Q4,25.38,4.93,17.87,6.3,24,15,46
38601,COMP-02413,2025,Q1,25.99,6.16,17.91,5.87,27,30,69
38602,COMP-02413,2025,Q2,26.62,3.58,12.86,5.11,22,23,28
38603,COMP-02413,2025,Q3,37.9,5.97,11.72,1.76,8,18,48
38604,COMP-02413,2025,Q4,29.62,6.49,9.08,5.33,23,30,49
38605,COMP-02413,2026,Q1,53.34,5.79,39.57,10.48,61,47,70
38606,COMP-02413,2026,Q2,45.47,6.76,23.69,7.0,34,42,46
38607,COMP-02413,2026,Q3,36.01,5.27,30.99,9.61,45,33,67
38608,COMP-02413,2026,Q4,29.42,6.88,28.55,10.57,39,28,47
38609,COMP-02414,2023,Q1,58.26,5.43,23.6,9.87,792,603,654
38610,COMP-02414,2023,Q2,50.25,4.57,15.68,5.63,193,593,692
38611,COMP-02414,2023,Q3,56.61,5.86,28.47,8.96,813,375,886
38612,COMP-02414,2023,Q4,72.3,5.4,30.12,5.42,884,710,393
38613,COMP-02414,2024,Q1,75.21,6.55,31.06,9.03,943,657,676
38614,COMP-02414,2024,Q2,61.21,5.63,14.88,5.93,427,711,1275
38615,COMP-02414,2024,Q3,43.3,6.1,25.23,6.93,705,684,203
38616,COMP-02414,2024,Q4,74.86,5.08,17.25,4.1,411,265,1020
38617,COMP-02414,2025,Q1,56.65,5.32,12.71,4.13,345,343,441
38618,COMP-02414,2025,Q2,50.49,6.0,10.5,4.58,144,491,1170
38619,COMP-02414,2025,Q3,45.25,7.37,26.31,8.54,620,889,821
38621,COMP-02414,2026,Q1,61.47,6.55,22.07,4.83,555,710,1355
38622,COMP-02414,2026,Q2,60.18,5.9,21.75,6.78,556,486,1154
38623,COMP-02414,2026,Q3,65.74,5.71,20.43,8.39,641,761,1801
38624,COMP-02414,2026,Q4,60.88,6.07,31.42,10.76,944,770,981
38625,COMP-02415,2023,Q1,22.04,3.74,18.75,7.16,29,10,0
38626,COMP-02415,2023,Q2,28.54,5.76,14.92,0.97,13,33,23
38627,COMP-02415,2023,Q3,36.77,5.35,20.01,11.27,14,13,56
38628,COMP-02415,2023,Q4,36.66,5.54,26.56,6.7,38,16,46
38629,COMP-02415,2024,Q1,26.55,4.6,17.29,7.33,32,18,28
38630,COMP-02415,2024,Q2,37.72,5.14,17.63,7.31,15,15,50
38631,COMP-02415,2024,Q3,41.77,5.54,16.39,11.34,24,31,33
38632,COMP-02415,2024,Q4,33.74,6.55,4.41,2.21,0,14,21
38633,COMP-02415,2025,Q1,46.3,5.45,18.98,7.52,20,33,51
38634,COMP-02415,2025,Q2,28.16,5.07,20.66,5.68,30,24,33
38635,COMP-02415,2025,Q3,54.76,6.15,26.25,6.54,27,35,49
38637,COMP-02415,2026,Q1,28.83,6.0,30.85,5.23,43,12,19
38638,COMP-02415,2026,Q2,47.49,4.98,36.79,9.15,52,36,59
38640,COMP-02415,2026,Q4,42.59,6.25,29.08,9.75,33,33,62
38641,COMP-02416,2023,Q1,42.42,5.69,23.38,8.34,8,13,26
38642,COMP-02416,2023,Q2,18.95,5.11,14.0,2.8,9,2,14
38643,COMP-02416,2023,Q3,42.98,6.1,30.91,7.46,13,10,19
38644,COMP-02416,2023,Q4,39.58,5.77,22.28,4.1,13,2,0
38645,COMP-02416,2024,Q1,24.84,4.47,15.13,1.9,9,7,6
38646,COMP-02416,2024,Q2,24.21,6.99,19.21,7.53,7,11,20
38647,COMP-02416,2024,Q3,32.48,5.63,15.46,8.65,8,6,16
38648,COMP-02416,2024,Q4,41.5,5.73,32.79,7.15,11,9,25
38649,COMP-02416,2025,Q1,29.12,5.45,16.01,4.08,6,7,11
38650,COMP-02416,2025,Q2,26.49,5.93,20.53,7.06,7,6,4
38651,COMP-02416,2025,Q3,34.31,5.32,18.44,6.25,6,7,18
38652,COMP-02416,2025,Q4,22.45,5.41,20.45,5.65,10,9,20
38653,COMP-02416,2026,Q1,23.76,5.0,25.38,9.01,8,4,4
38654,COMP-02416,2026,Q2,29.57,5.58,15.79,6.65,5,7,9
38655,COMP-02416,2026,Q3,35.74,6.0,20.95,6.33,10,6,18
38656,COMP-02416,2026,Q4,47.08,5.73,23.27,7.22,8,10,9
38657,COMP-02417,2023,Q1,44.34,5.42,12.73,5.1,2,2,4
38658,COMP-02417,2023,Q2,19.88,4.65,4.81,2.54,1,1,0
38659,COMP-02417,2023,Q3,24.98,4.47,21.73,5.82,3,2,2
38660,COMP-02417,2023,Q4,30.02,5.08,11.07,4.75,2,2,2
38662,COMP-02417,2024,Q2,45.15,6.12,23.41,8.47,4,5,3
38663,COMP-02417,2024,Q3,38.57,6.5,9.98,5.48,2,2,9
38664,COMP-02417,2024,Q4,19.59,4.7,9.78,2.07,2,2,4
38665,COMP-02417,2025,Q1,33.32,5.18,20.57,6.12,5,2,7
38666,COMP-02417,2025,Q2,28.75,4.73,7.98,4.57,0,1,3
38667,COMP-02417,2025,Q3,37.62,5.98,16.57,4.33,3,3,5
38668,COMP-02417,2025,Q4,48.66,4.75,8.06,7.52,2,4,5
38669,COMP-02417,2026,Q1,38.73,5.54,11.36,2.64,2,4,5
38670,COMP-02417,2026,Q2,36.61,4.97,17.26,9.21,5,4,9
38671,COMP-02417,2026,Q3,22.97,5.91,11.72,5.24,3,3,6
38672,COMP-02417,2026,Q4,44.12,4.67,13.19,3.64,3,3,3
38673,COMP-02418,2023,Q1,53.36,6.53,1.28,2.28,0,1,3
38674,COMP-02418,2023,Q2,48.22,3.55,0.6,2.2,0,1,0
38675,COMP-02418,2023,Q3,42.84,4.04,19.8,6.48,2,0,0
38676,COMP-02418,2023,Q4,68.4,4.62,0.18,2.7,0,1,3
38677,COMP-02418,2024,Q1,43.62,5.47,6.2,2.97,1,2,0
38679,COMP-02418,2024,Q3,39.39,5.94,24.36,6.7,2,1,1
38680,COMP-02418,2024,Q4,64.18,5.92,25.2,7.85,2,2,2
38681,COMP-02418,2025,Q1,53.71,4.2,21.65,6.59,2,1,2
38682,COMP-02418,2025,Q2,38.34,5.3,19.7,6.15,2,0,3
38683,COMP-02418,2025,Q3,62.15,4.99,17.8,5.46,1,1,2
38684,COMP-02418,2025,Q4,42.93,6.58,8.42,4.38,1,2,2
38685,COMP-02418,2026,Q1,59.13,5.28,23.69,7.77,3,3,4
38686,COMP-02418,2026,Q2,43.74,4.26,3.09,0.0,0,0,2
38687,COMP-02418,2026,Q3,54.1,6.03,13.05,3.38,2,1,2
38688,COMP-02418,2026,Q4,49.93,6.64,17.51,7.89,2,2,4
38689,COMP-02419,2023,Q1,53.23,6.22,24.4,6.31,5,9,11
38690,COMP-02419,2023,Q2,49.92,5.48,16.32,5.29,5,10,8
38691,COMP-02419,2023,Q3,52.02,7.13,20.42,6.67,6,11,16
38692,COMP-02419,2023,Q4,17.44,4.85,13.98,2.61,5,7,5
38693,COMP-02419,2024,Q1,39.52,5.35,27.73,9.64,9,7,8
38694,COMP-02419,2024,Q2,47.79,6.38,25.59,8.3,9,9,8
38695,COMP-02419,2024,Q3,51.62,5.64,20.41,7.12,4,8,14
38696,COMP-02419,2024,Q4,23.35,7.69,32.53,10.54,6,8,11
38697,COMP-02419,2025,Q1,20.25,5.12,25.27,8.29,5,6,13
38698,COMP-02419,2025,Q2,37.13,6.45,21.97,7.66,7,9,14
38699,COMP-02419,2025,Q3,37.16,4.53,16.89,10.3,5,9,15
38700,COMP-02419,2025,Q4,49.32,6.1,31.64,9.31,10,10,13
38701,COMP-02419,2026,Q1,51.5,5.39,33.82,11.44,9,8,17
38702,COMP-02419,2026,Q2,32.21,7.79,30.56,9.71,8,11,17
38703,COMP-02419,2026,Q3,36.87,5.95,28.51,10.74,7,6,13
38704,COMP-02419,2026,Q4,18.55,4.87,33.46,11.83,9,8,14
38705,COMP-02420,2023,Q1,24.46,6.17,14.16,4.0,28,0,11
38706,COMP-02420,2023,Q2,16.05,5.27,0.0,2.45,0,5,67
38707,COMP-02420,2023,Q3,15.35,6.96,18.81,7.92,39,21,19
38708,COMP-02420,2023,Q4,38.58,6.35,17.95,7.17,36,27,32
38709,COMP-02420,2024,Q1,37.7,4.34,13.99,2.75,24,50,80
38711,COMP-02420,2024,Q3,34.25,3.83,21.47,8.56,59,15,43
38712,COMP-02420,2024,Q4,45.17,4.37,31.82,9.57,60,42,51
38714,COMP-02420,2025,Q2,44.06,6.36,25.98,6.55,51,48,91
38716,COMP-02420,2025,Q4,8.19,4.58,12.65,2.72,20,9,31
38717,COMP-02420,2026,Q1,46.92,4.67,21.7,8.14,46,30,50
38718,COMP-02420,2026,Q2,31.45,3.28,13.47,4.06,22,24,41
38719,COMP-02420,2026,Q3,28.41,4.62,32.84,10.74,63,47,64
38720,COMP-02420,2026,Q4,26.52,5.25,14.51,3.99,32,39,57
38721,COMP-02421,2023,Q1,45.17,6.54,32.41,7.57,21,11,29
38722,COMP-02421,2023,Q2,51.06,4.32,32.67,7.05,23,13,11
38723,COMP-02421,2023,Q3,45.28,4.93,6.18,3.61,0,5,0
38724,COMP-02421,2023,Q4,45.33,5.56,9.59,2.9,7,18,23
38725,COMP-02421,2024,Q1,71.17,4.9,29.88,8.61,28,30,28
38727,COMP-02421,2024,Q3,56.33,5.06,39.91,10.36,26,20,23
38728,COMP-02421,2024,Q4,51.86,6.84,20.11,6.48,7,14,25
38729,COMP-02421,2025,Q1,60.31,5.07,14.46,4.39,9,16,39
38730,COMP-02421,2025,Q2,48.81,6.92,23.66,9.24,19,15,28
38731,COMP-02421,2025,Q3,50.3,4.19,18.22,5.24,11,15,20
38732,COMP-02421,2025,Q4,54.91,5.93,22.06,6.96,20,16,11
38733,COMP-02421,2026,Q1,49.17,6.25,11.48,5.15,6,9,15
38734,COMP-02421,2026,Q2,61.92,6.63,30.79,6.46,19,17,24
38735,COMP-02421,2026,Q3,62.48,5.72,19.65,7.72,17,18,39
38736,COMP-02421,2026,Q4,47.04,6.42,29.43,9.76,21,13,33
38737,COMP-02422,2023,Q1,65.19,4.43,8.76,4.27,245,366,621
38739,COMP-02422,2023,Q3,67.94,6.64,13.81,6.38,451,317,207
38740,COMP-02422,2023,Q4,65.57,6.82,23.11,5.76,418,583,1227
38741,COMP-02422,2024,Q1,77.66,6.17,38.56,14.02,870,730,936
38742,COMP-02422,2024,Q2,67.01,7.76,24.31,5.84,529,308,899
38743,COMP-02422,2024,Q3,45.86,6.68,15.38,3.81,348,379,819
38744,COMP-02422,2024,Q4,48.01,6.42,19.53,5.12,357,397,706
38746,COMP-02422,2025,Q2,69.32,5.69,10.13,4.68,133,205,889
38747,COMP-02422,2025,Q3,42.42,5.84,11.72,0.79,275,381,604
38748,COMP-02422,2025,Q4,40.37,5.56,11.27,4.32,348,283,910
38749,COMP-02422,2026,Q1,52.3,7.22,18.98,7.53,325,467,708
38750,COMP-02422,2026,Q2,50.14,5.37,16.21,5.57,439,303,431
38751,COMP-02422,2026,Q3,67.66,4.24,40.89,12.48,768,602,763
38752,COMP-02422,2026,Q4,53.84,6.97,24.82,6.22,501,420,912
38753,COMP-02423,2023,Q1,67.87,5.47,22.33,10.35,6,6,8
38754,COMP-02423,2023,Q2,51.53,6.12,20.21,7.25,5,6,5
38755,COMP-02423,2023,Q3,51.05,5.42,21.59,3.84,5,5,7
38756,COMP-02423,2023,Q4,47.58,5.91,31.86,10.67,8,8,8
38758,COMP-02423,2024,Q2,71.21,6.12,17.6,6.53,3,5,6
38759,COMP-02423,2024,Q3,59.59,4.52,29.74,6.38,5,8,5
38760,COMP-02423,2024,Q4,42.79,6.15,20.04,4.56,3,6,5
38761,COMP-02423,2025,Q1,50.99,5.71,15.99,4.94,3,6,8
38762,COMP-02423,2025,Q2,40.74,6.16,19.07,3.35,6,7,5
38763,COMP-02423,2025,Q3,38.08,7.14,21.27,2.99,5,4,5
38764,COMP-02423,2025,Q4,46.6,5.12,30.65,11.06,5,5,8
38765,COMP-02423,2026,Q1,76.98,6.78,26.59,9.53,6,7,14
38767,COMP-02423,2026,Q3,63.48,5.68,37.2,9.45,8,7,13
38768,COMP-02423,2026,Q4,41.63,5.03,20.7,9.58,3,6,3
38769,COMP-02424,2023,Q1,50.29,6.29,16.34,4.0,7,11,20
38770,COMP-02424,2023,Q2,35.69,6.13,15.77,4.64,7,8,4
38771,COMP-02424,2023,Q3,38.0,5.47,24.52,8.71,12,10,19
38772,COMP-02424,2023,Q4,48.23,5.92,22.3,8.23,7,14,19
38773,COMP-02424,2024,Q1,53.84,6.06,32.3,10.4,13,11,17
38774,COMP-02424,2024,Q2,49.42,5.68,29.63,6.52,8,14,15
38775,COMP-02424,2024,Q3,50.52,5.52,34.31,9.52,13,14,10
38776,COMP-02424,2024,Q4,34.48,5.26,24.42,6.6,9,12,25
38777,COMP-02424,2025,Q1,46.42,6.15,13.65,6.67,2,10,23
38778,COMP-02424,2025,Q2,53.52,6.02,23.88,12.15,14,12,25
38779,COMP-02424,2025,Q3,55.54,6.67,29.38,6.48,11,15,11
38780,COMP-02424,2025,Q4,62.27,7.49,36.46,13.24,17,16,17
38781,COMP-02424,2026,Q1,47.01,6.27,32.85,9.51,15,14,16
38782,COMP-02424,2026,Q2,45.56,6.99,29.76,7.87,12,11,10
38783,COMP-02424,2026,Q3,52.08,5.92,35.9,12.76,14,12,27
38784,COMP-02424,2026,Q4,55.93,5.63,42.06,11.45,18,14,14
38785,COMP-02425,2023,Q1,47.3,5.11,5.01,0.47,4,2,0
38786,COMP-02425,2023,Q2,27.0,5.12,15.85,2.82,13,4,6
38787,COMP-02425,2023,Q3,19.37,3.86,0.0,0.0,1,2,4
38789,COMP-02425,2024,Q1,25.1,4.27,12.47,3.33,5,6,20
38790,COMP-02425,2024,Q2,15.87,4.22,0.85,2.7,3,1,7
38791,COMP-02425,2024,Q3,25.18,5.24,0.0,2.93,0,4,8
38792,COMP-02425,2024,Q4,45.87,4.43,9.29,3.71,7,7,8
38793,COMP-02425,2025,Q1,32.02,5.02,3.82,1.31,0,5,5
38794,COMP-02425,2025,Q2,15.3,4.43,17.84,6.26,7,0,9
38795,COMP-02425,2025,Q3,28.14,5.5,14.23,6.14,6,0,3
38796,COMP-02425,2025,Q4,46.46,4.95,8.54,3.72,2,4,4
38797,COMP-02425,2026,Q1,24.17,6.14,15.76,2.68,11,9,13
38798,COMP-02425,2026,Q2,20.8,4.84,10.01,5.14,7,3,4
38799,COMP-02425,2026,Q3,40.19,6.28,10.08,3.22,8,1,11
38800,COMP-02425,2026,Q4,48.64,5.04,30.86,9.35,15,8,20
38801,COMP-02426,2023,Q1,60.27,5.79,18.11,8.17,3,3,7
38802,COMP-02426,2023,Q2,65.09,5.57,24.05,7.38,3,3,3
38803,COMP-02426,2023,Q3,52.48,5.83,11.86,4.44,2,2,1
38804,COMP-02426,2023,Q4,67.1,5.53,6.64,2.67,1,5,7
38805,COMP-02426,2024,Q1,63.98,5.86,24.95,7.77,3,3,7
38806,COMP-02426,2024,Q2,62.53,7.69,31.74,6.15,4,5,3
38807,COMP-02426,2024,Q3,57.92,6.43,34.98,9.33,6,6,6
38808,COMP-02426,2024,Q4,51.45,5.76,10.12,2.26,2,2,1
38809,COMP-02426,2025,Q1,66.28,4.92,25.68,4.5,4,3,7
38810,COMP-02426,2025,Q2,71.3,6.69,22.4,8.08,3,4,4
38811,COMP-02426,2025,Q3,65.18,5.05,12.59,2.36,1,3,4
38812,COMP-02426,2025,Q4,51.58,6.3,20.88,6.04,3,5,5
38813,COMP-02426,2026,Q1,80.73,6.53,28.73,7.93,5,4,3
38814,COMP-02426,2026,Q2,66.52,6.36,16.76,3.93,3,4,4
38815,COMP-02426,2026,Q3,59.3,6.75,12.58,3.82,2,3,5
38816,COMP-02426,2026,Q4,71.14,6.83,17.04,4.33,2,4,4
38817,COMP-02427,2023,Q1,42.9,6.44,27.26,8.26,429,482,575
38818,COMP-02427,2023,Q2,39.09,5.57,12.23,4.59,152,441,657
38819,COMP-02427,2023,Q3,50.24,4.95,25.16,8.9,378,175,53
38820,COMP-02427,2023,Q4,32.87,4.66,12.36,4.16,228,304,438
38821,COMP-02427,2024,Q1,60.07,5.44,9.66,6.32,105,341,384
38822,COMP-02427,2024,Q2,46.46,6.43,11.71,4.1,190,472,830
38823,COMP-02427,2024,Q3,43.92,5.3,8.74,4.05,139,345,488
38824,COMP-02427,2024,Q4,43.65,6.31,28.71,9.98,474,561,669
38825,COMP-02427,2025,Q1,45.19,5.75,4.26,1.74,153,113,627
38826,COMP-02427,2025,Q2,53.88,5.59,22.78,6.51,462,436,454
38827,COMP-02427,2025,Q3,45.06,5.67,19.15,11.17,236,293,429
38828,COMP-02427,2025,Q4,58.88,5.33,19.6,5.02,388,374,705
38829,COMP-02427,2026,Q1,50.25,6.49,34.78,9.64,588,302,352
38830,COMP-02427,2026,Q2,47.05,6.89,44.21,11.71,695,344,497
38831,COMP-02427,2026,Q3,43.9,7.01,9.82,3.61,136,215,504
38832,COMP-02427,2026,Q4,59.61,6.31,8.81,3.96,244,237,533
38833,COMP-02428,2023,Q1,43.27,6.01,12.32,5.5,85,95,184
38834,COMP-02428,2023,Q2,61.72,6.66,16.49,1.56,109,143,219
38835,COMP-02428,2023,Q3,51.72,7.22,14.59,9.25,72,180,218
38836,COMP-02428,2023,Q4,47.44,6.15,36.55,9.72,208,145,169
38837,COMP-02428,2024,Q1,69.93,5.88,14.26,2.12,69,165,223
38838,COMP-02428,2024,Q2,51.57,5.7,16.28,5.1,75,138,290
38839,COMP-02428,2024,Q3,56.83,6.38,30.43,9.06,155,86,194
38840,COMP-02428,2024,Q4,51.73,6.5,35.58,8.97,227,163,353
38841,COMP-02428,2025,Q1,44.09,5.61,20.67,8.2,88,164,360
38842,COMP-02428,2025,Q2,62.13,6.26,22.58,0.18,100,179,283
38843,COMP-02428,2025,Q3,53.35,5.33,24.75,8.94,181,140,229
38844,COMP-02428,2025,Q4,57.08,5.02,27.02,7.69,176,183,252
38845,COMP-02428,2026,Q1,37.25,4.77,20.52,9.97,117,67,171
38846,COMP-02428,2026,Q2,60.73,7.58,20.22,5.96,93,153,194
38847,COMP-02428,2026,Q3,43.99,5.15,25.06,10.25,127,118,213
38848,COMP-02428,2026,Q4,55.85,7.13,32.02,7.7,199,202,328
38849,COMP-02429,2023,Q1,20.51,4.32,17.18,4.54,2,1,4
38850,COMP-02429,2023,Q2,38.5,4.79,26.09,6.49,2,2,1
38851,COMP-02429,2023,Q3,41.67,6.81,12.26,5.53,1,2,2
38852,COMP-02429,2023,Q4,21.8,6.11,12.67,3.79,1,0,1
38853,COMP-02429,2024,Q1,44.88,5.03,25.88,7.54,4,2,2
38854,COMP-02429,2024,Q2,25.58,4.73,17.27,2.64,2,3,2
38855,COMP-02429,2024,Q3,53.48,4.34,24.46,6.79,2,3,1
38856,COMP-02429,2024,Q4,53.41,6.33,20.58,3.76,2,2,1
38857,COMP-02429,2025,Q1,32.38,5.59,12.85,5.46,1,2,3
38858,COMP-02429,2025,Q2,39.87,4.81,23.59,9.47,3,2,4
38859,COMP-02429,2025,Q3,41.65,4.5,8.98,1.56,1,1,1
38860,COMP-02429,2025,Q4,34.24,4.83,10.73,1.57,3,2,3
38861,COMP-02429,2026,Q1,34.47,4.13,19.77,10.77,2,2,3
38862,COMP-02429,2026,Q2,53.91,5.61,6.86,5.55,1,1,0
38863,COMP-02429,2026,Q3,22.98,5.09,10.43,4.56,1,2,4
38864,COMP-02429,2026,Q4,27.09,5.05,9.18,5.12,1,2,4
38865,COMP-02430,2023,Q1,38.74,7.75,30.11,8.01,769,1063,1955
38866,COMP-02430,2023,Q2,33.55,7.11,42.4,11.72,1083,1089,772
38867,COMP-02430,2023,Q3,31.33,7.05,20.47,5.91,884,776,1615
38868,COMP-02430,2023,Q4,28.41,6.51,18.11,6.58,539,497,834
38869,COMP-02430,2024,Q1,39.95,5.39,20.99,6.99,582,788,1298
38870,COMP-02430,2024,Q2,31.16,5.65,19.95,5.91,503,958,1653
38873,COMP-02430,2025,Q1,30.74,5.42,30.87,7.9,993,605,1186
38874,COMP-02430,2025,Q2,58.91,4.24,24.44,7.89,565,884,1833
38875,COMP-02430,2025,Q3,30.81,5.53,31.34,9.65,1030,914,1288
38876,COMP-02430,2025,Q4,57.79,6.04,22.92,7.87,949,809,652
38877,COMP-02430,2026,Q1,48.8,7.02,35.89,11.45,1436,1151,2192
38878,COMP-02430,2026,Q2,43.71,6.81,37.4,9.36,750,1208,808
38879,COMP-02430,2026,Q3,41.26,6.5,21.74,5.99,834,812,1039
38880,COMP-02430,2026,Q4,49.88,5.8,34.86,11.33,1176,1014,772
38881,COMP-02431,2023,Q1,45.43,5.47,18.84,4.81,28,24,12
38882,COMP-02431,2023,Q2,35.05,5.15,0.0,2.89,3,6,15
38883,COMP-02431,2023,Q3,30.64,4.97,13.2,4.33,9,20,45
38884,COMP-02431,2023,Q4,48.74,4.86,0.0,0.79,0,12,10
38885,COMP-02431,2024,Q1,44.81,5.58,25.37,6.95,28,26,48
38886,COMP-02431,2024,Q2,51.41,5.7,18.83,7.01,27,24,50
38887,COMP-02431,2024,Q3,61.6,6.98,13.41,4.74,22,27,50
38888,COMP-02431,2024,Q4,56.83,4.03,9.39,3.44,8,15,27
38889,COMP-02431,2025,Q1,43.6,4.85,15.22,6.59,26,16,47
38892,COMP-02431,2025,Q4,39.76,4.68,11.12,3.81,11,22,51
38893,COMP-02431,2026,Q1,51.39,5.51,10.94,5.28,15,31,45
38894,COMP-02431,2026,Q2,39.03,5.72,15.47,5.92,14,25,24
38895,COMP-02431,2026,Q3,46.83,6.59,17.68,5.75,17,29,19
38896,COMP-02431,2026,Q4,31.66,6.72,19.49,5.05,34,22,5
38897,COMP-02432,2023,Q1,32.47,6.01,16.1,6.41,21,10,38
38899,COMP-02432,2023,Q3,33.92,5.97,21.95,6.63,37,11,21
38900,COMP-02432,2023,Q4,45.51,5.04,7.93,3.12,8,9,52
38901,COMP-02432,2024,Q1,35.35,4.96,14.49,4.06,26,24,27
38902,COMP-02432,2024,Q2,24.64,5.07,3.51,4.23,0,14,45
38903,COMP-02432,2024,Q3,22.43,4.65,9.73,2.54,7,9,0
38904,COMP-02432,2024,Q4,24.23,6.4,0.0,1.08,0,11,41
38905,COMP-02432,2025,Q1,36.36,5.85,12.21,4.05,27,35,84
38906,COMP-02432,2025,Q2,30.42,5.56,25.15,6.56,44,37,26
38907,COMP-02432,2025,Q3,52.91,4.8,0.0,1.43,6,22,68
38908,COMP-02432,2025,Q4,42.97,5.39,28.98,10.69,29,30,80
38909,COMP-02432,2026,Q1,18.3,4.93,9.74,5.96,26,21,35
38910,COMP-02432,2026,Q2,32.22,5.12,15.72,6.89,24,13,21
38911,COMP-02432,2026,Q3,37.91,6.83,12.81,7.01,17,16,76
38912,COMP-02432,2026,Q4,19.5,5.39,7.64,4.64,4,0,3
38913,COMP-02433,2023,Q1,16.42,5.13,4.09,2.57,9,11,25
38914,COMP-02433,2023,Q2,41.45,5.82,0.0,0.0,0,15,74
38915,COMP-02433,2023,Q3,30.05,5.44,8.41,1.61,8,17,21
38916,COMP-02433,2023,Q4,2.88,5.6,16.0,2.32,31,31,55
38917,COMP-02433,2024,Q1,49.11,5.69,10.77,3.07,20,44,35
38918,COMP-02433,2024,Q2,17.52,5.34,0.0,0.0,7,9,41
38919,COMP-02433,2024,Q3,0.0,4.96,12.22,4.97,23,0,8
38920,COMP-02433,2024,Q4,46.28,5.0,17.73,6.08,27,22,10
38921,COMP-02433,2025,Q1,31.96,6.92,14.21,1.07,46,23,13
38922,COMP-02433,2025,Q2,38.86,5.01,16.64,3.43,35,30,41
38923,COMP-02433,2025,Q3,7.98,6.74,3.79,3.35,1,18,58
38924,COMP-02433,2025,Q4,40.86,5.43,7.3,3.33,3,19,27
38925,COMP-02433,2026,Q1,42.82,5.12,17.82,8.6,45,20,88
38926,COMP-02433,2026,Q2,28.71,4.83,16.51,6.49,25,29,0
38927,COMP-02433,2026,Q3,25.51,5.61,8.42,7.53,12,13,72
38928,COMP-02433,2026,Q4,24.57,6.69,17.42,4.14,39,39,45
38929,COMP-02434,2023,Q1,47.41,6.02,11.15,4.59,23,27,50
38930,COMP-02434,2023,Q2,21.58,6.68,17.31,0.96,25,30,36
38931,COMP-02434,2023,Q3,50.09,6.36,20.3,7.33,33,50,53
38933,COMP-02434,2024,Q1,58.08,6.13,23.54,5.24,43,36,80
38934,COMP-02434,2024,Q2,28.81,5.35,20.65,5.52,33,37,70
38935,COMP-02434,2024,Q3,45.26,6.08,11.93,2.79,19,27,39
38936,COMP-02434,2024,Q4,29.14,4.94,15.27,1.64,31,12,0
38937,COMP-02434,2025,Q1,46.74,5.72,35.35,9.52,64,39,72
38938,COMP-02434,2025,Q2,41.94,5.86,16.37,1.08,26,29,42
38939,COMP-02434,2025,Q3,30.65,5.88,11.03,0.23,19,30,75
38940,COMP-02434,2025,Q4,39.77,6.45,20.11,4.3,43,49,77
38941,COMP-02434,2026,Q1,62.68,4.08,8.72,2.61,25,40,46
38942,COMP-02434,2026,Q2,53.08,5.4,18.71,4.18,50,63,65
38943,COMP-02434,2026,Q3,49.05,4.56,22.7,5.46,29,35,39
38944,COMP-02434,2026,Q4,48.28,6.04,31.54,8.16,68,53,20
38945,COMP-02435,2023,Q1,36.55,6.24,14.8,4.92,480,575,1266
38946,COMP-02435,2023,Q2,55.9,5.36,24.35,9.25,559,514,904
38947,COMP-02435,2023,Q3,42.94,4.74,18.33,4.76,339,542,301
38948,COMP-02435,2023,Q4,31.29,5.41,5.7,4.56,213,410,765
38949,COMP-02435,2024,Q1,41.73,6.85,20.95,8.77,535,657,1081
38950,COMP-02435,2024,Q2,28.41,5.2,6.44,4.58,119,174,1009
38951,COMP-02435,2024,Q3,47.18,4.8,9.74,4.42,486,225,279
38952,COMP-02435,2024,Q4,39.0,5.87,27.83,7.66,844,445,305
38953,COMP-02435,2025,Q1,53.11,6.06,17.27,5.33,330,600,524
38954,COMP-02435,2025,Q2,46.24,5.56,20.24,5.69,635,805,769
38955,COMP-02435,2025,Q3,67.39,5.85,17.2,6.24,333,427,939
38956,COMP-02435,2025,Q4,61.2,4.77,24.68,9.6,746,687,1479
38957,COMP-02435,2026,Q1,45.62,5.16,17.86,4.51,394,355,1080
38958,COMP-02435,2026,Q2,47.59,5.85,20.77,5.99,586,633,645
38959,COMP-02435,2026,Q3,61.19,6.53,25.34,6.49,661,287,711
38960,COMP-02435,2026,Q4,47.76,5.48,13.56,3.2,452,599,1096
38961,COMP-02436,2023,Q1,35.17,5.13,14.04,4.35,1,1,0
38962,COMP-02436,2023,Q2,31.73,6.17,25.43,7.11,1,1,1
38963,COMP-02436,2023,Q3,34.62,5.86,17.99,4.44,1,1,0
38964,COMP-02436,2023,Q4,27.84,6.01,26.24,4.28,1,1,1
38965,COMP-02436,2024,Q1,20.58,5.51,21.08,7.24,1,1,1
38966,COMP-02436,2024,Q2,44.44,5.54,34.09,9.22,1,1,1
38967,COMP-02436,2024,Q3,39.24,5.01,14.23,7.18,1,0,2
38969,COMP-02436,2025,Q1,38.03,4.75,28.02,8.41,1,1,2
38970,COMP-02436,2025,Q2,16.37,4.34,27.22,8.06,1,0,0
38971,COMP-02436,2025,Q3,9.63,5.48,32.37,6.38,2,1,1
38972,COMP-02436,2025,Q4,36.73,5.32,19.88,5.83,1,1,3
38973,COMP-02436,2026,Q1,38.41,5.78,24.75,6.07,1,1,2
38974,COMP-02436,2026,Q2,39.02,4.41,18.62,9.31,1,1,1
