response_id,remote_work_percentage,employee_satisfaction_score,reskilled_employees
98177,35.84,6.72,90
98178,35.97,6.6,67
98179,47.56,5.55,80
98180,31.78,5.42,43
98181,50.35,7.81,57
98182,41.85,5.79,57
98183,37.14,5.15,22
98184,20.46,4.94,42
98185,42.63,6.46,78
98187,48.75,6.6,77
98188,36.35,4.92,16
98189,23.21,4.32,47
98190,31.57,6.15,81
98191,35.91,5.69,73
98192,28.68,5.85,46
98193,23.49,4.35,0
98194,41.26,5.91,3
98195,26.51,4.22,1
98196,45.42,4.89,6
98197,34.79,6.92,1
98198,42.02,5.82,4
98199,33.13,4.52,4
98200,38.66,5.01,4
98201,51.07,5.62,2
98202,38.13,5.29,0
98203,32.68,4.68,0
98204,53.1,6.02,4
98205,44.54,5.39,2
98206,40.55,5.62,6
98207,29.16,5.5,0
98208,63.55,5.06,2
98209,61.02,6.71,2921
98210,69.39,4.18,628
98211,42.47,4.36,292
98212,55.65,5.23,1864
98213,57.29,4.78,1267
98214,56.73,5.78,1285
98215,59.05,6.54,1417
98216,58.27,6.51,2077
98217,65.7,5.94,1568
98218,80.88,4.59,952
98219,77.47,4.96,1843
98220,64.96,5.63,1917
98221,53.03,4.86,457
98222,47.04,5.99,1156
98223,67.97,6.67,1311
98224,69.22,5.75,0
98225,45.08,6.17,2006
98226,23.13,5.86,1044
98227,26.59,5.86,977
98228,36.52,6.44,535
98229,67.92,4.85,1025
98230,38.11,6.6,1161
98231,49.19,5.92,1156
98232,43.0,6.85,2376
98233,31.15,4.9,865
98234,60.17,6.37,2316
98236,46.42,5.04,1828
98237,31.94,6.46,2557
98238,56.1,5.09,940
98239,52.09,6.8,915
98241,40.77,5.94,1233
98242,56.45,6.33,191
98243,41.23,6.63,581
98244,46.99,5.36,912
98245,35.98,5.99,1419
98246,44.01,6.23,1631
98247,43.18,4.61,1404
98248,62.01,6.56,778
98249,48.37,6.35,292
98250,43.08,5.43,973
98251,34.55,3.65,1107
98252,53.58,6.47,686
98253,53.09,6.46,1118
98254,44.17,5.18,753
98255,56.63,5.84,1499
98256,37.8,5.5,1907
98258,59.58,6.18,299
98259,48.59,4.24,125
98260,46.44,6.0,151
98261,53.54,4.97,2
98262,39.28,5.4,164
98263,52.61,5.22,171
98264,67.87,5.85,190
98265,48.21,6.07,171
98266,61.95,6.09,135
98267,55.09,6.0,142
98268,39.09,6.32,194
98269,48.94,5.39,28
98270,49.48,4.61,24
98271,41.22,6.79,355
98272,56.39,6.23,221
98273,41.1,5.95,0
98275,40.86,5.78,1560
98276,39.22,8.08,1591
98277,26.72,5.14,815
98278,45.77,5.49,1924
98279,46.01,6.21,1103
98280,55.63,6.03,1342
98281,38.39,6.35,1999
98282,34.78,5.48,1618
98283,41.52,5.14,1899
98284,50.53,6.19,2479
98285,36.85,4.68,275
98286,33.83,5.1,335
98287,53.0,6.31,676
98288,36.2,5.33,2271
98289,55.38,4.96,138
98290,72.62,5.57,242
98291,59.23,6.23,141
98292,63.84,4.97,131
98293,53.05,5.37,176
98294,46.32,5.44,228
98295,66.74,5.81,229
98296,54.24,4.93,150
98297,49.71,5.58,93
98298,68.2,6.38,150
98299,61.77,6.51,208
98300,50.18,5.5,106
98302,52.48,4.66,150
98303,68.55,5.54,138
98305,34.34,6.22,1
98306,56.95,6.14,5
98307,50.58,3.24,8
98308,51.47,6.25,3
98309,58.23,5.39,3
98310,28.85,6.87,4
98311,75.48,4.79,5
98312,56.69,4.83,5
98313,50.06,5.42,2
98314,58.79,5.33,6
98315,60.41,6.07,4
98317,45.06,6.49,11
98319,51.33,4.7,5
98320,44.31,5.88,4
98321,35.54,4.11,15
98322,57.97,6.69,22
98324,48.58,5.48,21
98325,37.58,6.02,0
98326,28.73,6.45,29
98327,29.15,6.01,4
98328,29.91,5.99,14
98329,39.26,5.23,12
98330,46.03,5.2,22
98331,54.62,6.8,45
98332,52.32,6.59,57
98333,42.17,5.68,27
98334,37.29,4.58,35
98335,59.52,4.61,8
98336,28.85,5.4,25
98337,40.7,5.61,3
98338,82.94,5.0,6
98339,50.09,4.59,6
98340,43.83,6.23,6
98341,80.56,5.54,5
98342,56.51,6.39,2
98343,67.99,4.93,6
98344,73.15,6.28,7
98345,92.27,5.73,8
98346,64.93,7.23,5
98347,57.48,5.37,0
98348,67.59,5.34,5
98349,56.57,4.87,5
98350,66.58,6.06,5
98351,51.33,5.39,3
98352,74.1,4.68,8
98353,48.9,6.31,54
98354,19.05,5.76,36
98355,28.87,4.62,27
98356,37.09,5.26,64
98357,39.41,4.74,28
98358,36.73,5.03,48
98359,27.76,4.21,56
98360,43.12,6.82,51
98361,29.0,4.92,54
98362,32.19,7.72,47
98363,52.59,6.19,21
98364,38.2,6.14,67
98365,36.5,4.66,56
98366,30.85,5.09,39
98367,36.61,5.85,33
98368,13.93,4.01,29
98369,66.81,6.07,1
98370,33.46,4.79,1
98371,45.51,6.38,2
98372,54.49,5.97,1
98373,54.96,5.07,1
98374,41.36,5.32,1
98375,54.55,5.7,3
98377,51.08,6.32,3
98378,55.65,5.88,3
98379,48.1,6.15,1
98380,59.47,5.72,2
98381,39.09,5.67,2
98382,45.73,6.82,2
98383,72.84,6.34,2
98384,53.68,5.29,2
98386,33.74,5.94,12
98387,50.5,4.75,3
98388,51.5,3.8,6
98389,61.3,4.63,5
98390,46.37,5.36,7
98391,53.38,6.14,8
98392,41.23,5.8,5
98393,40.16,6.12,6
98394,48.99,6.16,10
98395,40.46,5.75,11
98396,52.54,6.46,11
98397,27.89,5.8,7
98398,49.59,6.42,0
98399,40.64,5.86,14
98400,66.92,6.23,9
98401,17.94,6.06,0
98402,23.23,5.6,8
98403,34.94,4.58,6
98404,23.34,6.22,9
98405,71.88,5.03,8
98406,53.91,5.19,10
98407,56.13,5.82,1
98408,34.05,5.63,11
98410,51.94,6.58,6
98411,43.8,4.89,6
98412,44.0,7.37,13
98413,46.97,4.53,10
98414,48.7,5.23,6
98415,48.11,5.28,12
98416,61.42,5.72,3
98417,49.66,5.02,39
98418,46.68,6.94,0
98419,50.16,4.07,22
98420,39.08,5.12,25
98421,42.84,6.29,11
98423,52.12,5.62,38
98424,46.1,5.81,0
98425,58.18,6.65,37
98426,43.72,4.45,37
98427,30.41,6.18,5
98428,61.58,6.94,47
98429,44.11,5.54,33
98430,58.75,5.68,20
98431,31.86,5.25,21
98432,65.64,4.72,44
98433,44.55,5.65,569
98434,38.25,7.14,1125
98435,78.27,6.79,830
98436,38.52,6.39,986
98437,37.04,6.23,432
98438,40.75,5.92,595
98439,34.73,6.39,792
98440,35.36,6.78,696
98441,32.93,6.2,1158
98442,30.83,5.68,405
98443,38.84,6.17,1038
98444,36.83,5.88,616
98445,46.31,5.51,768
98446,26.58,5.39,667
98447,40.81,5.22,513
98448,34.82,5.46,184
98449,36.93,6.58,2
98450,36.96,6.06,2
98451,32.65,5.27,3
98452,44.43,4.82,2
98454,32.05,4.96,0
98455,32.68,6.32,2
98456,29.31,5.32,2
98457,48.01,4.67,3
98458,31.97,6.71,4
98459,32.98,4.48,1
98460,30.16,4.89,2
98461,57.76,5.04,2
98462,37.25,5.64,4
98463,52.89,6.37,0
98464,54.06,6.12,2
98465,40.96,5.02,4
98466,42.18,5.42,5
98467,31.92,6.26,6
98468,69.65,4.93,8
98469,32.45,6.05,8
98470,37.38,4.91,5
98471,45.09,5.92,5
98472,36.25,6.62,2
98473,46.81,5.57,6
98474,14.25,7.77,9
98475,40.82,5.04,6
98476,29.95,5.83,0
98477,48.02,6.71,4
98478,27.33,5.54,5
98479,40.87,5.69,2
98480,43.27,5.37,6
98481,55.69,6.2,284
98482,29.38,4.95,570
98483,28.55,4.63,481
98484,26.41,5.45,0
98485,52.92,6.35,700
98486,61.59,7.63,919
98487,60.04,5.74,538
98488,35.52,6.87,609
98489,57.64,6.98,686
98490,33.18,6.26,557
98491,34.9,5.97,880
98492,54.99,6.03,1003
98493,51.47,6.89,583
98494,52.18,6.01,556
98495,42.31,6.75,617
98496,40.48,6.41,369
98497,16.88,5.62,34
98498,27.1,4.93,135
98499,21.21,5.54,39
98500,40.92,5.89,72
98501,45.2,5.81,60
98502,33.36,5.23,51
98503,35.88,5.3,20
98504,45.26,4.61,70
98505,46.58,5.09,10
98506,44.85,5.57,83
98508,42.5,5.43,59
98509,65.2,5.95,27
98510,45.45,4.63,80
98511,49.44,6.41,104
98513,40.86,6.82,1352
98514,58.61,6.64,1416
98515,46.14,5.97,1126
98516,48.62,6.07,1345
98517,39.33,6.68,2370
98518,34.4,5.34,1244
98519,44.18,7.34,732
98520,48.39,6.13,2060
98521,38.67,5.41,1836
98522,41.44,6.85,591
98523,18.47,6.21,1488
98524,55.08,5.66,598
98525,50.86,4.67,1512
98526,27.42,4.92,2165
98527,34.93,5.99,1279
98528,46.96,6.75,1955
98529,29.96,5.12,413
98530,41.83,4.91,253
98531,31.67,5.5,290
98532,41.54,5.25,372
98533,61.52,4.88,298
98534,37.23,5.05,327
98535,31.63,5.6,462
98536,29.44,6.05,260
98537,47.43,6.07,548
98540,41.87,5.92,527
98542,49.72,6.25,447
98543,46.5,4.28,667
98544,30.95,5.97,322
98545,59.0,5.55,3
98546,33.71,5.95,3
98547,56.23,5.63,4
98548,33.52,6.54,2
98549,53.19,6.87,4
98550,36.67,5.21,3
98551,51.03,6.39,3
98552,55.48,4.79,4
98553,41.52,5.73,4
98554,64.51,5.95,3
98555,61.8,4.68,3
98556,64.35,6.49,4
98557,50.55,7.13,5
98559,65.09,4.74,3
98560,46.23,5.12,0
98562,34.43,6.49,5
98563,21.77,3.94,1
98564,55.37,5.25,4
98565,39.01,4.69,3
98566,34.62,4.7,1
98567,27.02,4.7,4
98568,42.2,6.25,6
98569,12.05,5.11,4
98570,24.62,5.79,2
98571,39.27,6.86,6
98572,47.41,5.85,9
98573,20.09,6.08,4
98574,36.44,4.65,5
98575,38.56,6.48,2
98577,35.41,5.76,14
98578,32.2,4.73,24
98579,31.4,5.1,22
98580,53.71,5.5,16
98581,30.21,5.74,2
98582,34.34,4.46,30
98583,29.65,4.35,26
98584,56.74,5.23,35
98585,45.43,4.6,17
98586,45.99,5.56,1
98587,42.21,3.65,5
98588,53.16,5.01,22
98589,42.97,4.78,23
98590,32.08,5.27,20
98591,54.18,4.51,35
98592,54.71,5.47,8
98593,57.51,5.76,17
98594,62.77,6.07,18
98595,41.26,5.5,13
98596,43.58,5.22,13
98597,69.56,7.23,4
98598,60.49,5.96,9
98599,62.98,6.78,29
98600,66.02,4.84,22
98601,60.22,5.12,19
98602,45.91,6.51,14
98603,64.53,5.44,5
98604,43.75,4.26,11
98605,74.76,4.92,20
98607,52.26,5.72,21
98608,69.49,5.84,19
98609,45.5,4.91,4
98610,23.03,5.86,7
98611,48.33,5.62,5
98612,34.42,4.84,8
98613,46.9,5.59,8
98614,50.07,6.38,8
98615,32.71,5.33,10
98616,27.19,7.36,10
98617,38.92,5.49,9
98618,41.44,5.42,9
98620,46.04,4.37,3
98621,35.82,6.15,7
98622,38.6,4.98,5
98623,43.87,4.86,10
98624,5.59,5.62,7
98625,41.27,6.21,17
98626,44.92,4.84,16
98627,46.24,4.96,45
98628,68.65,3.76,19
98629,60.59,5.89,51
98630,49.78,5.53,32
98631,37.68,4.57,24
98632,31.19,5.87,28
98633,53.57,5.94,10
98634,43.04,5.56,35
98635,43.14,6.07,25
98636,35.5,6.09,52
98637,45.05,5.66,33
98638,23.81,4.52,42
98639,37.36,5.09,37
98640,25.16,6.14,16
98641,44.53,6.71,444
98642,34.76,6.33,290
98643,50.1,4.76,706
98644,56.38,5.69,193
98645,31.37,5.7,384
98646,45.7,4.29,493
98647,39.16,4.84,567
98648,54.62,6.82,359
98649,42.51,6.35,468
98650,50.51,4.5,295
98651,46.37,6.02,298
98652,45.33,6.7,469
98653,46.89,6.46,426
98654,54.25,5.0,119
98655,33.16,5.43,677
98656,33.77,6.71,413
98657,47.66,5.08,1
98658,34.18,5.21,2
98659,47.53,6.16,3
98660,43.03,3.86,0
98661,49.84,5.62,2
98662,52.25,5.08,2
98664,46.15,4.95,2
98665,31.66,4.64,1
98666,35.79,6.84,3
98667,48.51,5.79,1
98668,38.57,6.2,2
98669,47.52,5.11,1
98670,45.76,3.33,2
98671,52.72,6.01,2
98672,42.86,5.47,1
98673,41.09,5.95,2
98674,36.61,6.48,6
98675,34.89,5.75,5
98676,18.65,6.37,1
98677,34.68,5.77,4
98678,25.42,6.1,7
98679,37.66,4.76,5
98680,33.1,5.48,8
98681,23.16,5.88,6
98682,29.05,6.04,4
98684,30.44,6.5,7
98685,35.6,6.66,4
98686,25.28,6.72,5
98687,46.5,4.94,8
98688,21.3,4.97,7
98689,54.38,5.61,499
98690,15.07,5.67,449
98691,41.89,5.67,336
98692,33.38,6.43,198
98693,28.21,4.97,369
98694,37.09,5.25,221
98695,48.35,5.21,254
98696,19.96,4.64,258
98698,23.58,5.72,114
98699,20.97,5.71,565
98700,32.07,5.43,441
98701,37.45,7.26,371
98702,31.53,5.15,340
98703,50.18,5.27,455
98704,33.18,6.07,151
98705,25.61,3.86,2
98706,29.97,5.71,0
98707,23.7,5.66,0
98709,38.85,3.72,0
98710,24.87,4.95,1
98711,31.98,4.47,1
98712,52.67,5.9,2
98713,34.16,4.64,2
98714,20.65,4.41,3
98715,26.55,5.46,0
98716,23.24,4.34,0
98717,34.31,3.78,1
98718,17.96,4.97,2
98719,31.85,5.41,2
98720,44.48,3.37,1
98721,43.62,4.06,58
98722,27.78,5.84,48
98723,28.61,6.78,32
98725,31.27,6.12,0
98726,26.79,6.14,43
98727,37.6,7.21,60
98728,35.53,5.73,33
98729,40.39,5.9,51
98730,52.5,5.46,50
98731,38.45,6.16,30
98732,47.91,5.5,86
98733,32.24,5.9,25
98734,39.7,6.49,61
98735,49.29,7.91,56
98736,38.87,5.78,44
98737,38.9,7.31,10
98738,33.88,4.99,10
98739,48.15,6.35,3
98740,42.91,4.52,4
98741,37.89,5.7,6
98742,53.18,5.98,9
98743,46.14,5.69,13
98744,18.83,7.65,7
98745,66.48,5.17,7
98746,40.21,6.45,9
98748,37.4,7.35,5
98749,44.36,5.37,5
98750,23.39,5.82,6
98751,54.05,5.61,11
98752,30.19,6.17,12
98753,36.31,5.35,14
98754,41.82,4.37,10
98755,51.6,6.06,16
98756,51.6,7.22,28
98757,53.29,5.83,11
98758,38.86,3.91,5
98759,38.79,5.38,15
98760,27.98,3.94,0
98761,52.35,5.87,13
98762,34.98,4.0,12
98763,19.7,5.54,20
98764,51.92,6.23,14
98765,45.04,4.73,35
98766,29.77,5.38,0
98767,85.8,6.28,30
98768,48.0,4.98,5
98769,48.59,4.42,11
98770,28.29,5.13,20
98771,36.26,6.2,9
98772,48.38,6.06,14
98773,44.92,4.8,20
98774,30.3,4.6,6
98775,32.75,6.27,9
98776,38.64,6.1,22
98777,54.66,5.77,17
98778,48.89,5.51,12
98779,78.63,4.99,7
98780,52.01,4.25,16
98781,42.37,5.25,14
98782,44.35,4.95,17
98783,40.46,5.32,13
98784,41.6,5.78,13
98785,10.68,3.95,0
98786,32.8,4.16,5
98787,37.47,5.03,3
98788,34.24,4.8,1
98789,10.87,3.51,4
98790,34.67,6.19,6
98791,45.77,6.93,5
98792,0.38,6.08,4
98793,16.74,4.75,2
98794,16.92,5.09,3
98795,18.94,5.64,0
98796,45.67,5.04,3
98797,39.89,5.42,3
98798,42.06,5.63,5
98799,35.77,5.15,4
98800,28.51,5.4,3
98801,37.98,6.34,6
98802,54.73,4.93,8
98804,60.12,7.42,8
98805,58.78,5.25,4
98806,49.62,5.2,4
98808,42.6,6.18,3
98809,44.18,5.84,5
98810,49.98,4.85,8
98811,45.19,5.37,3
98812,43.63,5.51,5
98813,50.31,7.62,7
98814,55.11,5.11,5
98815,60.19,4.84,4
98816,57.02,6.76,6
98817,35.09,5.32,9
98818,50.93,4.5,15
98820,53.57,5.17,38
98821,32.05,4.73,50
98822,42.21,5.42,19
98823,52.14,5.87,43
98824,47.13,5.19,21
98825,38.18,5.09,5
98826,28.77,5.07,41
98829,37.78,6.16,5
98830,58.57,5.52,14
98831,44.86,5.49,24
98832,35.56,5.34,21
98833,36.24,6.77,53
98834,29.59,5.36,59
98835,44.2,6.73,62
98836,38.26,5.66,56
98837,37.01,5.63,72
98838,43.51,5.48,60
98839,27.23,5.76,61
98840,37.16,5.63,38
98841,16.37,7.32,59
98842,58.06,5.49,65
98843,29.08,5.13,52
98845,46.97,6.93,45
98846,26.23,4.75,48
98847,36.11,4.76,60
98848,44.53,4.96,53
98849,32.83,4.61,4
98850,32.12,6.23,6
98851,46.22,4.5,3
98852,37.18,5.94,6
98853,43.98,4.99,2
98854,13.94,4.82,1
98855,44.04,7.11,3
98856,51.15,4.54,1
98857,23.38,5.74,2
98858,17.9,4.51,5
98859,16.17,4.59,1
98860,20.54,6.29,2
98861,31.97,5.71,4
98862,44.61,6.44,7
98863,32.16,5.63,2
98864,32.15,5.44,3
98866,26.5,5.58,0
98867,23.49,5.71,0
98868,18.46,5.43,1
98869,50.29,6.07,4
98870,30.53,6.86,3
98871,27.97,5.87,4
98872,18.2,3.69,1
98873,41.97,5.56,3
98874,40.9,5.75,2
98875,18.14,4.73,1
98876,31.49,4.52,4
98877,30.17,3.97,0
98878,29.81,4.28,3
98879,38.78,4.37,0
98880,58.31,5.84,3
98881,32.91,5.95,329
98882,58.51,5.19,339
98883,21.47,5.58,729
98884,25.32,6.31,611
98885,37.5,6.7,981
98886,27.57,5.9,668
98887,22.36,6.52,901
98888,8.42,6.11,1009
98889,32.5,5.6,159
98890,48.8,5.84,575
98891,21.37,4.49,177
98892,30.76,6.62,388
98893,31.51,6.29,563
98894,23.1,5.41,695
98895,25.44,6.57,227
98896,61.06,5.0,763
98897,45.62,5.06,9
98898,31.38,5.0,30
98899,23.81,4.28,19
98900,33.47,7.66,18
98901,22.47,5.25,2
98902,34.43,4.92,38
98903,24.67,4.5,24
98904,21.22,4.77,16
98905,29.91,5.53,31
98906,23.72,4.78,12
98907,32.29,3.03,18
98908,24.53,6.74,24
98909,24.91,4.5,19
98910,34.26,4.72,30
98911,51.25,4.01,14
98912,31.87,5.68,13
98913,25.75,4.88,70
98914,33.13,4.86,62
98915,64.27,4.64,62
98916,27.47,6.43,63
98917,29.74,5.62,11
98918,59.44,6.58,64
98919,48.39,4.97,95
98920,26.04,6.16,73
98921,41.24,7.25,74
98922,30.52,6.7,60
98923,45.61,5.96,43
98924,29.64,6.47,56
98925,52.18,4.24,75
98926,32.65,4.86,82
98927,47.96,7.04,32
98928,52.35,5.96,95
98929,39.66,5.24,71
98930,29.87,6.62,51
98931,30.76,4.27,58
98932,58.81,5.77,63
98933,46.04,6.52,39
98934,41.84,4.82,43
98936,37.16,6.07,106
98937,58.95,4.82,56
98938,48.21,5.62,66
98940,44.61,5.59,62
98941,37.8,6.96,63
98942,51.49,5.37,67
98943,47.98,5.53,73
98945,33.55,5.2,39
98946,25.72,5.02,0
98947,25.41,4.94,32
98948,50.62,4.07,22
98949,23.76,3.37,9
98950,21.84,5.81,67
98951,27.2,5.21,38
98952,33.29,6.33,40
98953,28.95,3.79,24
98954,24.6,4.99,39
98955,10.66,6.22,30
98956,31.03,5.63,48
98957,16.52,4.89,46
98958,25.85,6.76,54
98959,31.81,6.09,0
98960,30.07,4.92,22
98961,63.19,6.38,9
98962,38.67,6.16,7
98963,47.78,5.2,4
98964,65.21,5.95,9
98965,70.69,4.99,6
98966,58.28,5.46,7
98967,64.29,6.19,9
98968,67.1,6.7,8
98969,61.95,6.07,6
98970,62.89,5.05,3
98973,53.62,6.44,8
98974,75.25,4.29,8
98975,71.96,6.96,8
98976,70.31,6.04,6
98977,38.53,5.07,14
98978,16.71,4.88,0
98979,44.74,4.96,35
98980,31.95,4.22,0
98981,5.77,5.73,30
98982,36.63,6.63,61
98983,22.91,5.99,40
98984,33.84,5.25,51
98985,58.66,4.74,31
98986,27.73,5.59,21
98987,16.7,6.82,9
98988,48.26,4.58,63
98989,40.2,6.43,40
98991,37.11,6.14,53
98992,42.51,5.25,79
98993,41.15,6.12,6
98994,44.52,5.37,1
98995,42.71,4.6,5
98996,32.7,5.44,3
98997,27.1,5.9,4
98998,49.7,4.62,5
98999,29.26,5.84,7
99000,46.74,6.53,5
99001,41.0,6.67,3
99002,29.89,6.08,4
99003,43.96,5.03,5
99005,35.07,5.09,2
99006,51.36,4.24,2
99007,19.62,5.94,2
99008,51.61,5.43,6
99009,66.17,6.42,1305
99010,50.37,5.72,1436
99011,47.17,6.12,1661
99012,58.32,5.98,2114
99013,53.84,6.15,1027
99014,52.21,5.81,1639
99015,43.0,6.99,1112
99016,57.0,5.92,1172
99017,62.01,5.41,821
99018,47.0,5.87,1135
99019,40.65,7.79,1181
99020,56.54,5.78,1803
99021,46.96,5.76,1044
99022,67.81,6.33,829
99023,65.62,5.73,1829
99024,72.53,6.23,2320
99025,51.67,5.28,17
99026,21.83,4.92,44
99027,19.21,4.81,27
99028,37.35,6.08,30
99029,38.1,5.11,42
99030,1.6,5.01,21
99031,43.28,5.85,41
99032,43.96,4.68,22
99033,32.55,5.04,21
99034,46.21,4.87,45
99035,31.66,6.53,40
99036,18.98,5.44,38
99037,47.98,6.04,9
99038,50.91,4.36,37
99039,24.38,5.13,71
99040,36.08,6.08,28
99041,37.88,6.07,8
99043,28.8,5.43,3
99044,13.61,5.28,1
99045,38.94,4.91,10
99046,34.52,4.18,5
99047,34.57,5.02,5
99048,34.99,4.9,8
99049,37.54,6.0,8
99050,35.85,5.78,4
99051,17.62,4.71,7
99052,66.22,5.46,7
99053,27.47,5.98,1
99054,57.21,5.67,5
99055,41.87,5.42,14
99056,39.56,6.12,3
99057,16.15,5.11,70
99058,58.82,4.86,94
99059,18.64,5.24,44
99060,31.71,4.84,58
99061,38.4,4.45,72
99062,30.06,6.43,49
99063,42.42,5.95,40
99064,28.78,5.25,77
99065,50.81,4.95,73
99066,44.17,5.68,55
99067,33.69,6.4,68
99068,37.21,7.11,101
99069,17.72,4.73,46
99070,55.82,7.31,83
99071,38.65,5.51,106
99073,52.86,6.4,1
99074,52.55,6.0,1
99075,41.02,4.87,1
99076,59.3,4.64,1
99077,70.36,5.08,1
99078,61.97,5.15,2
99079,70.57,5.08,2
99080,51.95,4.78,1
99081,55.55,5.05,2
99082,56.96,5.2,2
99083,48.7,4.81,2
99085,47.92,3.85,2
99086,80.69,5.95,2
99087,55.94,5.29,3
99088,55.55,5.24,1
99089,33.54,4.07,209
99090,37.57,6.74,1200
99091,48.23,6.32,1194
99092,45.03,5.46,1092
99093,48.26,5.15,852
99094,39.19,7.03,1113
99095,40.18,5.45,680
99096,45.53,4.89,288
99097,28.94,6.26,1142
99098,22.99,6.44,627
99099,48.03,3.85,456
99100,61.92,6.34,916
99101,37.06,5.0,884
99102,25.19,7.42,902
99103,44.63,5.58,809
99104,64.18,6.29,1671
99105,37.95,6.84,5
99106,54.22,5.88,9
99107,52.22,5.31,9
99108,48.93,4.12,4
99110,39.47,5.63,9
99111,52.52,5.23,8
99112,37.13,5.31,3
99113,58.42,5.67,5
99114,66.62,4.64,6
99115,51.61,5.78,6
99116,44.51,6.09,4
99117,54.04,6.29,11
99118,42.93,5.91,7
99119,44.6,5.66,12
99120,53.65,6.28,8
99121,61.3,5.43,22
99122,42.08,5.88,14
99124,37.51,4.33,29
99125,38.48,6.19,0
99126,67.77,5.4,36
99127,48.13,4.97,43
99128,56.55,5.62,58
99129,55.76,5.21,43
99130,44.83,6.5,20
99131,48.62,5.68,50
99132,49.41,6.05,43
99133,49.69,5.39,29
99134,48.38,5.48,29
99136,51.31,5.05,22
99137,50.66,5.73,102
99138,31.23,4.95,69
99139,22.32,3.19,48
99140,44.0,6.53,73
99141,35.05,6.68,29
99142,37.26,5.18,38
99143,21.61,5.51,31
99144,35.07,5.98,12
99145,24.67,4.77,0
99146,32.04,5.38,25
99147,40.53,4.21,56
99148,17.33,5.83,50
99149,44.79,6.0,31
99150,40.16,6.11,86
99151,24.9,5.14,49
99152,45.73,6.96,62
99153,50.73,5.73,90
99154,44.55,5.87,121
99155,49.05,4.59,97
99156,35.73,5.15,81
99157,65.94,6.8,115
99158,48.92,4.32,97
99159,43.24,4.91,20
99160,31.85,5.48,68
99161,46.09,6.85,80
99162,43.69,6.17,82
99163,61.51,7.42,49
99164,21.29,6.45,58
99165,53.95,5.9,93
99167,39.2,6.38,14
99168,34.06,6.65,83
99169,32.03,4.69,2
99170,34.12,6.41,7
99171,41.39,4.38,10
99172,23.73,4.58,5
99173,39.73,5.6,6
99174,58.6,6.58,7
99175,52.88,4.58,10
99176,46.39,4.95,9
99177,35.78,4.91,7
99178,45.52,5.52,10
99179,37.66,6.1,7
99180,25.0,5.72,6
99181,38.49,5.95,2
99182,29.33,5.26,7
99183,34.04,6.18,4
99184,36.79,6.91,10
99185,26.94,5.86,10
99186,32.46,6.01,10
99187,46.17,6.77,5
99188,44.39,4.52,3
99189,49.13,5.3,13
99191,28.21,4.32,9
99192,32.45,5.42,14
99193,46.42,5.79,10
99194,36.35,3.26,4
99195,28.28,6.29,8
99196,49.19,4.83,5
99197,33.24,5.8,11
99198,26.66,5.81,7
99199,40.26,5.23,8
99200,44.63,5.71,13
99201,61.92,6.05,4
99202,33.32,4.71,3
99203,38.99,5.98,3
99204,45.22,5.15,4
99205,28.85,5.01,2
99206,40.42,5.2,0
99207,57.92,6.81,3
99208,53.18,6.75,2
99209,47.59,5.87,5
99210,54.72,5.11,3
99211,48.43,4.71,7
99212,52.01,4.53,5
99213,54.7,6.59,7
99214,56.93,7.57,6
99216,23.44,5.56,5
99217,46.1,6.68,25
99218,43.14,6.76,41
99219,40.48,6.32,37
99220,49.1,5.26,11
99221,41.41,5.59,61
99222,43.88,4.59,29
99223,57.78,5.76,34
99224,62.73,4.18,18
99225,40.96,6.12,16
99226,39.54,4.85,38
99227,49.9,7.56,72
99228,46.94,5.72,11
99229,38.56,5.15,39
99230,59.52,5.07,23
99231,55.08,5.27,43
99232,39.36,5.75,43
99233,61.2,6.12,1053
99234,40.49,6.13,1376
99235,36.61,6.81,2142
99236,30.41,5.23,1012
99237,48.8,5.32,1347
99238,26.89,4.81,755
99239,19.91,4.86,686
99241,33.73,5.18,1434
99242,36.2,5.92,1949
99243,33.91,5.45,1349
99244,33.61,5.74,1441
99246,44.09,5.04,2054
99248,32.33,4.87,780
99249,47.7,5.03,7
99250,34.08,5.96,23
99252,14.02,4.07,13
99253,33.66,5.93,10
99254,53.15,5.78,27
99255,39.21,4.92,9
99256,33.62,5.32,8
99257,37.0,5.79,28
99258,24.62,5.35,11
99259,35.08,5.23,20
99261,53.09,4.65,0
99262,36.63,4.84,5
99263,48.27,4.57,0
99264,41.14,4.92,22
99265,65.07,5.17,1425
99266,58.06,5.53,1567
99267,64.11,5.62,944
99268,52.23,5.09,1197
99269,45.85,6.66,1413
99270,60.16,6.19,1014
99272,60.78,5.54,1464
99273,61.42,5.74,1353
99275,50.05,6.22,1369
99276,42.81,5.71,1765
99277,58.36,4.78,1081
99278,62.38,6.67,1474
99279,70.61,6.84,2278
99280,67.97,5.52,963
99281,53.04,5.16,53
99282,25.25,4.51,46
99283,26.06,5.16,50
99284,31.91,5.99,47
99285,33.6,4.33,78
99286,60.55,4.85,18
99287,42.42,6.73,64
99288,28.55,5.45,7
99289,64.7,5.74,13
99290,51.27,5.64,81
99292,44.94,5.23,74
99293,53.5,7.36,84
99294,36.52,5.72,87
99295,51.04,5.54,12
99296,40.75,6.5,77
99297,49.02,7.8,58
99298,37.76,5.39,37
99299,46.55,5.74,78
99301,45.81,5.81,91
99303,50.26,6.63,68
99306,29.94,6.18,42
99307,19.74,5.03,68
99308,25.86,4.35,46
